cate,TRA_percent_reads_all,TRB_percent_reads_all,TRD_percent_reads_all,TRG_percent_reads_all,IGH_percent_reads_all,IGK_percent_reads_all,IGL_percent_reads_all,Aligned_TRA,Aligned_TRB,Aligned_TRD,Aligned_TRG,Aligned_IGH,Aligned_IGK,Aligned_IGL,total_ucdr3,TRA_reads,TRB_reads,TRD_reads,TRG_reads,IGH_reads,IGK_reads,IGL_reads,TRA_percent_reads,TRB_percent_reads,TRD_percent_reads,TRG_percent_reads,IGH_percent_reads,IGK_percent_reads,IGL_percent_reads,TRA_ucdr3,TRB_ucdr3,TRD_ucdr3,TRG_ucdr3,IGH_ucdr3,IGK_ucdr3,IGL_ucdr3,TRA_percent_ucdr3,TRB_percent_ucdr3,TRD_percent_ucdr3,TRG_percent_ucdr3,IGH_percent_ucdr3,IGK_percent_ucdr3,IGL_percent_ucdr3,TRA_Shannon,TRA_Pielou_evenness,TRA_Simpson,TRA_Simpson_evenness,TRA_Gini_index,TRA_d50,TRA_Largest_clone_percent,TRB_Shannon,TRB_Pielou_evenness,TRB_Simpson,TRB_Simpson_evenness,TRB_Gini_index,TRB_d50,TRB_Largest_clone_percent,TRD_Shannon,TRD_Pielou_evenness,TRD_Simpson,TRD_Simpson_evenness,TRD_Gini_index,TRD_d50,TRD_Largest_clone_percent,TRG_Shannon,TRG_Pielou_evenness,TRG_Simpson,TRG_Simpson_evenness,TRG_Gini_index,TRG_d50,TRG_Largest_clone_percent,IGH_Shannon,IGH_Pielou_evenness,IGH_Simpson,IGH_Simpson_evenness,IGH_Gini_index,IGH_d50,IGH_Largest_clone_percent,IGK_Shannon,IGK_Pielou_evenness,IGK_Simpson,IGK_Simpson_evenness,IGK_Gini_index,IGK_d50,IGK_Largest_clone_percent,IGL_Shannon,IGL_Pielou_evenness,IGL_Simpson,IGL_Simpson_evenness,IGL_Gini_index,IGL_d50,IGL_Largest_clone_percent,IGHA_percent_by_reads,IGHD_percent_by_reads,IGHE_percent_by_reads,IGHG12_percent_by_reads,IGHG34_percent_by_reads,IGHM_percent_by_reads,IGHA_percent_by_clone,IGHD_percent_by_clone,IGHE_percent_by_clone,IGHG12_percent_by_clone,IGHG34_percent_by_clone,IGHM_percent_by_clone,class_switched_percent_by_reads,naive_mutated_percent_by_reads,naive_unmutated_percent_by_reads,IGHM_IGHD_mutated_by_reads,class_switched_percent_by_clone,naive_mutated_percent_by_clone,naive_unmutated_percent_by_clone,IGHM_IGHD_mutated_by_clone,IGHA-IGHG12_CSR0,IGHA-IGHG12_CSR1,IGHA-IGHG34_CSR0,IGHA-IGHG34_CSR1,IGHA-IGHM_IGHD_CSR0,IGHA-IGHM_IGHD_CSR1,IGHG12-IGHG34_CSR0,IGHG12-IGHG34_CSR1,IGHG12-IGHM_IGHD_CSR0,IGHG12-IGHM_IGHD_CSR1,IGHG34-IGHM_IGHD_CSR0,IGHG34-IGHM_IGHD_CSR1,IGHA_observed_as_other_isotype,IGHG12_observed_as_other_isotype,IGHG34_observed_as_other_isotype,IGHM_IGHD_observed_as_other_isotype,IGHA_SHM0,IGHG12_SHM0,IGHG34_SHM0,IGHM_IGHD_SHM0,IGHA_SHM1,IGHG12_SHM1,IGHG34_SHM1,IGHM_IGHD_SHM1,IGH_SHM0,IGH_SHM1,percent_IGH_of_Bcell,percent_IGK_of_Bcell,percent_IGL_of_Bcell,TRA_mean_cdr3_length,TRB_mean_cdr3_length,TRD_mean_cdr3_length,TRG_mean_cdr3_length,IGH_mean_cdr3_length,IGK_mean_cdr3_length,IGL_mean_cdr3_length,IGHM_Shannon,IGHM_Pielou_evenness,IGHM_Simpson,IGHM_Simpson_evenness,IGHM_Gini_index,IGHM_d50,IGHD_Shannon,IGHD_Pielou_evenness,IGHD_Simpson,IGHD_Simpson_evenness,IGHD_Gini_index,IGHD_d50,IGHG12_Shannon,IGHG12_Pielou_evenness,IGHG12_Simpson,IGHG12_Simpson_evenness,IGHG12_Gini_index,IGHG12_d50,IGHG34_Shannon,IGHG34_Pielou_evenness,IGHG34_Simpson,IGHG34_Simpson_evenness,IGHG34_Gini_index,IGHG34_d50,IGHE_Shannon,IGHE_Pielou_evenness,IGHE_Simpson,IGHE_Simpson_evenness,IGHE_Gini_index,IGHE_d50,IGHA_Shannon,IGHA_Pielou_evenness,IGHA_Simpson,IGHA_Simpson_evenness,IGHA_Gini_index,IGHA_d50,IGHA-IGHE_CSR0,IGHA-IGHE_CSR1,IGHE-IGHM_IGHD_CSR0,IGHE-IGHM_IGHD_CSR1,IGHE-IGHG12_CSR0,IGHE-IGHG12_CSR1,IGHE-IGHG34_CSR0,IGHE-IGHG34_CSR1,IGHE_observed_as_other_isotype,IGH_naiive_mutated_by_reads,IGH_naiive_mutated_by_uVDJ,IGH_class_switched_isotype_percent_by_reads,IGH_naiive_mutated_isotype_percent_by_reads,IGH_naiive_unmutated_isotype_percent_by_reads,IGH_class_switched_isotype_percent_by_uVDJ,IGH_naiive_mutated_isotype_percent_by_uVDJ,IGH_naiive_unmutated_isotype_percent_by_uVDJ,IGHG12_VDJnuc_SHM0,IGHG12_VDJnuc_SHM1,IGHG34_VDJnuc_SHM0,IGHG34_VDJnuc_SHM1,IGHE_VDJnuc_SHM0,IGHE_VDJnuc_SHM1,IGHA_VDJnuc_SHM0,IGHA_VDJnuc_SHM1,IGHM_IGHD_VDJnuc_SHM0,IGHM_IGHD_VDJnuc_SHM1
cancer VS healthy,0.07445,0.2359,0.09272,0.007898,0.007898,0.4234,0.01522,0.8884,0.673,0.8148,0.3704,0.03595,0.09272,0.0274,0.2359,0.9626,0.673,0.8148,0.4234,0.03595,0.09272,0.0274,0.05923,0.1996,0.1139,0.007898,0.007898,0.5414,0.0274,0.1388,0.2766,0.1388,0.09272,0.4807,0.6058,0.3704,0.07445,0.6058,0.03595,0.0274,0.0009872,0.5414,0.1996,0.003702,8.227e-05,0.002468,0.01522,0.0009872,8.227e-05,0.02065,0.003702,8.227e-05,0.002468,0.007898,0.0005759,8.227e-05,0.01522,0.003702,0.0274,0.09272,0.1996,0.01111,0.0882,0.1139,0.01522,0.07445,0.1996,1.0,0.05923,0.3862,0.5414,0.1139,0.001563,0.8148,0.07445,0.007898,0.007898,0.3704,0.001563,0.09272,0.1388,0.2359,0.02065,0.09272,0.2359,0.007898,0.03595,0.8884,0.3213,0.01111,0.0274,0.743,0.01522,0.007898,0.9585,0.0274,0.3704,0.007898,0.1672,0.07445,0.8758,0.007898,0.4234,0.09272,0.007898,0.0009872,0.007898,0.9626,0.01111,0.002468,0.07445,0.4807,0.02065,0.01522,0.3111,0.05997,0.8884,0.4234,0.0914,0.05997,0.1627,0.1121,0.05186,0.04095,0.673,0.1139,0.03028,0.9626,0.4807,0.673,0.1996,0.5414,0.2359,0.9626,0.3213,0.9626,0.0002166,0.0002166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
