,IGKV1-5,IGKV1-6,IGKV1-8,IGKV1D-8,IGKV1-9,IGKV1-12,IGKV1D-12,IGKV1-13,IGKV1D-13,IGKV1-16,IGKV1D-16,IGKV1-17,IGKV1D-17,IGKV1-27,IGKV1-33,IGKV1D-33,IGKV1-35,IGKV1-37,IGKV1D-37,IGKV1-39,IGKV1D-39,IGKV1D-42,IGKV1D-43,IGKV2-4,IGKV2-10,IGKV2-18,IGKV2D-18,IGKV2-19,IGKV2-24,IGKV2D-24,IGKV2-26,IGKV2-28,IGKV2D-28,IGKV2-29,IGKV2D-29,IGKV2-30,IGKV2D-30,IGKV2-40,IGKV3-7,IGKV3D-7,IGKV3-11,IGKV3D-11,IGKV3-15,IGKV3D-15,IGKV3-20,IGKV3D-20,IGKV3-31,IGKV4-1,IGKV5-2,IGKV6-21,IGKV6D-21,IGKV6D-41,IGKV7-3
after vs. before,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-5,0,0,0,5,0,0,0,0,0
