sample,Category,TRBV10-1,TRBV10-2,TRBV10-3,TRBV11-1,TRBV11-2,TRBV11-3,TRBV12-1,TRBV12-2,TRBV12-3,TRBV12-4,TRBV12-5,TRBV13,TRBV14,TRBV15,TRBV16,TRBV18,TRBV19,TRBV2,TRBV20-1,TRBV23-1,TRBV24-1,TRBV25-1,TRBV26,TRBV27,TRBV28,TRBV29-1,TRBV3-1,TRBV3-2,TRBV30,TRBV4-1,TRBV4-2,TRBV4-3,TRBV5-1,TRBV5-3,TRBV5-4,TRBV5-5,TRBV5-6,TRBV5-7,TRBV5-8,TRBV6-1,TRBV6-2,TRBV6-4,TRBV6-5,TRBV6-6,TRBV6-7,TRBV6-8,TRBV6-9,TRBV7-1,TRBV7-2,TRBV7-3,TRBV7-4,TRBV7-5,TRBV7-6,TRBV7-7,TRBV7-8,TRBV7-9,TRBV9
BW_11__TRB.csv,cancer,0.0020355572879447,0.0054353710561077,0.0161545291149656,0.0017107343164641,0.0158513610082505,0.0047857251131466,,,0.0231707052989454,0.0188613872106368,0.0048290348426774,0.007211069966868,0.0088351848242707,0.0101777864397236,0.0003897875657766,0.0173022369475302,0.0617163645813031,0.0571904978453409,0.0880270252712271,,0.0145737239870937,0.005630264838996,,0.0194893782888325,0.0461898265445332,0.0797765217956213,0.0314428636393165,,0.0076658221269408,0.0496329500422269,0.0116936269732995,,0.0572987721691678,4.330972953073909e-05,0.0139240780441326,0.0050455834903311,0.0194893782888325,6.496459429610862e-05,0.0017973537755256,0.0264838996080469,0.0102860607635505,0.0023387253946599,0.031118040667836,0.0231923601637107,0.000238203512419,8.661945906147817e-05,0.0003248229714805,,0.0687541956300483,0.0072327248316334,0.0004330972953073,2.1654864765369545e-05,0.0065614240239069,0.0012126724268606,0.016349422897854,0.08057775179194,0.017345546677061
BW_1__TRB.csv,cancer,0.0009435699162294,0.0024624873423547,0.0189174261253797,0.0019331676332504,0.0151431464604621,0.0043726410752094,,2.301390039583909e-05,0.0228067752922765,0.032886863665654,0.0058455307005431,0.0047868912823345,0.0100800883733775,0.0070882813219184,0.0002991807051459,0.0209656632606094,0.0629430175826199,0.0302402651201325,0.1108579582067568,,0.0251311792322562,0.0029457792506674,,0.0169382306913375,0.0599051827303691,0.0646230323115161,0.0273865414710485,,0.0069271840191475,0.012151339409003,0.0171913835956918,0.0128877842216698,0.0974178403755868,0.0001150695019791,0.0142456043450243,0.004280585473626,0.0083770597440854,2.301390039583909e-05,0.0013578201233545,0.0171453557949001,0.0239344564116726,0.0022323483383963,0.03003314001657,0.0138313541378992,4.602780079167817e-05,9.205560158335634e-05,0.0002071251035625,,0.102688023566234,0.0076176010310227,0.0003682224063334,,0.0049019607843137,0.0031759182546257,0.0105863941820859,0.0398600754855932,0.0187793427230046
BW_2__TRB.csv,cancer,0.0012612612612612,0.0032132132132132,0.0261261261261261,0.0019219219219219,0.0142042042042042,0.0057357357357357,,,0.0321621621621621,0.0318018018018018,0.0069969969969969,0.0064264264264264,0.0096696696696696,0.0066966966966966,0.0008708708708708,0.0507507507507507,0.0908108108108108,0.0268768768768768,0.0824624624624624,,0.0162162162162162,0.0038738738738738,,0.0239939939939939,0.0613813813813813,0.0559759759759759,0.041021021021021,,0.0153753753753753,0.0276276276276276,0.0259159159159159,,0.0501501501501501,9.009009009009008e-05,0.016006006006006,0.0062162162162162,0.0111711711711711,0.0001801801801801,0.0022822822822822,0.0334234234234234,0.0104804804804804,0.0032432432432432,0.0346546546546546,0.0283483483483483,0.0002402402402402,,0.0005105105105105,,0.0324624624624624,0.0071471471471471,0.0006606606606606,,0.0059759759759759,0.0016216216216216,0.0208108108108108,0.0442642642642642,0.0206906906906906
BW_8__TRB.csv,cancer,0.0022174704997228,0.0038013779995248,0.0171853963728518,0.0005543676249307,0.0124336738734457,0.0010295398748713,,,0.0137799952482775,0.0103745941237031,0.0054644808743169,0.0051476993743565,0.0028510334996436,0.0092658588738417,0.0001583907499802,0.0077611467490298,0.0285895303714263,0.0289063118713867,0.0611388294923576,,0.074047675615744,0.0030094242496238,,0.0612180248673477,0.0511602122436049,0.0643066444919616,0.0084739051239407,,0.0072859744990892,0.0123544784984556,0.0115625247485546,,0.1194266254850716,,0.0158390749980201,0.0022966658747129,0.0090282727488714,,0.0219371188722578,0.0194820622475647,0.0088698819988912,0.0025342519996832,0.0879860616140017,0.0187693038726538,0.005543676249307,0.0001583907499802,7.919537499010058e-05,,0.0216995327472875,0.0072859744990892,0.0004751722499406,,0.0066524114991684,0.0041181594994852,0.0696127346162984,0.0350835511206145,0.0390433198701195
BW_5__TRB.csv,cancer,0.0018590851047847,0.0050326748291143,0.0201306993164575,0.0014647337189213,0.018346728761361,0.0014647337189213,,1.877863742206865e-05,0.0279613911214602,0.0134455043942011,0.0025163374145571,0.0041876361451213,0.0171448959663486,0.0088635168632164,0.0009952677833696,0.0219334485089761,0.0629647712761962,0.0419139187260572,0.1142304514384436,,0.0073048899571847,0.0038120633966799,,0.0248065800345526,0.0985127319161721,0.0710583640051077,0.033651318260347,,0.0151919176744535,0.0160181777210245,0.0174829114399459,0.009858784646586,0.0658942387140389,0.0001126718245324,0.0255201682565913,0.0072861113197626,0.0134642830316232,9.389318711034328e-05,0.0011642755201682,0.0293134530158491,0.022722151280703,0.0029670247126868,0.0236798617892285,0.0174829114399459,0.0003380154735972,0.0001877863742206,0.0001314504619544,,0.0457259821227371,0.006027942612484,0.0004882445729737,7.511454968827462e-05,0.0051453466536468,0.0012393900698565,0.0149665740253887,0.0377262825809359,0.0160745136332907
BW_15__TRB.csv,cancer,0.0025664562297446,0.0109027556621269,0.0472265412787321,0.0006931305146025,0.0162230006931305,0.0018171259436878,,3.746651430284184e-05,0.0563496375114741,0.022966973267642,0.0017983926865364,0.004720780802158,0.0125700155486034,0.0173657293793671,0.0003746651430284,0.0144058747494426,0.044866150877653,0.0323710683576553,0.0996234615312564,,0.0100972256046158,0.0086734980611078,,0.0821078660946778,0.0443416196774133,0.0541391131676064,0.0577546317978306,,0.0149866057211367,0.0164290665217961,0.0091418294898934,,0.0505985275659879,7.493302860568367e-05,0.0107903561192184,0.0034843858301642,0.0112399542908525,1.873325715142092e-05,0.0018545924579906,0.023191772353459,0.0101908918903729,0.0035780521159213,0.0484067364792716,0.013619077949083,0.0005619977145426,7.493302860568367e-05,0.0003933984001798,,0.0413255652760345,0.0065941065173001,0.0001498660572113,3.746651430284184e-05,0.0069500384031771,0.0013300612577508,0.0189580562372379,0.0377287799029617,0.0242970345253929
BW_12__TRB.csv,cancer,0.0009919017337898,0.0020109788575466,0.0245393771400619,0.0017256372628947,0.0211832164791564,0.004497527039513,,2.7175389966846023e-05,0.0264416544377411,0.0209794010544051,0.0036279145605739,0.0048372194140985,0.0084107831947388,0.0084379585847056,0.000869612478939,0.0222974074677971,0.052231099516278,0.0395673677917278,0.1387575411707158,,0.0131664764389368,0.0036415022555573,,0.0112234360563074,0.0407223218653187,0.086567204739388,0.0430729930974509,,0.0158432523506712,0.0183569759226044,0.0161421816403065,0.0126229686395999,0.0525028534159465,6.793847491711506e-05,0.0187374313821403,0.0056117180281537,0.0154492091961519,6.793847491711506e-05,0.0022691450622316,0.0247160171748464,0.0223381705527474,0.002636012826784,0.0311837599869558,0.0256535681287026,0.0002853415946518,0.0002309908147181,0.0003532800695689,,0.0563345834012718,0.0099461927278656,0.0004891570194032,,0.0059649980977227,0.0018343388227621,0.014199141257677,0.0463068645035056,0.0200282624055655
BW_13__TRB.csv,cancer,0.002749448511781,0.0108379423894625,0.0418811343073627,0.0016944275712139,0.0184788516256913,0.0017263979027462,,3.197033153233799e-05,0.0415614309920393,0.0191821989194027,0.0019501902234726,0.0039643211100099,0.0138751238850346,0.0167524537229451,0.0003516736468557,0.0183829406310943,0.0446305828191438,0.0328335304837111,0.0924262284599891,,0.0106780907318008,0.0080245532146168,,0.0602001342753924,0.050896767799482,0.0579302407365964,0.0372774065667061,,0.0207807154960196,0.0181591483103679,0.0088557818344576,,0.0677131621854918,0.0001598516576616,0.0172000383643978,0.0050832827136417,0.0178714153265769,3.197033153233799e-05,0.0032609738162984,0.0224112024041689,0.0119888743246267,0.0042840244253332,0.0366060296045269,0.0147383228364078,0.0007353176252437,9.591099459701396e-05,0.0007672879567761,,0.0453019597813229,0.009175485149781,0.0002557626522587,,0.0076089389046964,0.0020461012180696,0.0226030243933629,0.0448224048083378,0.0291249720259599
WDM__TRB.csv,healthy,0.0015325670498084,0.0028293545534924,0.019304450338933,0.000972590627763,0.0111700559976422,0.0023577954612437,,2.9472443265546716e-05,0.0260241674034777,0.0190391983495431,0.0040671971706454,0.002534630120837,0.0174476864132036,0.0058355437665782,0.0012378426171529,0.0274683171234895,0.0837901562039493,0.0551724137931034,0.1028293545534924,,0.0155025051576775,0.0029767167698202,,0.0235484821691718,0.134718538166814,0.0849985263778367,0.0358090185676392,,0.0079575596816976,0.0193339227821986,0.0150309460654288,,0.0484821691718243,8.841732979664014e-05,0.0184202770409666,0.0040671971706454,0.0077807250221043,2.9472443265546716e-05,0.0013557323902151,0.0376363100501031,0.0064544650751547,0.0037135278514588,0.0215148835838491,0.0211022693781314,0.0002652519893899,0.0001768346595932,0.0002063071028588,,0.025287356321839,0.0052755673445328,0.0004126142057176,,0.0056292366637194,0.0012378426171529,0.0152961980548187,0.0327438844680224,0.019304450338933
LFJ__TRB.csv,healthy,0.0026713025780189,0.0052790027137042,0.0285574966078697,0.0007632293080054,0.014734565807327,0.0035829375848032,,,0.0251865671641791,0.0193351424694708,0.0066782564450474,0.0047489823609226,0.0152857869742198,0.0069750678426051,0.0012508480325644,0.0256741858887381,0.0976933514246947,0.0408327679782903,0.1081877544097693,,0.0077806987788331,0.0034981343283582,,0.035384158751696,0.0918631275440977,0.0603375169606512,0.0381826662143826,,0.0130597014925373,0.0288755088195386,0.0290027137042062,0.0143953527815468,0.0127416892808683,2.120081411126187e-05,0.0216884328358208,0.0035829375848032,0.0105156037991858,2.120081411126187e-05,0.0011660447761194,0.0369954206241519,0.0124024762550881,0.0069962686567164,0.0298931478968792,0.024126526458616,0.0002544097693351,8.480325644504748e-05,0.0003392130257801,,0.035384158751696,0.005427408412483,0.0003180122116689,2.120081411126187e-05,0.0043673677069199,0.0010812415196743,0.0126780868385346,0.0302535617367706,0.0198227611940298
