,TRAJ1,TRAJ10,TRAJ11,TRAJ12,TRAJ13,TRAJ14,TRAJ15,TRAJ16,TRAJ17,TRAJ18,TRAJ19,TRAJ2,TRAJ20,TRAJ21,TRAJ22,TRAJ23,TRAJ24,TRAJ25,TRAJ26,TRAJ27,TRAJ28,TRAJ29,TRAJ3,TRAJ30,TRAJ31,TRAJ32,TRAJ33,TRAJ34,TRAJ35,TRAJ36,TRAJ37,TRAJ38,TRAJ39,TRAJ4,TRAJ40,TRAJ41,TRAJ42,TRAJ43,TRAJ44,TRAJ45,TRAJ46,TRAJ47,TRAJ48,TRAJ49,TRAJ5,TRAJ50,TRAJ51,TRAJ52,TRAJ53,TRAJ54,TRAJ56,TRAJ57,TRAJ58,TRAJ59,TRAJ6,TRAJ60,TRAJ61,TRAJ7,TRAJ8,TRAJ9
BW_7__TRA.csv,,0.025820117936680598,0.01511421537756913,0.010877655006583845,0.026507127726570105,,0.02301482796129845,0.009732638690101334,0.0087593748210912,0.011335661533176849,,,0.04139233984084273,0.016545485773172268,0.023587336119539705,0.02438884754107746,0.012251674586362856,0.0002862540791206275,0.012938684376252362,0.024102593461956832,0.01843476269536841,0.02667888017404248,0.023301082040419075,0.020266788801740425,0.0032060456861510277,0.013282189271197115,0.045113642869410886,0.02759489322722849,0.008015114215377568,0.02198431327646419,0.03492299765271655,0.008587622373618825,0.025877368752504723,0.019579779011850918,0.025991870384152974,0.007900612583729318,0.027480391595580238,0.015572221904162135,0.022442319803057192,0.02805289975382149,0.001259517948130761,0.007041850346367436,0.025190358962615216,0.04190759718325986,0.016602736588996393,0.007213602793839812,,0.021182801854926433,0.019923283906795673,0.015686723535810385,0.007385355241312189,0.013110436823724737,0.011392912349000974,,0.04179309555161161,,,0.007843361767905193,0.02095379859162993,0.030571935650083013
BW_8__TRA.csv,,0.017912291537986413,0.07837485416237733,0.007823759522338892,0.056138906046256265,,0.014206300185299567,0.0171573673735502,0.017912291537986413,0.0041863976391462495,,,0.042687530025392904,0.008715942625763503,0.017500514721021206,0.022784983872074668,0.004323656578134651,6.862946949420081e-05,0.007549241644362089,0.012284675039461944,0.012353304508956145,0.010294420424130122,0.024500720609429687,0.029098895065541145,0.0022647724933086266,0.00761787111385629,0.04769748129846956,0.011804268753002539,0.0037746208221810444,0.010500308832612723,0.027451787797680323,0.010843456180083729,0.01955939880584723,0.01523574222771258,0.01599066639214879,0.08269851074051197,0.02127513554320225,0.010363049893624323,0.0253242742433601,0.020794729256742847,0.0011667009814014138,0.00597076384599547,0.026834122572232517,0.059021343765012696,0.015167112758218379,0.004460915517123053,,0.011667009814014138,0.01777503259899801,0.02374579644499348,0.0028138082492622334,0.013176858142886555,0.007686500583350491,,0.03266762747923958,,,0.008098277400315695,0.013725893898840161,0.0169514789650676
BW_16__TRA.csv,,0.020434170225133583,0.013514721992443381,0.0086856401886919,0.025419750050302937,3.353529030382973e-05,0.018958617451765074,0.010898969348744663,0.016711753001408484,0.00780254421069105,,,0.03001408482192761,0.017684276420219545,0.020288850633816986,0.02967873191888931,0.010854255628339556,3.353529030382973e-05,0.016868251022826353,0.017673097990118267,0.016175188356547205,0.018600907688524224,0.023441167922376983,0.024167765878959958,0.003107603568154888,0.011849135907353172,0.039817568020747166,0.026325202888506337,0.008428536296362539,0.016544076549889333,0.03508909208790718,0.010429475284491046,0.025263252028885064,0.012497484853227213,0.027029443984886763,0.008383822575957432,0.034932594066489304,0.02938809273625612,0.024793757964631447,0.023597665943794855,0.0014979096335710612,0.014341925819937849,0.030707147488206757,0.04295870687920588,0.013939502336291891,0.00662880905005701,4.471372040510631e-05,0.02932102215564846,0.034038319658387176,0.018019629323257843,0.013034049498088488,0.019126293903284224,0.01577276487290125,,0.021596726955666345,3.353529030382973e-05,3.353529030382973e-05,0.007344228576538711,0.01629815108766125,0.02984640837040846
BW_11__TRA.csv,,0.028882229406073764,0.01623445574459048,0.011231978102362018,0.023572996059369026,2.359659265202105e-05,0.019396399159961303,0.01307251232921966,0.016305245522546544,0.008848722244507893,,,0.0288114396281177,0.012718563439439345,0.021472899313339153,0.02088298449703863,0.017650251303711745,4.71931853040421e-05,0.02114254701621086,0.016777177375586965,0.024965195025838268,0.025602303027442836,0.020505439014606292,0.02182684820311947,0.003869841194931452,0.014039972627952523,0.023053871021024564,0.048066259232166876,0.010311710988933197,0.013544444182260081,0.02590905873191911,0.009745392765284694,0.024210104060973594,0.021000967460298732,0.02277071190920031,0.00899030180042002,0.027961962292644943,0.014275938554472734,0.027159678142476225,0.03442742867929871,0.0012506194105571156,0.015054626111989428,0.03999622454517568,0.03204417282144458,0.015856910262158144,0.006489062979305789,,0.028976615776681848,0.026428183770263573,0.01757946152575568,0.009084688171028104,0.01774463767431983,0.017437881969843555,,0.023549399466717007,2.359659265202105e-05,7.078977795606314e-05,0.005663182236485051,0.018735694565704713,0.024705632506666037
BW_12__TRA.csv,,0.02585412290907992,0.014672328079904502,0.011227126429834238,0.023859532480091872,3.022106710587951e-05,0.021880052584656765,0.011287568564045997,0.018948609075386452,0.00929297813505795,1.5110533552939754e-05,,0.032276099669079315,0.01905438281025703,0.02092808897082156,0.026005228244609317,0.010788920956798984,4.533160065881926e-05,0.015548739025975008,0.016938908112845465,0.015639402227292647,0.02339110593995074,0.02210671058795086,0.019991235890539295,0.006029102887622962,0.015140754620045634,0.02150228924583327,0.025068375164327052,0.007268166638964022,0.01291950618776349,0.02825669774399734,0.008461898789646262,0.025355475301832908,0.02148717871228033,0.025612354372232884,0.007479714108705179,0.030916151649314737,0.018918388008280572,0.027304734130162135,0.03404403209477327,0.0007555266776469877,0.013282158993034044,0.03495066410794965,0.03520754317834963,0.017467776787198356,0.01045648921863431,1.5110533552939754e-05,0.042128167545596035,0.02774293960319739,0.020852536303056862,0.012118647909457683,0.018706840538539417,0.013614590731198719,,0.027470949999244473,1.5110533552939754e-05,9.066320131763853e-05,0.010804031490351924,0.01926593027999819,0.019507698816845224
BW_13__TRA.csv,,0.022190305206463194,0.014721723518850987,0.011669658886894075,0.021687612208258527,3.5906642728904846e-05,0.021723518850987434,0.014937163375224417,0.01622980251346499,0.008258527827648115,,,0.02771992818671454,0.01289048473967684,0.02621184919210054,0.03030520646319569,0.006140035906642729,0.00014362657091561938,0.018563734290843806,0.016337522441651705,0.020861759425493717,0.019138240574506284,0.03551166965888689,0.017917414721723517,0.0036983842010771995,0.014039497307001795,0.026786355475763017,0.022836624775583483,0.007899461400359067,0.012782764811490125,0.025709156193895872,0.007863554757630162,0.02132854578096948,0.017666068222621185,0.0340754039497307,0.01170556552962298,0.0348294434470377,0.02377019748653501,0.016624775583482944,0.02718132854578097,0.0008976660682226212,0.012064631956912028,0.02703770197486535,0.034362657091561936,0.041220825852782764,0.00578096947935368,,0.03159784560143627,0.02405745062836625,0.017917414721723517,0.007827648114901256,0.012172351885098744,0.010017953321364452,,0.0437342908438061,3.5906642728904846e-05,7.181328545780969e-05,0.009120287253141832,0.0177737881508079,0.03231597845601436
BW_14__TRA.csv,,0.0333278336908101,0.012704174228675136,0.012704174228675136,0.022768520046196998,,0.018643788153770005,0.013034152780069296,0.019468734532255404,0.010889292196007259,,,0.027883187592806467,0.018643788153770005,0.017158884672496287,0.03184293020953638,0.010394324368916021,0.00016498927569707968,0.01649892756970797,0.021778584392014518,0.01072430292031018,0.021778584392014518,0.02062365946213496,0.017983831050981686,0.004289721168124072,0.017488863223890448,0.014519056261343012,0.022768520046196998,0.010064345817521862,0.03101798383105098,0.03514271572347798,0.007259528130671506,0.022768520046196998,0.022603530770499917,0.02821316614420063,0.007094538854974426,0.03101798383105098,0.030688005279656823,0.014189077709948853,0.02606830556013859,0.000989935654182478,0.013694109882857615,0.023923444976076555,0.034482758620689655,0.022438541494802837,0.006434581752186108,,0.025243359181653192,0.03662761920475169,0.025243359181653192,0.008909420887642303,0.01600395974261673,0.011714238574492658,,0.029203101798383105,,0.00016498927569707968,0.008084474509156905,0.02722323049001815,0.025408348457350273
BF__TRA.csv,,0.027506827936012484,0.009168942645337495,0.00721810378462739,0.02184939523995318,0.0007803355442840422,0.02614124073351541,0.006437768240343348,0.020483808037456107,0.002145922746781116,,,0.04291845493562232,0.023800234100663287,0.015216543113538821,0.023605150214592276,0.0052672649239172845,,0.008583690987124463,0.018532969176746,0.020288724151385096,0.02126414358174015,0.013460788138899726,0.0259461568474444,0.0019508388607101053,0.010144362075692548,0.074131876706984,0.0222395630120952,0.009559110417479515,0.011900117050331643,0.030238002341006633,0.006632852126414358,0.020873975809598128,0.007998439328911432,0.034334763948497854,0.0052672649239172845,0.03531018337885291,0.03413968006242684,0.02282481467030823,0.03745610612563402,,0.009559110417479515,0.03160358954350371,0.05774483027701912,0.007998439328911432,0.010144362075692548,,0.019898556379243076,0.02516582130316036,0.01872805306281701,0.013070620366757706,0.01443620756925478,0.010339445961763559,,0.015801794771751854,,,0.0031213421771361686,0.015411626999609832,0.041357783847054234
BW_10__TRA.csv,,0.024488045059494947,0.015349322988548622,0.011003767391547615,0.027397515759632958,1.8650453206012906e-05,0.03759931366332202,0.012738259539706816,0.020384945354172106,0.009959342012010892,,,0.03151926591816181,0.023145212428662017,0.021130963482412623,0.022026185236301243,0.0070125704054608525,9.325226603006454e-05,0.02508485956208736,0.017699280092506247,0.0270245066955127,0.019042112723339177,0.021858331157447126,0.01611399156999515,0.004793166473945317,0.014435450781453989,0.02926256108023425,0.025718974971091796,0.007739938080495356,0.013111268603827072,0.02734156440001492,0.00930657614980044,0.022828154724159798,0.02308926106904398,0.023145212428662017,0.008840314819650117,0.027957029355813345,0.018128240516244544,0.019620276772725577,0.021932932970271178,0.0007273676750345034,0.012924764071766943,0.02670744899101048,0.03146331455854377,0.01855720093998284,0.015498526614196725,,0.027117758961542764,0.03866238949606476,0.017158416949531873,0.010089895184452982,0.014025140810921705,0.009977992465216905,,0.030642694617479205,1.8650453206012906e-05,9.325226603006454e-05,0.009922041105598866,0.02118691484203066,0.02728561304039688
iRNormal_097__TRA.csv,,0.02006927465362673,0.014160554197229013,0.008598207008964956,0.02597799511002445,4.0749796251018746e-05,0.018296658516707417,0.010309698451507742,0.01202118989405053,0.010207823960880196,,,0.048207008964955174,0.05845558272208639,0.019111654441727792,0.013080684596577017,0.00323960880195599,6.112469437652811e-05,0.018622656886715567,0.01687041564792176,0.017074164629176856,0.01915240423797881,0.01664629176854116,0.02502037489812551,0.002343113284433578,0.017420537897310514,0.025407497962510187,0.032008964955175224,0.0057049714751426246,0.017644661776691117,0.04168704156479218,0.010594947025264874,0.02143439282803586,0.00713121434392828,0.03227383863080684,0.009453952730236349,0.03830480847595762,0.023308883455582723,0.021882640586797068,0.021841890790546048,0.001202118989405053,0.008190709046454768,0.03508557457212714,0.029380603096984516,0.012489812550937245,0.005073349633251833,,0.03139771801140994,0.04529339853300734,0.010207823960880196,0.011756316218418907,0.011878565607171964,0.014547677261613693,,0.03058272208638957,4.0749796251018746e-05,0.00012224938875305622,0.0070700896495517526,0.015770171149144255,0.02624286878565607
iRNormal_088_R__TRA.csv,,0.02199351473283519,0.016595838955912268,0.011681537129161548,0.02670641074701416,4.0281162514350165e-05,0.018750881150430002,0.01568951279933939,0.016958369418541418,0.007693702040240881,,,0.029848341423133473,0.017844554993857124,0.023443636583351794,0.020382268232261185,0.004813598920464845,0.0002014058125717508,0.021610843688948864,0.019838472538317456,0.020060018932146383,0.02112746973877666,0.0183480695252865,0.01925439568185938,0.002658556725947111,0.015629091055567864,0.021349016132605588,0.024470806227467726,0.008015951340355683,0.015669372218082213,0.042174377152524624,0.012608003866991601,0.02727034702221506,0.015850637449396788,0.03341322430565346,0.00974804132847274,0.03697810718817345,0.02793498620370184,0.018126523131457573,0.022577591589293268,0.0007854826690298282,0.007955529596584158,0.039475539264063164,0.030935932811020927,0.014561640248937585,0.006324142514752976,2.0140581257175083e-05,0.029908763166904998,0.034379972205997866,0.012648285029505952,0.010090431209844717,0.010211274697387767,0.013453908279792955,,0.03975750740166361,2.0140581257175083e-05,0.0001208434875430505,0.010009868884816015,0.017401462206199272,0.034581378018569614
SS03F_W_1_HJ__TRA.csv,,0.026164903496729387,0.013701580123287302,0.007564133624054483,0.022450133247193735,,0.01921989824759751,0.011871113623516111,0.01671646612291044,0.005975934749253008,,,0.03620555062047431,0.01830466499771192,0.021777167622277854,0.014643731998169533,0.003607095749549113,5.383724999327034e-05,0.015182104498102237,0.0190583864976177,0.025491937871813506,0.019139142372607606,0.013001695873374788,0.022557807747180275,0.0034994212495625724,0.01076744999865407,0.05006864249374142,0.029556650246305417,0.0052760504993404934,0.018923793372634525,0.05136073649357991,0.010471345123691082,0.020242805997469648,0.007402621874074672,0.02471129774691109,0.009663786373792027,0.04258526474467684,0.020377399122452827,0.020188968747476378,0.019973619747503297,0.0005652911249293386,0.010175240248728096,0.034267409620716574,0.034536595870682925,0.023553796872055777,0.006218202374222725,,0.030875662871140543,0.03564025949554497,0.023580715497052412,0.015478209373065224,0.024011413496998573,0.013916929123260384,,0.023984494872001938,5.383724999327034e-05,5.383724999327034e-05,0.007725645374034295,0.017927804247759024,0.01967751487254031
WDM__TRA.csv,,0.021704856001681733,0.013427580407820055,0.008723985705276435,0.024621610258566323,5.255413075467732e-05,0.020837712844229556,0.010799873870086189,0.01765818793357158,0.0068845911288627284,,,0.03239962161025857,0.03232079041412655,0.02546247635064116,0.02509459743535842,0.005570737859995796,2.627706537733866e-05,0.01899831826781585,0.01976035316375867,0.019339920117721253,0.02309754046668068,0.0207326045827202,0.021074206432625604,0.0024963212108471728,0.011850956485179736,0.030665335295354215,0.023833298297246164,0.006963422324994745,0.02020706327517343,0.029693083876392686,0.010615934412444818,0.027485810384696236,0.012796930838763926,0.02530481395837713,0.008513769182257725,0.03699810805129283,0.026303342442715996,0.019865461425268027,0.021100483498002944,0.0008671431574521758,0.016738490645364725,0.032793777590918644,0.03423901618667227,0.017342863149043514,0.008356106789993694,,0.03531637586714316,0.032294513348749214,0.018236283371873028,0.016948707168383436,0.013690351061593442,0.01487281900357368,,0.027958797561488332,7.883119613201597e-05,7.883119613201597e-05,0.00922324994744587,0.01799978978347698,0.019681521967626656
WGF__TRA.csv,,0.023659455264701985,0.016675184070561958,0.010940132114398197,0.02740711297863078,,0.026555372589101508,0.011962220581833324,0.020328203963431945,0.007400677606798781,,,0.03529990725493536,0.021142089224537693,0.02252380141199629,0.02536293604376053,0.005924327598281377,0.00011356538527056953,0.015444892396797456,0.022239887948819866,0.02108530653190241,0.019381825752843865,0.027785664262866012,0.020896030889784794,0.002422728219105483,0.014725644956750515,0.023526962315219654,0.02587398027747809,0.007173546836257642,0.01622092252947968,0.02859954952397176,0.010826566729127629,0.025476501429031097,0.01991179755077319,0.02538186360797229,0.007343894914163496,0.03384248481062972,0.02583612514905457,0.01845437510646755,0.019495391138114437,0.0007003198758351788,0.012170423788162701,0.029375579656653984,0.0321768591599947,0.02333768667310204,0.00823349043211629,,0.027804591827077774,0.03075729184411258,0.01728086612533833,0.011337610962845192,0.012416482122915603,0.010031609032233641,,0.028807752730301138,,1.8927564211761587e-05,0.010069464160657165,0.019987507807620236,0.03825260727197017
WJW__TRA.csv,,0.020833333333333332,0.006592827004219409,0.032964135021097046,0.022943037974683545,,0.015559071729957807,0.008966244725738396,0.027162447257383968,0.0010548523206751054,,,0.023206751054852322,0.013976793248945147,0.019251054852320676,0.014240506329113924,0.006065400843881856,,0.03243670886075949,0.03164556962025317,0.016350210970464137,0.02188818565400844,0.019251054852320676,0.011339662447257384,0.0018459915611814346,0.003955696202531646,0.04852320675105485,0.04562236286919831,0.007911392405063292,0.010548523206751054,0.036128691983122366,0.0007911392405063291,0.038765822784810125,0.0145042194092827,0.027689873417721517,0.004483122362869198,0.03322784810126582,0.02267932489451477,0.013185654008438819,0.007647679324894515,0.0010548523206751054,0.009757383966244726,0.029535864978902954,0.016350210970464137,0.018459915611814346,0.00870253164556962,,0.020833333333333332,0.05907172995780591,0.008966244725738396,0.021624472573839662,0.006065400843881856,0.007120253164556962,,0.027953586497890294,,,0.007383966244725738,0.0234704641350211,0.07041139240506329
HL_W_XQF1225__TRA.csv,,0.025949047285292823,0.012583331975028932,0.00862251634040195,0.024873270199344755,,0.017880719140682302,0.010333979886228424,0.009453798634089093,0.011784648986976577,,,0.034408567097520826,0.017945917751951885,0.02335740248732702,0.018500105947743314,0.006047171195253541,,0.016967938582908185,0.017880719140682302,0.01682124170755163,0.02679662923179736,0.018826099004091212,0.026014245896562403,0.003178432299392023,0.01512607781454255,0.027758308748023666,0.029306775765676193,0.007367443073462535,0.015941060455412298,0.03080634382487653,0.010252481622141449,0.024938468810614334,0.011311959055272122,0.025981646590927613,0.009877589607341364,0.04224870010268781,0.013659109060977,0.028068002151554174,0.026291339994458117,0.0007334843767827745,0.014848983716646835,0.043177780313279325,0.029828364655832832,0.016055158025134065,0.006666558002314551,,0.03910286710893058,0.035174650779938386,0.017587325389969193,0.013235318087724731,0.01695163893009079,0.014620788577203305,,0.027627911525484508,0.0001303972225391599,4.889895845218497e-05,0.00761193786572346,0.018434907336473735,0.03100193965868527
JGR__TRA.csv,,0.02551351962252423,0.016104879495945527,0.010849603028847512,0.029497358234679173,,0.02268810216709519,0.01220580340745345,0.02008871810810047,0.006554968496595372,,,0.041759669991241206,0.023874777498375386,0.023874777498375386,0.028056395332410364,0.00779815217698415,5.650834910858079e-05,0.013675020484276552,0.019664905489786114,0.01715028395445427,0.02209476450145509,0.031051337835165147,0.02291413556352951,0.0029384341536462014,0.013364224564179357,0.02910179979091911,0.026813211652021586,0.0067244935439211145,0.015455033481196846,0.025343994575198484,0.008334981493515668,0.023083660610855254,0.01994744723532902,0.025174469527872743,0.007939423049755602,0.03246404656287966,0.018930296951374565,0.018506484333060208,0.0191280761732546,0.0007063543638572599,0.014183595626253778,0.02992117085299353,0.027491311841324556,0.022377306246997995,0.008730539937275732,,0.029497358234679173,0.03218150481733676,0.019015059475037437,0.010171502839544542,0.012629616025767808,0.012403582629333484,,0.03314214675218263,8.476252366287119e-05,0.00022603339643432316,0.010454044585087446,0.021727460232249314,0.02633289068459865
