,TRAV1-1,TRAV1-2,TRAV10,TRAV12-1,TRAV12-2,TRAV12-3,TRAV13-1,TRAV13-2,TRAV14DV4,TRAV16,TRAV17,TRAV18,TRAV19,TRAV2,TRAV20,TRAV21,TRAV22,TRAV23DV6,TRAV24,TRAV25,TRAV26-1,TRAV26-2,TRAV27,TRAV28,TRAV29DV5,TRAV3,TRAV30,TRAV34,TRAV35,TRAV36DV7,TRAV38-1,TRAV38-2DV8,TRAV39,TRAV4,TRAV40,TRAV41,TRAV5,TRAV6,TRAV7,TRAV8-1,TRAV8-2,TRAV8-3,TRAV8-4,TRAV8-5,TRAV8-6,TRAV9-1,TRAV9-2
BW_15__TRA.csv,0.05318700557644923,0.07541174944883933,0.018058617559330827,0.02378096226170406,0.04070483724549345,0.019614835948644792,0.09619374918946959,0.02371611982881598,0.022354428738166256,0.018869147970431852,0.034496174296459604,,0.040348203864609,0.04083452211126962,0.008786149656335106,0.038143561146414214,0.023246012190377384,0.021949163532615744,0.011768901569186876,0.012725327454286084,0.02451043963169498,0.014913759564258852,0.015416288419141486,,0.03871093243418493,0.023197380365711322,0.003663597458176631,0.0014751653482038647,0.01219037738295941,0.00693814031902477,0.007392037349241344,0.012076903125405266,0.00025936973155232785,0.016324082479574634,0.00043768642199455324,0.005852029568149397,0.031221631435611463,0.012465957722733756,1.621060822202049e-05,0.009888471015432498,0.016129555180910388,0.026958241473220075,0.02087926338996239,,0.015497341460251588,4.863182466606147e-05,0.059347036700817014
LFJ__TRA.csv,0.009366400318291834,0.05412618944995193,0.01609694638771924,0.024352640827558766,0.0384436855541925,0.019346175524684196,0.07481515864858593,0.02934252843075495,0.03981963462749909,0.015665926196081034,0.06274659328271609,6.631079871357051e-05,0.04532343092072544,0.032111004277046516,0.008371738337588277,0.034746858525910945,0.012051987666191439,0.033602997248101854,0.012483007857829648,0.021136567089950598,0.05609893571168065,0.022711448559397898,0.02252909386293558,,0.03600676370146878,0.011388879679055735,0.0045257120122011866,0.002204834057226219,0.013941845429528199,0.009101157123437552,0.005354596996120818,0.011107058784523059,0.00036470939292463777,0.027054805875136766,0.0010609727794171281,0.003464739232784059,0.01508570670733729,0.018865422234010807,,0.019279864725970625,0.01312953814528696,0.0314644739895892,0.024220019230131628,,0.021119989390272206,4.973309903517788e-05,0.045853917310434006
iRNormal_JH__TRA.csv,0.008426548738340332,0.045691032739975476,0.012858151547809284,0.026979820877773234,0.07800364190419562,0.024768664759002565,0.08486008398677022,0.022799063510349698,0.04187260767772864,0.008686684752313352,0.04687093537478167,,0.05607789215504107,0.020680813110855106,0.02021628451447471,0.09257125868668475,0.0133505518599725,0.027555836337284922,0.01378720874057007,0.014168122189601992,0.043925824073729976,0.00016723029469694156,0.027723066631981864,,0.03797056746813334,0.006568434352818759,0.0045059273848898134,0.0012728083540822772,0.010461183990486454,0.007980601285815155,0.004979746553197815,0.01682522576089784,7.432457542086291e-05,0.019324389609424356,0.00046452859638039317,0.005890222602103386,0.012272845516369988,0.018813408153405924,2.787171578282359e-05,0.015227247389349288,0.009717938236277826,0.023737411275038093,0.020587907391579025,1.8581143855215728e-05,0.014270318480805679,8.361514734847078e-05,0.03688357055260322
iRNormal_KW_R__TRA.csv,0.009371734587251828,0.04646682340647858,0.021551724137931036,0.03556034482758621,0.10455851619644724,0.033045977011494254,0.05786311389759666,0.02125783699059561,0.042711598746081506,0.013682079414838035,0.05658960292580982,,0.037519592476489026,0.0274294670846395,0.025698798328108674,0.024196708463949845,0.013388192267502612,0.02707027168234065,0.0212251828631139,0.011363636363636364,0.052964994775339606,0.0002938871473354232,0.013551462904911181,,0.03605015673981191,0.007477795193312434,0.0036246081504702193,0.0010122779519331244,0.015249477533960292,0.010710553814002089,0.010416666666666666,0.019592476489028215,0.0004245036572622779,0.027200888192267503,0.0007836990595611285,0.013649425287356323,0.012637147335423198,0.01626175548589342,,0.016751567398119123,0.019886363636363636,0.031315308254963425,0.019494514106583073,,0.012996342737722048,,0.027102925809822362
iRNormal_XH__TRA.csv,0.012895221242537959,0.028332875695355482,0.015478333384181997,0.0294006976436729,0.07324241592173374,0.028607458482065678,0.07045590912326734,0.021692040150105257,0.03289908574101758,0.02054286033905889,0.05010627370818969,,0.04016027498957602,0.01897672148152668,0.02149881522612401,0.0353601610885682,0.014654585024051418,0.033671985436942574,0.018020766594461564,0.01855976243504083,0.05308600543063734,0.010617201086127468,0.024295491757431533,1.0169732841118263e-05,0.04843843752224629,0.008298501998352503,0.00532894000874597,0.0016474967202611587,0.011929096622631724,0.007800185089137709,0.015742746438051073,0.01394270372517314,0.00020339465682236527,0.02073608526304014,0.0007220510317193968,0.00936632394666992,0.018397046709582938,0.014308814107453396,6.101839704670958e-05,0.015071544070537266,0.012905390975379077,0.02595315821053381,0.015203750597471805,,0.01740041289115335,6.101839704670958e-05,0.06391677090642829
HL_W_LS0121__TRA.csv,0.010631358098697086,0.040586047003649574,0.016061637193885647,0.025176748532237874,0.04601632609883813,0.028015303513813712,0.09130979037006999,0.02976075036583861,0.029848904247254008,0.012623635818685097,0.05372097533454398,,0.04301909413071458,0.021033516105714134,0.01161868157054955,0.04661577249246284,0.013434651527706764,0.037165676404732104,0.016255575732999523,0.016784499021491917,0.04594580299370581,0.009203265219767626,0.023254993917382182,,0.034803152382799414,0.010860558190377123,0.006593910329871824,0.0023801547982157654,0.013910682487349918,0.00825120330048132,0.01734868386255047,0.011953666319928067,0.00017630776283079745,0.022003208801283522,0.000758123380172429,0.01038452723073397,0.015550344681676334,0.024647825243745484,,0.01780708404591054,0.0124473280558543,0.028367919039475307,0.028650011460004583,,0.01847705354466757,8.815388141539872e-05,0.046457095505915126
BW_CT0806__TRA.csv,0.011563599798893917,0.04776269482151835,0.0159041394335512,0.02905982905982906,0.04139433551198257,0.025322607675548853,0.07417462711580358,0.024937154348919056,0.021099379922909334,0.018485000837942016,0.042668007373889726,,0.03234456175632646,0.02735042735042735,0.015116473940003351,0.04932126696832579,0.011865258924082453,0.02800402212166918,0.014563432210491034,0.020026814144461204,0.04023797553209318,0.007290095525389643,0.021401039048097873,,0.03045081280375398,0.023328305681246858,0.0048265460030165915,0.0019943019943019944,0.014680744092508798,0.008044243338360985,0.012602647896765544,0.013909837439249204,0.00030165912518853697,0.023026646556058322,0.0010893246187363835,0.01102731690966985,0.019875984581866936,0.022339534104239986,3.3517680576504107e-05,0.01982570806100218,0.016373386961622254,0.04018769901122842,0.04132730015082956,,0.020948550360315066,0.00025138260432378077,0.05366180660298307
DDY__TRA.csv,0.0013863216266173752,0.04043438077634011,0.024260628465804065,0.0466728280961183,0.07347504621072089,0.02564695009242144,0.07809611829944547,0.03789279112754159,0.030268022181146027,0.015480591497227357,0.061691312384473194,,0.05406654343807763,0.017097966728280962,0.024491682070240297,0.04043438077634011,0.01178373382624769,0.038817005545286505,0.011090573012939002,0.01756007393715342,0.04251386321626617,,0.030730129390018485,,0.0261090573012939,0.0025415896487985213,0.004158964879852125,0.0006931608133086876,0.01779112754158965,0.01779112754158965,0.01732902033271719,0.012245841035120148,,0.013401109057301294,0.0011552680221811461,0.005545286506469501,0.014094269870609981,0.015018484288354898,,0.006238447319778189,0.021487985212569317,0.029805914972273567,0.0205637707948244,,0.010628465804066543,,0.039510166358595195
GH03_HJ625__TRA.csv,0.006227998916869754,0.04825345247766044,0.013593284592472245,0.017655023016517737,0.08042242079610074,0.026157595450852965,0.07690224749526131,0.03736799350121852,0.04365014893040888,0.013105875981586785,0.06872461413484972,,0.056214459788789604,0.021391822366639588,0.005090712158137016,0.06639588410506364,0.01115624153804495,0.04072569726509613,0.009639859193067967,0.015272136474411047,0.047549417817492556,,0.02453290008123477,,0.03433522881126456,0.008069320335770376,0.004494990522610344,0.0020037909558624427,0.012618467370701327,0.013430815055510425,0.006769564040075819,0.010614676414838884,5.415651232060655e-05,0.013918223666395883,0.0004332520985648524,0.004982399133495803,0.013105875981586785,0.01743839696723531,,0.015597075548334687,0.012618467370701327,0.012131058759815868,0.02388302193338749,,0.023503926347143243,,0.03996750609260764
GH03_W_HNY1228__TRA.csv,0.028598940779971112,0.056957149735194994,0.01896966779008185,0.023752206708393515,0.07891189215214252,0.028310062590274434,0.079361258225004,0.029289038677579843,0.02317445032900016,0.014138982506820734,0.04776119402985075,1.6048788316482106e-05,0.04565880276039159,0.023768255496709998,0.008056491734874016,0.0489648531535869,0.010560102712245225,0.023800353073342963,0.011539078799550634,0.013882201893757022,0.04102070293692826,0.007446637778847697,0.021826352110415663,,0.03047664901299952,0.01089712726689135,0.005777563793933558,0.001957952174610817,0.01654630075429305,0.009773712084737603,0.011860054565880277,0.010528005135612261,0.00012839030653185685,0.03009147809340395,0.0007221954742416948,0.006644198363023592,0.012710640346653828,0.022388059701492536,3.209757663296421e-05,0.019756058417589473,0.019451131439576313,0.023688011555127588,0.03177660086663457,,0.019627668111057615,6.419515326592842e-05,0.029337185042529287
