,TRGV1;TRGJP,TRGV1;TRGJ1,TRGV1;TRGJP2,TRGV2;TRGJP,TRGV2;TRGJ1,TRGV2;TRGJP1,TRGV2;TRGJP2,TRGV3;TRGJP,TRGV3;TRGJ1,TRGV3;TRGJP1,TRGV3;TRGJP2,TRGV4;TRGJP,TRGV4;TRGJ1,TRGV4;TRGJP1,TRGV4;TRGJP2,TRGV5;TRGJP,TRGV5;TRGJ1,TRGV5;TRGJP1,TRGV5P;TRGJ1,TRGV5P;TRGJP1,TRGV5;TRGJP2,TRGV5P;TRGJP2,TRGV6;TRGJ1,TRGV6;TRGJP2,TRGV7;TRGJP,TRGV7;TRGJ1,TRGV7;TRGJP1,TRGV7;TRGJP2,TRGV8;TRGJP,TRGV8;TRGJ1,TRGV8;TRGJP1,TRGV8;TRGJP2,TRGV9;TRGJP,TRGV9;TRGJ1,TRGV9;TRGJP1,TRGV9;TRGJP2,TRGV10;TRGJ1,TRGV10;TRGJP1
after vs. before,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
