,TRGV1,TRGV2,TRGV3,TRGV4,TRGV5,TRGV5P,TRGV6,TRGV7,TRGV8,TRGV9,TRGV10
cancer vs. healthy,0,0,5,0,0,0,0,0,10,0,0
