,IGKV1-12,IGKV1-13,IGKV1-16,IGKV1-17,IGKV1-27,IGKV1-33,IGKV1-35,IGKV1-37,IGKV1-39,IGKV1-5,IGKV1-6,IGKV1-8,IGKV1-9,IGKV1D-12,IGKV1D-13,IGKV1D-16,IGKV1D-17,IGKV1D-33,IGKV1D-37,IGKV1D-39,IGKV1D-42,IGKV1D-43,IGKV1D-8,IGKV2-10,IGKV2-18,IGKV2-19,IGKV2-24,IGKV2-26,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2-4,IGKV2-40,IGKV2D-18,IGKV2D-24,IGKV2D-28,IGKV2D-29,IGKV2D-30,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3-31,IGKV3-7,IGKV3D-11,IGKV3D-15,IGKV3D-20,IGKV3D-7,IGKV4-1,IGKV5-2,IGKV6-21,IGKV6D-21,IGKV6D-41,IGKV7-3
BW_7__IGK.csv,0.014990539950516664,0.001164313782564401,0.02284965798282637,0.01033328482025906,0.04096929122398486,0.01739193712705574,,0.0008004657255130257,0.07153252801630039,0.0817202736137389,0.002401397176539077,0.00560326007859118,0.013826226167952264,0.002037549119487702,0.003056323679231553,0.002401397176539077,,0.009096201426284384,7.276961141027506e-05,0.03973220783001019,,0.00021830883423082522,0.0012370833939746762,7.276961141027506e-05,,,0.0037840197933343036,0.0005821568912822005,0.06076262552757968,0.011424828991413186,0.03922282055013826,,0.005967108135642556,,0.00021830883423082522,0.016882549847183816,0.007931887643719982,0.012516373162567311,0.06847620433706884,0.06854897394847911,0.1365885606170863,,0.00036384805705137535,0.0015281618396157765,0.0016737010624363266,0.0013098530053849513,0.0016737010624363266,0.2136515791005676,0.0008004657255130257,0.002983554067821278,0.0015281618396157765,,7.276961141027506e-05
BW_8__IGK.csv,0.022535211267605635,0.00010060362173038229,0.011066398390342052,0.020422535211267606,0.025704225352112677,0.012223340040241448,,0.0003018108651911469,0.07580482897384305,0.13058350100603622,0.004577464788732394,0.004325955734406439,0.036770623742454725,0.006639839034205231,0.005533199195171026,0.005382293762575453,0.00010060362173038229,0.00875251509054326,0.00010060362173038229,0.03571428571428571,,0.001056338028169014,0.0018611670020120725,,,,0.005331991951710261,0.0003018108651911469,0.07701207243460764,0.007193158953722334,0.14753521126760563,,0.002012072434607646,,0.00025150905432595576,0.015543259557344065,0.006438631790744467,0.011116700201207244,0.04567404426559356,0.09849094567404426,0.09783702213279678,,0.0003018108651911469,0.00045271629778672034,0.006287726358148894,0.001358148893360161,0.0019617706237424547,0.061770623742454726,0.001006036217303823,0.0022635814889336017,0.00025150905432595576,,5.0301810865191146e-05
BW_11__IGK.csv,0.01722629796839729,9.875846501128668e-05,0.012020316027088036,0.018623024830699775,0.0136568848758465,0.03610327313769752,,9.875846501128668e-05,0.09889954853273138,0.07038656884875846,0.013741534988713318,0.003188487584650113,0.02886568848758465,0.005417607223476298,0.0004373589164785553,0.0024830699774266367,0.0001693002257336343,0.006814334085778781,0.0004373589164785553,0.03978555304740406,,0.00032449209932279907,0.0010016930022573364,,5.64334085778781e-05,,0.04322799097065463,0.00042325056433408577,0.0960214446952596,0.012683408577878103,0.05056433408577878,,0.004204288939051919,,0.00012697516930022573,0.024619074492099324,0.005276523702031603,0.02025959367945824,0.08129232505643341,0.07161399548532732,0.15167889390519187,,0.0002821670428893905,0.0018764108352144469,0.004740406320541761,0.0032872460496613997,0.003329571106094808,0.05183408577878104,0.0012556433408577878,0.0011709932279909707,0.000268058690744921,,0.00012697516930022573
BW_12__IGK.csv,0.017847911848728065,0.0006529723847095633,0.0171949394640185,0.011236566453543735,0.01311386205958373,0.01999727928173038,,0.0013059447694191266,0.05460481567133723,0.06273976329751055,0.005604679635423752,0.0071282818664127326,0.020704666031832405,0.003509726567813903,0.0013331519521153584,0.0014963950482927493,8.162154808869541e-05,0.00935927084750374,0.0006257652020133315,0.03449870765882193,,0.0008162154808869542,0.0017684668752550674,,2.7207182696231806e-05,,0.017739083117943137,0.0007618011154944906,0.06249489865324446,0.015208815127193579,0.10638008434226635,,0.002802339817711876,2.7207182696231806e-05,0.0005169364712284043,0.019371514079717045,0.011807917290164604,0.013005033328798803,0.0776765065977418,0.08094136852128962,0.18321316827642498,,0.0008706298462794178,0.0021221602503060807,0.0027207182696231806,0.0018500884233437628,0.0020405387022173855,0.10575431914025303,0.003536933750510135,0.002367024894572167,0.0006257652020133315,,0.0005169364712284043
BW_13__IGK.csv,0.014386967100391411,0.002115730455939913,0.030572305088331746,0.031436228357840545,0.009644204661659437,0.016696639514792482,,0.0004936704397193131,0.057724179272893965,0.056877887090518005,0.042861172819916075,0.0028738672026517153,0.026252688740787757,0.006452977890616735,0.031048344440918228,0.0018865263232130892,0.00012341760992982828,0.007845833774110512,0.0003349906555238196,0.030078634648612435,,0.0001763108713283261,0.00044077717832081525,,1.763108713283261e-05,,0.012306498818717163,0.0004760393525864805,0.06939595895482915,0.0004584082654536479,0.03633767058076801,,0.0017102154518847633,1.763108713283261e-05,3.526217426566522e-05,0.01939419584611587,0.04532952501851264,0.014228287316195916,0.09774674706442399,0.06872597764378152,0.18470326880355442,,0.0004231460911879826,0.0034556930780351917,0.0043019852604111565,0.004354878521809655,0.0025565076342607285,0.06163828061638281,0.0007757678338446348,0.000722874572446137,0.00040551500405515005,,0.00015867978419549348
BW_14__IGK.csv,0.011125092947434651,0.0019733455356632157,0.0077789853000057195,0.003431905279414288,0.016187153234570727,0.023108162214722873,,0.0001715952639707144,0.03231710804781788,0.04956243207687468,0.005205056340445003,0.002573928959560716,0.01670193902648287,0.004919064233827147,0.028971000400388948,0.0016301550077217869,5.719842132357147e-05,0.013098438483097866,0.0003431905279414288,0.01990505062060287,,0.001601555797060001,0.0007435794772064291,,,,0.0008293771091917863,0.0006577818452210719,0.043156208888634674,0.03057255619744895,0.06669335926328433,,0.0009723731625007149,,8.57976319853572e-05,0.014385402962878225,0.006120231081622147,0.007035405822799291,0.040868272035691815,0.03225990962649431,0.3926099639649946,,0.00031459131727964307,0.0013727621117657152,0.0009437739518389293,0.0019447463250014299,0.0023165360636046447,0.11259509237545044,0.0009723731625007149,0.0015729565863982155,0.0001715952639707144,,0.00014299605330892867
BW_16__IGK.csv,0.01742903259243903,0.0007404007048614711,0.016081503309591152,0.016999600183619373,0.013667797011742755,0.028549851179458324,,0.0007996327612503887,0.07481008721920303,0.08134042143608121,0.006115709822155751,0.017473456634730718,0.0201833232145237,0.007181886837156269,0.0011402170854866653,0.0028431387066680486,0.00011846411277783537,0.016407279619730198,0.0008292487894448476,0.04292843286786809,,0.0010513690009032889,0.0033169951577793903,,0.00016288815506952363,,0.0059232056388917684,0.0007700167330559299,0.06589566273267092,0.01254238794035332,0.030963557477306718,1.480801409722942e-05,0.0041018199049325495,,0.00017769616916675303,0.02740963409397166,0.012601619996742237,0.010691386178199641,0.10716559802164932,0.10173105684796611,0.16284373102723193,,0.0008884808458337652,0.0017325376493758423,0.003242955087293243,0.0021323540300010367,0.0031096829604181785,0.0674949282551717,0.0027690986361819016,0.00408701189083532,0.0011994491418755831,1.480801409722942e-05,0.00032577631013904726
BF__IGK.csv,0.016321291032459197,,0.008802494039977994,0.011553273427471117,0.00715202640748212,0.06693563176233266,,0.0009169264624977076,0.09774436090225563,0.07207041995231983,0.006418485237483954,0.018705299834953237,0.021822849807445442,0.00238400880249404,,0.0025673940949935813,,0.038510911424903725,0.00018338529249954154,0.049880799559875295,,,0.006785255822483037,0.0005501558774986246,,,0.012470199889968824,0.0022006235099944985,0.07482119933981295,0.0009169264624977076,0.03502659086741244,,0.006968641114982578,,0.0005501558774986246,0.01907207041995232,0.01650467632495874,0.009902805794975243,0.10746378140473134,0.07665505226480836,0.13405464881716486,,0.00018338529249954154,0.0045846323124885385,0.00825233816247937,0.006418485237483954,0.003117549972492206,0.04401247019988997,0.00476801760498808,0.0012836970474967907,,,0.0014670823399963323
BW_10__IGK.csv,0.016683199567138606,0.0007815552950371239,0.010100099197402831,0.007214356569573451,0.009318543902365709,0.01848678870953197,,0.0003306580094387832,0.08272462199777557,0.07067063456277993,0.017645113776415065,0.00435867376078396,0.011933748158836084,0.011753389244596747,0.0009318543902365708,0.0016532900471939158,3.005981903988938e-05,0.00868728770252803,0.0004208374665584513,0.04289536176992215,,0.000871734752156792,0.0012324525806354646,,9.017945711966815e-05,,0.0035169988276670576,0.0004208374665584513,0.05543030630955602,0.031743168906123186,0.05068085490125349,,0.0013827516758349115,3.005981903988938e-05,0.0007514954759972345,0.019087985090329756,0.009739381368924159,0.01797577178585385,0.08230378453121712,0.09327561848077674,0.2151381248684883,,0.00039077764751856197,0.0016833498662338052,0.005260468331980642,0.0015330507710343583,0.003246460456308053,0.07779481167523372,0.0009619142092764601,0.007815552950371238,0.0006913758379174557,3.005981903988938e-05,0.0003005981903988938
iRNormal_097__IGK.csv,0.008439174648719355,0.0006751339718975484,0.02384066838263218,0.02776488459428668,0.005190092408962403,0.07671209755685894,,0.0029115152538081775,0.08650154014937339,0.07612135533144858,0.01362926705768176,0.03282838938351829,0.02552850331237605,0.0019832060424490486,0.0005063504789231614,0.0027427317608337905,0.0024051647748850164,0.05464365585045783,0.002447360648128613,0.053040212667201145,,0.008481370521962952,0.0062027933668087265,,0.0003375669859487742,,0.0012236803240643064,0.0007595257183847419,0.02329212203046542,0.012110215620912275,0.010633360057386387,,0.0037132368454365163,,0.0002109793662179839,0.008565762268450145,0.0067513397189754845,0.004683741930039242,0.11194565171526225,0.08742984936073252,0.1637621840583991,,0.0006329380986539516,0.0026583400143465967,0.0022363812819106293,0.0029959070002953713,0.0005063504789231614,0.03350352335541584,0.006920123211949871,0.0013080720705515002,4.2195873243596775e-05,,0.0011814844508207098
iRNormal_088_R__IGK.csv,0.013189012188466437,0.0008186283427323995,0.015417500454793523,0.009050391122430416,0.006139712570492996,0.02983445515735856,,0.0005912315808622885,0.059350554848098966,0.08445515735855921,0.00891395306530835,0.020556667273058032,0.018146261597234856,0.003911224304165909,0.009004911770056395,0.001910132799708932,0.0015462979807167546,0.018555575768601056,0.0005457522284882663,0.03797525923230853,,0.01327997089321448,0.007731489903583773,,0.00027287611424413316,,0.0006821902856103329,0.0009095870474804438,0.02715117336729125,0.012052028379115882,0.023330907767873384,,0.002410405675823176,,0.0015462979807167546,0.012370383845734037,0.009959978169910861,0.007958886665453885,0.11492632344915409,0.11715481171548117,0.20911406221575404,,0.0004547935237402219,0.0030925959614335093,0.005866836456248863,0.007276696379843551,0.0010915044569765327,0.07258504638893942,0.003683827542295798,0.00413862106603602,4.5479352374022196e-05,9.095870474804439e-05,0.0009095870474804438
SS03F_W_1_HJ__IGK.csv,0.007738304607808653,3.5174111853675694e-05,0.01907609332864345,0.022183139875718138,0.006941024739125337,0.02245280806659632,,0.00010552233556102708,0.1885215148317505,0.04536287958729042,0.02731856020635479,0.0028725524680501815,0.058072458670418575,0.005451987337319733,0.0018525032242935867,0.0023214913823425957,,0.003962949935514128,0.00011724703951225231,0.07626919920272013,,0.0003751905264392074,0.0005276116778051355,,,,0.0035408605932700198,9.379763160980185e-05,0.03833978192050651,0.0002579434869269551,0.01241646148434752,,0.0012779927306835503,,1.1724703951225231e-05,0.01949818267088756,0.005123695626685426,0.004443662797514363,0.09124164614843475,0.07270488920154766,0.16010083245398055,,7.034822370735139e-05,0.001055223355610271,0.001020049243756595,0.0031656700668308124,0.00100832453980537,0.0897760581545316,0.0004103646382928831,0.0027787548364403797,2.3449407902450463e-05,,8.207292765857662e-05
WDM__IGK.csv,0.013478532535927876,0.00020827754470528726,0.012466898747359338,0.016096878812222916,0.014043857300127941,0.03219375762444583,,0.0008628641137790472,0.05873426760689101,0.05796066529798566,0.008182332113422,0.00800380850367461,0.017941622779612604,0.009074950162158946,0.0003570472194947782,0.002499330536463447,0.0001487696747894909,0.012466898747359338,0.0006248326341158618,0.034157517331667116,2.9753934957898182e-05,0.000833110178821149,0.0020232675771370764,,5.9507869915796364e-05,,0.006635127495611294,0.00065458656907376,0.05245618733077449,0.0008628641137790472,0.022970037787497396,,0.0024100687315897528,5.9507869915796364e-05,0.00020827754470528726,0.017584575560117825,0.015412538308191259,0.005028415007884793,0.08929155880865244,0.07140944389895564,0.3269659912523431,,0.00020827754470528726,0.001814990032431789,0.002588592341337142,0.003213424975453004,0.004195304829063644,0.0687018358177869,0.002112529382010771,0.0017554821625159927,0.0003868011544526764,0.0001785236097473891,0.0004463090243684727
WGF__IGK.csv,0.015138517434525912,0.0009840036332441843,0.013069586718474038,0.027905333804309432,0.009663420295705707,0.02666902154715648,,0.0010849270828076905,0.08157137810970379,0.09476711914013221,0.010924963415249534,0.006711409395973154,0.025180400666094768,0.004289246606449008,0.007846798203562598,0.0016652369177978504,7.569258717262956e-05,0.012236968259575112,0.0007821567341171721,0.04110107483473785,,0.005348942826865822,0.0016400060554069738,2.5230862390876522e-05,0.00015138517434525912,,0.0120351213604481,0.0011101579451985668,0.07498612302568501,0.014987132260180653,0.047686329918756626,,0.0028763183125599234,,0.00047938638542665386,0.02639148206085684,0.009335419084624312,0.011732351011757581,0.07854367462279861,0.07271534541050613,0.16624615229348538,,0.00035323207347227127,0.0011101579451985668,0.0018166220921431095,0.00348185900994096,0.0021193924408336277,0.07372457990614119,0.0023464702023515164,0.005853560074683353,0.0007064641469445425,2.5230862390876522e-05,0.0005046172478175305
WJW__IGK.csv,0.01375,,0.017083333333333332,0.024791666666666667,0.013541666666666667,0.051041666666666666,,0.0016666666666666668,0.07875,0.10270833333333333,0.013541666666666667,0.010208333333333333,0.018333333333333333,0.0004166666666666667,0.004375,0.004375,,0.02,0.003958333333333334,0.03229166666666667,,0.0008333333333333334,0.0020833333333333333,,0.000625,,0.021458333333333333,0.000625,0.12125,,0.049791666666666665,,0.00125,,,0.027083333333333334,0.021458333333333333,0.003125,0.07104166666666667,0.08166666666666667,0.116875,,,0.0020833333333333333,0.0022916666666666667,0.004583333333333333,0.003125,0.05375,0.004166666666666667,,,,
JGR__IGK.csv,0.024870586193932735,0.0015905607449608144,0.01570317244570404,0.016136961739784263,0.01174123022643801,0.03924347147112409,,0.0012724485959686514,0.0701292692096359,0.07258740854275716,0.008589028022788398,0.013968015269383151,0.022817316868619684,0.004945197952514532,0.0020243500390410363,0.0029497671997455103,0.00011567714508805923,0.019231325370889847,0.0013013678822406663,0.03629370427137858,,0.002544897191937303,0.003759507215361925,,0.00028919286272014805,,0.0058127765406749765,0.0017640764625929033,0.06848086989213106,0.04447786228635877,0.054773128199196046,,0.002747332195841407,,0.0022846236154891696,0.020619451111946557,0.015413979582983892,0.013996934555655167,0.09392984181150409,0.08088724370282542,0.13314439399635616,,0.0005783857254402961,0.0019954307527690215,0.002978686486017525,0.003123282917377599,0.0024870586193932735,0.07281876283293329,0.003412475780097747,0.0015616414586887995,0.00031811214899216285,,0.00028919286272014805
LFJ__IGK.csv,0.018888252920777077,6.733780007407158e-05,0.012861519814147671,0.018618901720480793,0.018416888320258576,0.028214538231035993,,0.0008417225009258948,0.07312885088044174,0.08959294299855224,0.012390155213629172,0.013467560014814316,0.026430086529073096,0.0037372479041109727,0.00013467560014814316,0.002222147402444362,6.733780007407158e-05,0.013534897814888388,0.0012120804013332884,0.03548702063903572,,0.0015824383017406822,0.002289485202518434,,,,0.01656509881822161,0.0003703579004073937,0.055419009460960914,0.0015151005016666105,0.043129860947442845,,0.0026935120029628634,,0.0003366890003703579,0.019325948621258544,0.02750749133025824,0.011952459513147705,0.1169320898286253,0.08245513619070065,0.14107269115517995,,0.0003366890003703579,0.001784451701962897,0.0021548096023702905,0.002525167502777684,0.0017171139018888253,0.094070906703478,0.002289485202518434,0.00127941820140736,0.0008753914009629305,6.733780007407158e-05,0.00043769570048146525
