,TRBV10-1,TRBV10-2,TRBV10-3,TRBV11-1,TRBV11-2,TRBV11-3,TRBV12-1,TRBV12-2,TRBV12-3,TRBV12-4,TRBV12-5,TRBV13,TRBV14,TRBV15,TRBV16,TRBV18,TRBV19,TRBV2,TRBV20-1,TRBV23-1,TRBV24-1,TRBV25-1,TRBV26,TRBV27,TRBV28,TRBV29-1,TRBV3-1,TRBV3-2,TRBV30,TRBV4-1,TRBV4-2,TRBV4-3,TRBV5-1,TRBV5-3,TRBV5-4,TRBV5-5,TRBV5-6,TRBV5-7,TRBV5-8,TRBV6-1,TRBV6-2,TRBV6-4,TRBV6-5,TRBV6-6,TRBV6-7,TRBV6-8,TRBV6-9,TRBV7-1,TRBV7-2,TRBV7-3,TRBV7-4,TRBV7-5,TRBV7-6,TRBV7-7,TRBV7-8,TRBV7-9,TRBV9
BW_7__TRB.csv,0.003771213073538655,0.004211187932118165,0.028598365807668134,0.0019484600879949717,0.03092394720301697,0.0021370207416719043,,,0.021244500314267757,0.02369578881206788,0.004274041483343809,0.005845380263984915,0.0057196731615336265,0.01345065996228787,0.00031426775612822125,0.012696417347580138,0.04217473287240729,0.02306725329981144,0.11609050911376492,,0.014079195474544311,0.00502828409805154,,0.02991829038340666,0.11181646763042112,0.1207416719044626,0.007165304839723444,,0.014016341923318668,0.016341923318667503,0.006662476429918291,,0.07190446260213702,,0.013890634820867378,0.0026398491514770584,0.008610936517913262,,0.0021998742928975488,0.03155248271527341,0.013136392206159649,0.0026398491514770584,0.05499685732243872,0.01715901948460088,0.00018856065367693276,0.0001257071024512885,0.0001257071024512885,,0.021684475172847266,0.009365179132620994,0.0006913890634820867,,0.011062225015713387,0.0014456316781898176,0.010370835952231301,0.04437460716530484,0.015901948460087995
BW_16__TRB.csv,0.0009691873930117813,0.0031215386164535294,0.022505286476689156,0.0019383747860235625,0.01701742019937569,0.003990031215386164,,1.2586849259893263e-05,0.024582116604571543,0.033342563689457254,0.006645856409223643,0.01118970899204511,0.011428859127983084,0.007526935857416171,0.0007426241063337026,0.012813412546571342,0.07823985499949652,0.02475833249421005,0.10002769106837177,,0.009188399959722083,0.0057270164132514345,,0.030951062330077536,0.07915869499546874,0.08703806263216192,0.03601097573255463,,0.01835162622092438,0.015456650891148928,0.020088611418789648,,0.06177625616755614,0.00015104219111871915,0.015481824589668715,0.005047326553217199,0.012007854193938173,5.034739703957305e-05,0.001334206021548686,0.04283304803141678,0.00855905749672742,0.0074388279125969185,0.027602960426945926,0.01825093142684523,0.00012586849259893263,0.00012586849259893263,0.00025173698519786525,,0.031958010270868996,0.010749169267948847,0.00028949753297754507,2.5173698519786525e-05,0.015683214177827007,0.0012083375289497532,0.01341758131104622,0.04245544255361998,0.020352935253247408
BW_11__TRB.csv,0.002035557287944737,0.005435371056107754,0.016154529114965677,0.0017107343164641936,0.015851361008250502,0.0047857251131466685,,,0.023170705298945406,0.01886138721063687,0.004829034842677407,0.007211069966868057,0.008835184824270773,0.010177786439723684,0.0003897875657766517,0.01730223694753026,0.06171636458130319,0.05719049784534096,0.08802702527122717,,0.0145737239870937,0.00563026483899608,,0.019489378288832588,0.04618982654453323,0.07977652179562139,0.03144286363931657,,0.007665822126940817,0.04963295004222699,0.011693626973299552,,0.0572987721691678,4.3309729530739084e-05,0.013924078044132614,0.005045583490331103,0.019489378288832588,6.496459429610862e-05,0.001797353775525672,0.026483899608046948,0.010286060763550531,0.0023387253946599105,0.03111804066783603,0.023192360163710776,0.00023820351241906495,8.661945906147817e-05,0.0003248229714805431,,0.0687541956300483,0.0072327248316334265,0.0004330972953073908,2.1654864765369542e-05,0.006561424023906971,0.0012126724268606943,0.016349422897854002,0.08057775179194006,0.017345546677061
BW_12__TRB.csv,0.0009919017337898799,0.002010978857546606,0.02453937714006196,0.0017256372628947226,0.021183216479156476,0.004497527039513017,,2.7175389966846023e-05,0.026441654437741182,0.02097940105440513,0.0036279145605739443,0.0048372194140985925,0.008410783194738845,0.00843795858470569,0.0008696124789390727,0.022297407467797164,0.05223109951627806,0.039567367791727814,0.1387575411707158,,0.013166476438936899,0.0036415022555573674,,0.011223436056307408,0.04072232186531877,0.086567204739388,0.04307299309745095,,0.015843252350671234,0.01835697592260449,0.01614218164030654,0.012622968639599979,0.052502853415946515,6.793847491711506e-05,0.018737431382140332,0.005611718028153704,0.015449209196151965,6.793847491711506e-05,0.002269145062231643,0.02471601717484646,0.022338170552747432,0.0026360128267840645,0.031183759986955814,0.025653568128702647,0.0002853415946518833,0.0002309908147181912,0.00035328006956899833,,0.05633458340127181,0.009946192727865644,0.0004891570194032284,,0.005964998097722702,0.0018343388227621067,0.014199141257677048,0.04630686450350562,0.02002826240556552
BW_13__TRB.csv,0.002749448511781067,0.010837942389462578,0.04188113430736277,0.0016944275712139135,0.018478851625691357,0.0017263979027462514,,3.197033153233799e-05,0.041561430992039385,0.019182198919402794,0.0019501902234726174,0.003964321110009911,0.013875123885034688,0.016752453722945107,0.0003516736468557179,0.018382940631094344,0.04463058281914383,0.03283353048371112,0.09242622845998913,,0.010678090731800888,0.008024553214616835,,0.06020013427539243,0.05089676779948208,0.05793024073659644,0.0372774065667061,,0.020780715496019692,0.018159148310367978,0.008855781834457623,,0.06771316218549187,0.00015985165766168994,0.01720003836439784,0.00508328271364174,0.017871415326576937,3.197033153233799e-05,0.003260973816298475,0.022411202404168933,0.011988874324626746,0.00428402442533329,0.036606029604526996,0.014738322836407813,0.0007353176252437737,9.591099459701397e-05,0.0007672879567761117,,0.04530195978132293,0.009175485149781002,0.0002557626522587039,,0.007608938904696442,0.002046101218069631,0.02260302439336296,0.044822404808337865,0.02912497202595991
BW_14__TRB.csv,0.0008174108511290487,0.004904465106774293,0.014304689894758353,0.004189230612036375,0.016450393378972104,0.0019413507714314908,,,0.02717891080004087,0.013589455400020435,0.0020435271278226217,0.02145703484213753,0.015326453458669663,0.008787166649637274,0.00040870542556452436,0.017165627873710024,0.06518851537754164,0.022172269336875446,0.08163890875651374,,0.007561050372943701,0.004393583324818637,,0.03167467048125064,0.06886686420762235,0.054051292530908346,0.03136814141207724,,0.021252682129355268,0.01655256973536324,0.01042198835189537,0.008582813936855012,0.07601920915500153,,0.020026565852661694,0.008991519362419535,0.017472156942883416,0.00020435271278226218,0.0013282926330847042,0.02421579646469807,0.024624501890262593,0.002145703484213753,0.024726678246653724,0.028609379789516706,0.00020435271278226218,0.0003065290691733933,0.00020435271278226218,,0.07305609481965873,0.023909267395524677,0.0010217635639113108,,0.008174108511290487,0.002145703484213753,0.014100337181976091,0.0515990599775212,0.024624501890262593
BW_15__TRB.csv,0.0025664562297446655,0.010902755662126975,0.04722654127873213,0.0006931305146025739,0.016223000693130516,0.001817125943687829,,3.7466514302841834e-05,0.05634963751147412,0.022966973267642046,0.001798392686536408,0.004720780802158071,0.012570015548603436,0.01736572937936719,0.00037466514302841836,0.014405874749442686,0.044866150877653097,0.032371068357655346,0.09962346153125644,,0.010097225604615874,0.008673498061107884,,0.08210786609467788,0.04434161967741331,0.05413911316760645,0.05775463179783069,,0.014986605721136734,0.016429066521796144,0.009141829489893408,,0.0505985275659879,7.493302860568367e-05,0.010790356119218449,0.0034843858301642906,0.01123995429085255,1.8733257151420917e-05,0.0018545924579906707,0.023191772353459095,0.010190891890372979,0.0035780521159213953,0.04840673647927165,0.013619077949083007,0.0005619977145426275,7.493302860568367e-05,0.0003933984001798393,,0.041325565276034544,0.006594106517300163,0.00014986605721136734,3.7466514302841834e-05,0.0069500384031771605,0.001330061257750885,0.01895805623723797,0.03772877990296173,0.02429703452539293
BF__TRB.csv,,0.008658008658008658,0.0455684666210982,0.000911369332421964,0.013898382319434952,0.001367053998632946,,,0.021189336978810664,0.016632490316700842,0.001822738664843928,0.00455684666210982,0.017316017316017316,0.002734107997265892,0.001367053998632946,0.025974025974025976,0.07814992025518341,0.03713830029619503,0.10412394622920938,,0.012531328320802004,0.002050580997949419,,0.04488493962178173,0.13100934153565733,0.08020050125313283,0.031214399635452268,,0.013898382319434952,0.01594896331738437,0.009797220323536113,0.01139211665527455,0.02346776030986557,,0.021189336978810664,0.000911369332421964,0.01161995898838004,,0.001367053998632946,0.038049669628617,0.023923444976076555,0.010252904989747095,0.0330371383002962,0.02096149464570517,,,,,0.022556390977443608,0.000911369332421964,,,0.001594896331738437,0.002506265664160401,0.014354066985645933,0.02437912964228754,0.014581909318751423
BW_10__TRB.csv,0.0027858621387328217,0.006474405864317619,0.026909249373570105,0.002427902199119107,0.023329649977432962,0.006396588486140725,,9.338085381227335e-05,0.026893685897934727,0.03255879102921264,0.004093194092104649,0.005789612936360948,0.018084758688310273,0.009400339283768851,0.0007159198792274291,0.01699531539383375,0.07462686567164178,0.02275380137892394,0.07106282975114002,,0.028029819619317387,0.008980125441613621,,0.030566666147884145,0.05539040978631348,0.05623083747062394,0.025897623457270477,,0.017991377834498,0.018878495945714596,0.010349711297526964,0.0005447216472382612,0.05939022302460586,0.00010894432944765226,0.01912751155588066,0.008762236782718317,0.015703546916097304,6.225390254151557e-05,0.002770298663097443,0.016045943380075638,0.024917124492241607,0.00421770189718768,0.027702986630974428,0.016528411124772383,0.00029570603707219895,0.00024901561016606226,0.0002178886588953045,,0.06874387188146856,0.021384215523010598,0.0004202138421552301,,0.011874931909794096,0.007517158731888005,0.01699531539383375,0.04709507727265653,0.02561748089583366
iRNormal_088_R__TRB.csv,0.002741840485813514,0.005747710055446107,0.021244186282673598,0.000995186546702683,0.01200316834900583,0.0009342567581290493,,2.030992952454455e-05,0.09442086235960762,,0.0031683490058289497,0.004996242663037959,0.010154964762272276,0.0049353128744643255,0.0011982858419481285,0.02918536872677052,0.08558604301643073,0.026626317606677906,0.07579665698560026,2.030992952454455e-05,0.01592298474724293,0.0020919227410280887,,0.025793610496171578,0.10469768669902715,0.08371752950017264,0.039848081727156405,,0.013262383979527592,0.025874850214269756,0.012267197432824908,0.013627962710969393,0.04307736052155899,2.030992952454455e-05,0.01531368686150659,0.004326014988727989,0.006742896602148791,,0.0013810752076690294,0.017040030871092876,0.015374616650080225,0.003148039076304405,0.02719499563336515,0.018806994739728255,0.00018278936572090095,0.0002437191542945346,0.00026402908381907916,,0.03797956821089831,0.0069256859678696915,4.06198590490891e-05,,0.004894693015415236,0.0009748766171781384,0.010825192436582245,0.05193248979426041,0.01643073298535654
LFJ__TRB.csv,0.002671302578018996,0.0052790027137042065,0.028557496607869742,0.0007632293080054274,0.014734565807327002,0.0035829375848032566,,,0.025186567164179104,0.019335142469470826,0.00667825644504749,0.0047489823609226595,0.01528578697421981,0.006975067842605156,0.0012508480325644504,0.025674185888738127,0.09769335142469471,0.040832767978290364,0.10818775440976934,,0.007780698778833107,0.003498134328358209,,0.035384158751696065,0.0918631275440977,0.06033751696065129,0.038182666214382634,,0.013059701492537313,0.02887550881953867,0.02900271370420624,0.014395352781546812,0.012741689280868385,2.120081411126187e-05,0.021688432835820896,0.0035829375848032566,0.01051560379918589,2.120081411126187e-05,0.0011660447761194029,0.03699542062415197,0.012402476255088196,0.006996268656716418,0.02989314789687924,0.024126526458616012,0.00025440976933514245,8.480325644504748e-05,0.00033921302578018993,,0.035384158751696065,0.005427408412483039,0.0003180122116689281,2.120081411126187e-05,0.004367367706919946,0.0010812415196743556,0.0126780868385346,0.03025356173677069,0.019822761194029852
SS03F_W_1_HJ__TRB.csv,0.0014633254069873788,0.007926345954514968,0.026888604353393086,0.0004268032437046522,0.01609657947686117,0.005853301627949515,,0.0001219437839156149,0.0335345405767941,0.017133101640143894,0.0037802573013840618,0.002012072434607646,0.013718675690506676,0.0054874702762026705,0.0007926345954514969,0.020730443265654534,0.07255655142979087,0.03975367355649046,0.15413694286933724,,0.016950185964270472,0.0023779037863544904,,0.033351624900920675,0.09950612767514176,0.08298274495457594,0.05963051033473569,,0.008779952441924272,0.02987622705932565,0.0155478324492409,,0.02560819462227913,6.097189195780745e-05,0.012011462715688068,0.0032924821657216025,0.01006036217303823,,0.0011584659471983415,0.028169014084507043,0.008414121090177428,0.009023840009755502,0.024083897323333943,0.027132491921224317,,6.097189195780745e-05,0.0002438875678312298,,0.023108347052009023,0.004572891896835559,0.0004268032437046522,,0.005609414060118285,0.0016462410828608012,0.01030424974086946,0.021218218401316994,0.012377294067434912
WDM__TRB.csv,0.0015325670498084292,0.0028293545534924846,0.019304450338933098,0.0009725906277630416,0.011170055997642205,0.002357795461243737,,2.9472443265546713e-05,0.02602416740347775,0.019039198349543176,0.004067197170645446,0.0025346301208370174,0.017447686413203656,0.005835543766578249,0.001237842617152962,0.027468317123489537,0.0837901562039493,0.05517241379310345,0.10282935455349249,,0.015502505157677572,0.002976716769820218,,0.023548482169171825,0.13471853816681403,0.08499852637783673,0.03580901856763926,,0.007957559681697613,0.019333922782198643,0.015030946065428824,,0.048482169171824345,8.841732979664014e-05,0.018420277040966698,0.004067197170645446,0.007780725022104333,2.9472443265546713e-05,0.001355732390215149,0.03763631005010316,0.00645446507515473,0.003713527851458886,0.0215148835838491,0.021102269378131446,0.0002652519893899204,0.00017683465959328028,0.000206307102858827,,0.02528735632183908,0.0052755673445328615,0.000412614205717654,,0.0056292366637194224,0.001237842617152962,0.015296198054818744,0.0327438844680224,0.019304450338933098
WGF__TRB.csv,0.0021066048257182813,0.0050452300447874805,0.03436067198923684,0.0007966152702296022,0.013259218608932713,0.003151055957797093,,1.770256156065783e-05,0.02827099081237055,0.023756837614402806,0.005222255660394059,0.0024783586184920956,0.014356777425693497,0.006036573492184319,0.0007612101471082866,0.02650073465630477,0.07116429747384447,0.042964116907716544,0.10722441537290446,,0.012816654569916267,0.002779302165023279,,0.0251022322930128,0.14048752854538052,0.0902476588362336,0.028306395935491866,,0.011913823930322717,0.017720264122218485,0.013259218608932713,0.008603444918479704,0.02503142204677017,5.310768468197348e-05,0.014852449149391917,0.0043548301439218255,0.008001557825417338,1.770256156065783e-05,0.0016286356635805202,0.031705287755138166,0.016250951512683885,0.003611322558374197,0.029952734160633043,0.028625042043583706,0.0001947281771672361,0.0003186461080918409,0.0001239179309246048,,0.031085698100515143,0.004407937828603799,0.0002655384234098674,5.310768468197348e-05,0.004531855759528404,0.0007789127086689444,0.012020039299686664,0.027014108941563843,0.016410274566729804
WJW__TRB.csv,0.002968960863697706,0.005398110661268556,0.025371120107962213,0.0005398110661268556,0.014304993252361673,0.0005398110661268556,,,0.024831309041835357,0.02078272604588394,0.007557354925775978,0.011336032388663968,0.01700404858299595,0.005668016194331984,,0.02726045883940621,0.055870445344129556,0.0680161943319838,0.08717948717948718,,0.00863697705802969,0.009176788124156544,,0.02564102564102564,0.15195681511470985,0.09797570850202429,0.02564102564102564,,0.009446693657219974,0.012685560053981106,0.0407557354925776,,0.01808367071524966,,0.009446693657219974,0.004588394062078272,0.007557354925775978,0.0002699055330634278,,0.019433198380566803,0.004318488529014845,0.005128205128205128,0.023751686909581647,0.022132253711201078,,,,,0.016464237516869096,0.0021592442645074223,,,0.02078272604588394,,0.020242914979757085,0.056140350877192984,0.012955465587044534
HL_W_XQF1225__TRB.csv,0.0021387214935602032,0.005919886565047856,0.0185040765685927,0.001228878648233487,0.020158336287368545,0.0016542597187758478,,2.3632281696797826e-05,0.0250265863169089,0.03570837764386151,0.006014415691835047,0.007420536452794517,0.010244594115561858,0.007668675410610895,0.0005908070424199456,0.025156563866241287,0.06331088266572138,0.03011934302256883,0.11037457166489424,,0.010788136594588207,0.00989010989010989,,0.04510220961833865,0.10934656741108353,0.07895545314900154,0.03579109062980031,,0.0130450194966324,0.023868604513765806,0.011638898735672929,0.010516365355075033,0.030473827248020797,5.9080704241994565e-05,0.013021387214935603,0.004206546142030013,0.007751388396549687,,0.000945291267871913,0.020252865414155736,0.02044192366773012,0.0045964787900271776,0.03732718894009217,0.01618811296230651,0.00014179369018078695,0.00012997754933238804,9.45291267871913e-05,,0.04016306274370791,0.006900626255464965,0.00024813895781637717,2.3632281696797826e-05,0.006026231832683446,0.0011107172397494978,0.010067352002835874,0.04272716530781047,0.016897081413210446
JGR__TRB.csv,0.001993279799533003,0.003388575659206105,0.03229113275243465,0.0011959678797198018,0.013696679765362492,0.0035594282134517913,,,0.03229113275243465,0.028703229113275244,0.006606298764166524,0.003474001936328948,0.017540862235890426,0.006834102169827439,0.0009681644740588872,0.03007004954724073,0.09442451164644912,0.028503901133321942,0.10797881428327354,,0.014892647645082293,0.0037587561934050912,,0.028560851984737172,0.04855060083148243,0.09969246540235777,0.02833304857907626,,0.009852497294834558,0.015832336693433566,0.015348254456404123,0.019818896292499572,0.031266017426960536,2.847542570761433e-05,0.015433680733526967,0.0036733299162822483,0.010165726977618316,,0.001566148413918788,0.026453670482373712,0.025513981434022438,0.004869297796002051,0.03801469331966513,0.024887522068454924,0.00017085255424568598,0.00011390170283045732,0.00011390170283045732,,0.041146990147502706,0.004698445241756364,0.00028475425707614327,,0.009624693889173643,0.0009966398997665014,0.014778745942251837,0.024431915257133095,0.02360612791161228
