fpr,tpr,class,auc
0.0,0.0,experiment,0.6762914230019493
0.0,0.013888888888888888,experiment,0.6762914230019493
0.0,0.1111111111111111,experiment,0.6762914230019493
0.03508771929824561,0.1111111111111111,experiment,0.6762914230019493
0.03508771929824561,0.125,experiment,0.6762914230019493
0.05263157894736842,0.125,experiment,0.6762914230019493
0.05263157894736842,0.19444444444444445,experiment,0.6762914230019493
0.07017543859649122,0.19444444444444445,experiment,0.6762914230019493
0.07017543859649122,0.3194444444444444,experiment,0.6762914230019493
0.08771929824561403,0.3194444444444444,experiment,0.6762914230019493
0.08771929824561403,0.3472222222222222,experiment,0.6762914230019493
0.17543859649122806,0.4027777777777778,experiment,0.6762914230019493
0.2807017543859649,0.4722222222222222,experiment,0.6762914230019493
0.38596491228070173,0.5555555555555556,experiment,0.6762914230019493
0.38596491228070173,0.5694444444444444,experiment,0.6762914230019493
0.49122807017543857,0.6666666666666666,experiment,0.6762914230019493
0.49122807017543857,0.6805555555555556,experiment,0.6762914230019493
0.631578947368421,0.8472222222222222,experiment,0.6762914230019493
0.6666666666666666,0.8472222222222222,experiment,0.6762914230019493
0.7192982456140351,0.9444444444444444,experiment,0.6762914230019493
0.7192982456140351,0.9583333333333334,experiment,0.6762914230019493
0.7368421052631579,0.9583333333333334,experiment,0.6762914230019493
0.7368421052631579,0.9722222222222222,experiment,0.6762914230019493
0.7719298245614035,0.9722222222222222,experiment,0.6762914230019493
0.7719298245614035,1.0,experiment,0.6762914230019493
1.0,1.0,experiment,0.6762914230019493
