,TRAV1-1,TRAV1-2,TRAV10,TRAV12-1,TRAV12-2,TRAV12-3,TRAV13-1,TRAV13-2,TRAV14DV4,TRAV16,TRAV17,TRAV18,TRAV19,TRAV2,TRAV20,TRAV21,TRAV22,TRAV23DV6,TRAV24,TRAV25,TRAV26-1,TRAV26-2,TRAV27,TRAV28,TRAV29DV5,TRAV3,TRAV30,TRAV34,TRAV35,TRAV36DV7,TRAV38-1,TRAV38-2DV8,TRAV39,TRAV4,TRAV40,TRAV41,TRAV5,TRAV6,TRAV7,TRAV8-1,TRAV8-2,TRAV8-3,TRAV8-4,TRAV8-5,TRAV8-6,TRAV9-1,TRAV9-2
BF__TRA.csv,0.007520621057738962,0.0920669577874818,0.012493934983017952,0.012372634643377001,0.04500242600679282,0.026686074721009218,0.06525958272683163,0.04451722464822901,0.02704997573993207,0.018680252304706452,0.0735080058224163,,0.02413876758854925,0.014313440077632217,0.015526443474041727,0.027535177098495876,0.026686074721009218,0.021106259097525473,0.011280931586608443,0.035904900533721494,0.03469189713731199,,0.028505579815623485,,0.04051431344007763,0.011887433284813197,0.003517709849587579,0.001091703056768559,0.022561863173216887,0.012251334303736051,0.014798641436196022,0.012615235322658904,,0.014798641436196022,0.002304706453178069,0.0030325084910237748,0.04330422125181951,0.016254245511887432,,0.02462396894711305,0.013221737020863659,0.022683163512857835,0.025109170305676855,,0.02171276079573023,,0.028869480834546338
BW_10__TRA.csv,0.020359229226610865,0.05949734065742436,0.029339959891882466,0.03932339349550963,0.04178655506147005,0.03113828581393321,0.06352995030081088,0.018637195919435,0.016043247013689074,0.018702589589327752,0.05550832679396634,2.1797889964251462e-05,0.020326532391664487,0.025688813322870346,0.011454791176214143,0.06350815241084663,0.015400209259743657,0.031029296364111954,0.01983607986746883,0.014125032696834947,0.027432644520010464,0.0077055541023628915,0.018680791699363503,,0.026015781672334117,0.023694306391141336,0.007029819513471096,0.0010680966082483217,0.0100815241084663,0.0048827273519923275,0.004577556892492807,0.010637370302554712,0.00027247362455314327,0.01261007934431947,0.0004686546342314064,0.018626296974452873,0.023574417996337953,0.01263187723428372,4.3595779928502924e-05,0.015378411369779405,0.012206818379980817,0.035922922661086404,0.06337736507106112,,0.013394803383032523,2.1797889964251462e-05,0.05440753335077164
iRNormal_097__TRA.csv,0.011247083084604113,0.026130135127801594,0.013797688174960656,0.03235741032181039,0.10061323058555381,0.019509415531556953,0.05235523959407391,0.013906224561784338,0.020744016931676344,0.009334129266836707,0.06790307700656645,1.356704835296033e-05,0.02341672545720953,0.023281054973679927,0.010921473924133066,0.2086612036685299,0.014299668964020188,0.01651109784555272,0.02128669886579476,0.010202420361426169,0.041677972540294136,0.008587941607423889,0.015819178379551744,,0.033822651543930105,0.009089922396483421,0.0037580723937700113,0.0006919194660009768,0.00658001845118576,0.008791447332718293,0.007231236772127856,0.014123297335431703,9.496933847072231e-05,0.0189124654040267,0.0004884137407065719,0.006417213870950236,0.014503174689314592,0.008492972268953167,1.356704835296033e-05,0.008167363108482118,0.009591903185542953,0.014991588430021165,0.01400119390025506,,0.012522385629782385,2.713409670592066e-05,0.0451104357735931
iRNormal_088_R__TRA.csv,0.00850096531107928,0.02413277698200162,0.014183845052002242,0.04002927072304914,0.0917979697328268,0.04966681198231301,0.08899545369620726,0.01849660584168898,0.025222644329575886,0.012673600298935044,0.05385501650370555,3.113906707355048e-05,0.029737809055240705,0.022933922899669924,0.017422308027651493,0.03968674098524008,0.01242448776234664,0.01765585103070312,0.011941832222706608,0.011646011085507878,0.04988478545182786,0.00028025160366195427,0.019726598991094225,,0.03308525876564738,0.014355109920906769,0.002833655103693093,0.0005293641402503581,0.011537024350750451,0.012268792426978887,0.00748894563118889,0.01938406925328517,0.00023354300305162857,0.01409042785078159,0.0007473376097652115,0.014759917792862925,0.029441987918041975,0.019835585725851652,,0.016379149280687552,0.024054929314317745,0.06065890265927633,0.02749579622594507,1.556953353677524e-05,0.01046272653671296,7.78476676838762e-05,0.019337360652674846
SS03F_W_1_HJ__TRA.csv,0.0048544732037375145,0.050843088819675655,0.011384384061862313,0.015916657716679196,0.07023950166469767,0.0218880893566749,0.07606057351519707,0.03582858983997422,0.043754698743421756,0.011491783911502525,0.06340887122758028,,0.07533025453764365,0.018429814198260123,0.006615830737836967,0.11642143700998818,0.010911824723445387,0.03056599720760391,0.009966706046611535,0.013725700784018902,0.04237998066802706,6.44399097841263e-05,0.025539684244442057,,0.03148963591450972,0.008463108151648588,0.0034797551283428205,0.0010954784663301472,0.013489421114810439,0.009386746858554397,0.0055847921812909465,0.01329610138545806,0.0001503597894962947,0.013038341746321555,0.0005584792181290946,0.0037804747073354097,0.013682740844162818,0.021007410589625176,4.29599398560842e-05,0.012952421866609387,0.011062184512941681,0.013038341746321555,0.01623885726559983,,0.017420255611642142,,0.035119750832348834
WDM__TRA.csv,0.01445179888861494,0.03226051169230185,0.01265006543137292,0.02668462078252129,0.05261061695146699,0.017277675574184005,0.07597625504959508,0.029358772545375236,0.023498397405503822,0.014072486581827148,0.04739507273313483,,0.05947616970432606,0.022872532099303962,0.007074174521592353,0.03903123636846397,0.015286285963548087,0.033132929997913785,0.03832950860090656,0.018339750033189828,0.02962429116012669,0.015912151269747946,0.025565649477497298,,0.029377738160714626,0.00783279913516794,0.006562102907428832,0.0018586303032601893,0.010658675820737004,0.008496595672046579,0.00908452974756766,0.010620744590058224,0.0002844842300908453,0.020046655413734897,0.0005879340755210803,0.005348303525707892,0.020843211257989266,0.015494907732281373,3.7931230678779375e-05,0.01564663265499649,0.01329489635291217,0.08466250687503556,0.028012213856278566,,0.02107079864206194,7.586246135755875e-05,0.03922089252185787
WGF__TRA.csv,0.015203967065868263,0.04392776946107784,0.014595808383233533,0.02502806886227545,0.052909805389221555,0.023811751497005988,0.0733065119760479,0.04163547904191617,0.04757672155688623,0.012553018962075849,0.04958832335329341,1.55938123752495e-05,0.07140406686626746,0.02654066866267465,0.01122754491017964,0.032294785429141715,0.011492639720558882,0.00594124251497006,0.0171687874251497,0.016669785429141718,0.048964570858283436,0.00779690618762475,0.03390094810379241,,0.035553892215568865,0.00937188123752495,0.0037581087824351297,0.00249500998003992,0.016404690618762475,0.015578218562874252,0.014517839321357286,0.015235154690618763,0.000124750499001996,0.028224800399201597,0.0010135978043912175,0.004116766467065869,0.015968063872255488,0.016482659680638723,,0.0140188373253493,0.01065057385229541,0.02407684630738523,0.014751746506986027,,0.01754303892215569,6.2375249500998e-05,0.05649638223552894
WJW__TRA.csv,0.014678615574783683,0.07215698393077874,0.009579728059332509,0.01869592088998764,0.07014833127317677,0.019004944375772558,0.051143386897404206,0.02703955500618047,0.05330655129789864,0.010506798516687269,0.06443139678615575,,0.026112484548825712,0.02533992583436341,0.012824474660074166,0.11526576019777503,0.00788009888751545,0.07509270704573548,0.0021631644004944375,0.02750309023485785,0.01931396786155748,0.016532756489493202,0.014215080346106305,,0.013442521631644005,0.00896168108776267,0.005098887515451175,0.0006180469715698393,0.005253399258343634,0.011588380716934486,0.00896168108776267,0.009579728059332509,0.0010815822002472187,0.012515451174289247,,,0.01745982694684796,0.01715080346106304,,0.023331273176761435,0.02487639060568603,0.021786155747836836,0.032138442521631644,,0.009888751545117428,,0.023331273176761435
HL_W_XQF1225__TRA.csv,0.006728578938146136,0.03502131884819812,0.015536475673149933,0.01751065942409906,0.08774020209099936,0.0270778576017756,0.0645523041878395,0.03884118918287483,0.0419017580748788,0.010711991122013901,0.05035920799018749,,0.05615326207581333,0.014508498335377606,0.00932188540388996,0.0538636761871386,0.011249342912213071,0.02495181356229192,0.014450090532095087,0.014800537351790198,0.04731032065884002,0.04019625021902926,0.022697272355586707,,0.031400035044681966,0.009380293207172478,0.007803282518544477,0.01994042404065183,0.011634834413877694,0.006927165469306699,0.011973599672916302,0.012008644354885812,0.00033876525903860755,0.01483558203375971,0.0004906255475731557,0.009976052800654167,0.016798084224052334,0.01077039892529642,,0.019473161614391683,0.013281934466444717,0.02460136674259681,0.02400560714911512,,0.011821739384381753,4.672624262601483e-05,0.03700718415980375
JGR__TRA.csv,0.009817087288724241,0.04987265570733966,0.01303542486686733,0.02630238481129891,0.06158833063209076,0.020143551748089836,0.07640657559620283,0.03229914332021301,0.03929150266265339,0.013614262560777957,0.06325538319055336,2.3153507756425098e-05,0.054433896735355404,0.01907849039129428,0.011113683723084047,0.036860384348228754,0.013266959944431582,0.031164621440148182,0.01271127575827738,0.02262097707802732,0.0412363973141931,0.008983561009492939,0.021278073628154665,,0.03292428802963649,0.011553600370456125,0.005302153276221347,0.0018522806205140078,0.013591109053021532,0.008451030331095162,0.019171104422319982,0.014980319518407038,0.00037045612410280157,0.027274832137068765,0.0003936096318592267,0.004121324380643668,0.011970363510071776,0.013475341514239408,4.6307015512850196e-05,0.018059736050011578,0.012664968742764529,0.028872424172262098,0.019564714054179207,,0.015559157212317666,,0.061403102570039364
