fpr,tpr,class,auc
0.0,0.0,before,0.7570332480818414
0.0,0.029411764705882353,before,0.7570332480818414
0.0,0.08823529411764706,before,0.7570332480818414
0.0,0.14705882352941177,before,0.7570332480818414
0.043478260869565216,0.20588235294117646,before,0.7570332480818414
0.043478260869565216,0.2647058823529412,before,0.7570332480818414
0.08695652173913043,0.2647058823529412,before,0.7570332480818414
0.08695652173913043,0.29411764705882354,before,0.7570332480818414
0.13043478260869565,0.29411764705882354,before,0.7570332480818414
0.13043478260869565,0.35294117647058826,before,0.7570332480818414
0.13043478260869565,0.47058823529411764,before,0.7570332480818414
0.13043478260869565,0.5294117647058824,before,0.7570332480818414
0.13043478260869565,0.5882352941176471,before,0.7570332480818414
0.17391304347826086,0.5882352941176471,before,0.7570332480818414
0.17391304347826086,0.6470588235294118,before,0.7570332480818414
0.21739130434782608,0.6470588235294118,before,0.7570332480818414
0.2608695652173913,0.7058823529411765,before,0.7570332480818414
0.2608695652173913,0.7352941176470589,before,0.7570332480818414
0.34782608695652173,0.7352941176470589,before,0.7570332480818414
0.34782608695652173,0.7647058823529411,before,0.7570332480818414
0.43478260869565216,0.7647058823529411,before,0.7570332480818414
0.43478260869565216,0.8529411764705882,before,0.7570332480818414
0.5217391304347826,0.8529411764705882,before,0.7570332480818414
0.5652173913043478,0.8823529411764706,before,0.7570332480818414
0.782608695652174,0.8823529411764706,before,0.7570332480818414
0.782608695652174,0.9117647058823529,before,0.7570332480818414
0.8695652173913043,0.9117647058823529,before,0.7570332480818414
0.8695652173913043,0.9705882352941176,before,0.7570332480818414
0.9130434782608695,0.9705882352941176,before,0.7570332480818414
0.9565217391304348,1.0,before,0.7570332480818414
1.0,1.0,before,0.7570332480818414
