sample,Category,TRAV14DV4;TRDJ1,TRAV14DV4;TRDJ2,TRAV14DV4;TRDJ3,TRAV23DV6;TRDJ1,TRAV23DV6;TRDJ2,TRAV23DV6;TRDJ3,TRAV23DV6;TRDJ4,TRAV29DV5;TRDJ1,TRAV29DV5;TRDJ2,TRAV29DV5;TRDJ3,TRAV29DV5;TRDJ4,TRAV36DV7;TRDJ1,TRAV36DV7;TRDJ2,TRAV36DV7;TRDJ3,TRAV36DV7;TRDJ4,TRAV38-2DV8;TRDJ1,TRAV38-2DV8;TRDJ2,TRAV38-2DV8;TRDJ3,TRAV38-2DV8;TRDJ4,TRDV1;TRDJ1,TRDV1;TRDJ2,TRDV1;TRDJ3,TRDV1;TRDJ4,TRDV2;TRDJ1,TRDV2;TRDJ2,TRDV2;TRDJ3,TRDV2;TRDJ4,TRDV3;TRDJ1,TRDV3;TRDJ2,TRDV3;TRDJ3,TRDV3;TRDJ4
BW_11__TRD.csv,cancer,0.0005741626794258,,,0.0001913875598086,,,,0.0065071770334928,0.0001913875598086,,,0.0005741626794258,,,,0.0036363636363636,,,,0.4593301435406698,0.0811483253588516,0.0022966507177033,0.000956937799043,0.2275598086124401,0.000956937799043,0.0070813397129186,,0.2072727272727272,0.0001913875598086,0.0015311004784688,
BW_1__TRD.csv,cancer,,,9.143275121148396e-05,9.143275121148396e-05,,,,0.0013714912681722,,,,0.0001828655024229,,,,0.0010971930145378,,9.143275121148396e-05,,0.0301728078997897,0.0004571637560574,0.0001828655024229,9.143275121148396e-05,0.1083478101856084,0.0017372222730181,0.0628143000822894,0.0002742982536344,0.7922647892475084,0.0002742982536344,0.0004571637560574,
BW_2__TRD.csv,cancer,,,,0.000654022236756,,,,0.0019620667102681,,,,,,,,0.000654022236756,,0.000654022236756,,0.8996075866579464,0.0029431000654022,0.0032701111837802,,0.0585349901896664,0.000327011118378,0.0212557226945716,,0.0088293001962066,0.000654022236756,0.000654022236756,
BW_8__TRD.csv,cancer,0.0012690355329949,,,,,,,0.0050761421319796,,0.0012690355329949,,,,,,0.0025380710659898,,,,0.901015228426396,0.0012690355329949,0.0012690355329949,,0.0583756345177665,0.0203045685279187,0.0076142131979695,,,,,
BW_5__TRD.csv,cancer,0.0052182163187855,,0.0004743833017077,,,,,0.0203984819734345,,0.0004743833017077,,0.00426944971537,,,,0.0033206831119544,,,,0.7087286527514232,0.0075901328273244,0.0004743833017077,0.0009487666034155,0.2291271347248576,0.0023719165085388,0.0023719165085388,0.0004743833017077,0.0113851992409867,0.0018975332068311,,0.0004743833017077
BW_15__TRD.csv,cancer,0.0001334311828674,,,,,,,0.0336913736740276,,,,,,,,0.0010674494629394,6.671559143371805e-05,,6.671559143371805e-05,0.3993595303222363,0.0006004403229034,0.5266528787777703,0.0001334311828674,0.0206151177530188,0.0006671559143371,0.0102074854893588,,0.0067382747348055,,,
BW_12__TRD.csv,cancer,0.0033641715727502,0.0004205214465937,0.0004205214465937,0.0008410428931875,0.0004205214465937,0.0012615643397813,,0.0063078216989066,,0.0004205214465937,,0.0025231286795626,,,,0.0084104289318755,0.0004205214465937,,,0.43986543313709,0.0067283431455004,0.0025231286795626,0.0012615643397813,0.1459209419680403,,0.0302775441547518,,0.347771236333053,,0.0008410428931875,
BW_13__TRD.csv,cancer,0.0005234231876472,,,0.0002617115938236,,,,0.0327139492279507,,,,0.0002617115938236,,,,0.0023554043444124,,,,0.400942161737765,0.0005234231876472,0.4967286050772049,,0.0382098926982465,0.001308557969118,0.0177963883800052,,0.0083747710023554,,,
WDM__TRD.csv,healthy,0.000856653340948,,,0.0005711022272986,,0.0002855511136493,0.0002855511136493,0.0028555111364934,0.0002855511136493,,,,,,0.000856653340948,0.0019988577955454,,,,0.5416904625928041,0.0028555111364934,0.0028555111364934,0.0028555111364934,0.2487150199885779,0.0051399200456881,0.1027984009137635,,0.0845231296402056,,0.0005711022272986,
LFJ__TRD.csv,healthy,0.0005994690417059,,,0.0005994690417059,,0.0007707459107647,0.0001712768690588,0.0038537295538237,8.56384345294168e-05,,8.56384345294168e-05,0.0011989380834118,,,,0.0017984071251177,,0.0001712768690588,,0.8144215123747538,0.0179840712511775,0.0022265992977648,0.0023122377322942,0.1084182581142416,0.0013702149524706,0.0178127943821186,0.0002569153035882,0.0252633381861779,0.0002569153035882,0.0002569153035882,8.56384345294168e-05
