cate,top10IGL,top20IGL,top50IGL,top100IGL,top10IGK,top20IGK,top50IGK,top100IGK,top10TRA,top20TRA,top50TRA,top100TRA,top10TRB,top20TRB,top50TRB,top100TRB,top10TRG,top20TRG,top50TRG,top100TRG,top10TRD,top20TRD,top50TRD,top100TRD,top10IGH,top20IGH,top50IGH,top100IGH
before VS after,0.9591,0.8785,0.7984,0.7209,0.5054,0.7209,0.9591,0.9591,0.2786,0.1049,0.1605,0.2345,0.006993,0.006993,0.002953,0.004662,0.01476,0.06496,0.01476,0.1949,0.001088,0.001865,0.01041,0.188,0.8785,0.7209,0.7209,0.7209
