,TRBV10-1,TRBV10-2,TRBV10-3,TRBV11-1,TRBV11-2,TRBV11-3,TRBV12-1,TRBV12-2,TRBV12-3,TRBV12-4,TRBV12-5,TRBV13,TRBV14,TRBV15,TRBV16,TRBV18,TRBV19,TRBV2,TRBV20-1,TRBV23-1,TRBV24-1,TRBV25-1,TRBV26,TRBV27,TRBV28,TRBV29-1,TRBV3-1,TRBV3-2,TRBV30,TRBV4-1,TRBV4-2,TRBV4-3,TRBV5-1,TRBV5-3,TRBV5-4,TRBV5-5,TRBV5-6,TRBV5-7,TRBV5-8,TRBV6-1,TRBV6-2,TRBV6-4,TRBV6-5,TRBV6-6,TRBV6-7,TRBV6-8,TRBV6-9,TRBV7-1,TRBV7-2,TRBV7-3,TRBV7-4,TRBV7-5,TRBV7-6,TRBV7-7,TRBV7-8,TRBV7-9,TRBV9
BW_7__TRB.csv,0.0035238504512247527,0.0041254834550923936,0.02273313278899871,0.0015040825096691017,0.03764503652771809,0.0029222174473571122,,,0.018091963902019767,0.020584443489471423,0.004039535883111302,0.005242801890846583,0.00477009024495058,0.01289213579716373,0.0002578427159432746,0.009712075633863343,0.04757198109153416,0.021787709497206705,0.10825096691018479,,0.013064030941125912,0.003996562097120756,,0.03601203266007735,0.136140954018049,0.1305113880532875,0.005930382466695316,,0.012247529007305543,0.015556510528577568,0.0058444348947142245,,0.06892995272883541,,0.011688869789428449,0.001976794155565105,0.00782122905027933,,0.0018908465835840139,0.02853459389772239,0.011903738719381177,0.0020627417275461968,0.06218306832831973,0.014181349376880103,0.0001289213579716373,0.0001289213579716373,8.594757198109153e-05,,0.01968199398366996,0.00782122905027933,0.0006016330038676408,,0.010743446497636441,0.0010743446497636442,0.008165019338203695,0.03919209282337774,0.0162440911044263
BW_16__TRB.csv,0.0006782499476658991,0.0024869164747749633,0.022993510571488383,0.0015658362989323844,0.014251622357127904,0.002972576931128323,,8.373456144023446e-06,0.019535273184006698,0.03583839229642035,0.005945153862256646,0.01581745865606029,0.010173749214988486,0.006079129160561022,0.0005693950177935943,0.010550554741469542,0.08010048147372828,0.021595143395436465,0.08892610424952899,,0.007778940757797781,0.004856604563533599,,0.0313585932593678,0.12370944107180239,0.10078291814946619,0.02874607494243249,,0.014854511199497593,0.013673853883190286,0.017726606656897636,,0.05833786895541135,0.00010048147372828135,0.011773079338496965,0.0041113669667155114,0.008875863512664853,3.3493824576093786e-05,0.0011052962110110949,0.03777266066568977,0.0073770148628846555,0.007477496336612937,0.025338078291814947,0.015063847603098179,9.210801758425791e-05,8.373456144023445e-05,0.00021770985974460958,,0.029566673644546786,0.01096085409252669,0.00022608331588863304,1.6746912288046893e-05,0.024031819133347287,0.0008875863512664853,0.01236759472472263,0.04447979903705254,0.016127276533389155
BW_11__TRB.csv,0.0014862339420515915,0.0063422458319231274,0.013008225789837692,0.0012655061288756124,0.013302529540738997,0.00366408169872125,,,0.0185117059316921,0.015421516547228394,0.004046676574892947,0.006018511705931692,0.0067101255205497595,0.011257118471974926,0.000338449313536501,0.01317009285283341,0.04936945421369395,0.08834998602057183,0.07974160130670865,,0.01124240328442986,0.004134967700163339,,0.015362655797048133,0.0401577468104831,0.08474476507203084,0.027899995585443736,,0.00620980914401754,0.08546580926173904,0.011080536221434142,,0.046029106640964136,2.9430375090130523e-05,0.010712656532807511,0.003781803199081772,0.020792560001177216,4.414556263519578e-05,0.001294936503965743,0.021719616816516327,0.01015347940609503,0.0019276895684035493,0.025089394764336272,0.026516767956207603,0.00016186706299571788,5.8860750180261046e-05,0.00023544300072104418,,0.06420236325911974,0.006136233206292214,0.0002943037509013052,1.4715187545065262e-05,0.005179746015862972,0.0008681960651588504,0.014200155980987977,0.10768574245478758,0.014568035669614609
BW_12__TRB.csv,0.0006469942895721398,0.0012236631128864385,0.01876986694421784,0.0011322400067512448,0.019564544712931446,0.0028692790233199247,,1.4065093251568258e-05,0.019599707446060367,0.014620664435005204,0.002841148836816788,0.003333427100621677,0.0060339250049227825,0.0059846971785422936,0.0005766688233142986,0.018340881600045007,0.04232186559396889,0.028713887873076598,0.19790289459619118,,0.00989479310247827,0.0028622464766941405,,0.008650032349714478,0.032553658330754735,0.18580691439984248,0.05245576528172382,,0.010703535964443444,0.013157894736842105,0.012384314608005851,0.011877971250949394,0.03988860446144758,3.516273312892064e-05,0.013664238093898563,0.003171678528228642,0.011885003797575178,3.516273312892064e-05,0.0013221187656474163,0.016941404821513968,0.01554896058960871,0.00206053616135475,0.02239866100312245,0.023305859517848602,0.0001969113055219556,0.00018284621227038735,0.0003305296914118541,,0.04647106810318152,0.007327913584067062,0.0003375622380376382,,0.003825705364426566,0.0013432164055247687,0.010000281301865031,0.03811640271174998,0.01677262370249515
BW_13__TRB.csv,0.0017727502954583826,0.014080702346783724,0.06062806010467668,0.000979233496538916,0.014519669086611514,0.0011143001857166976,,1.688333614722269e-05,0.06125274354212392,0.02049637008272835,0.0015026169171028195,0.0035623839270639878,0.0127975687995948,0.025189937531656256,0.00018571669761944962,0.011970285328380887,0.04566942427823738,0.029377004896167482,0.07470876245146041,,0.008981934830322471,0.007597501266250211,,0.0966570994428499,0.04283302380550397,0.04838764139794023,0.036484889414148236,,0.01963531993921999,0.01757555292925882,0.00577410096235016,,0.056002026000337664,8.441668073611346e-05,0.013320952220158703,0.0030221171703528615,0.016039169339861558,1.688333614722269e-05,0.0026000337666722945,0.01762620293770049,0.00903258483876414,0.0033091338848556476,0.04127975687995948,0.011244301874050313,0.0008779334796555799,5.065000844166807e-05,0.0006753334458889077,,0.049974674995779164,0.008694918115819687,0.00015195002532500423,,0.005993584332264055,0.001097416849569475,0.025004220834036806,0.03942258990376499,0.030727671787945297
BW_14__TRB.csv,0.0006211608806680931,0.003934018910897922,0.010490717095727794,0.0032438401546000415,0.012630271240251225,0.0013113396369659742,,,0.02194768445027262,0.010835806473876735,0.0014493753882255504,0.05887224791220926,0.024984470977983297,0.006487680309200083,0.00027607150251915245,0.016564290151149148,0.0510732279660432,0.01822071916626406,0.0656359997239285,,0.006004555179791566,0.003934018910897922,,0.036855545586306854,0.05838912278280074,0.051487335219821934,0.03706259921319622,,0.016357236524259782,0.012630271240251225,0.008489198702463938,0.0069708054386086,0.10152529505141832,,0.015805093519221478,0.008903305956242667,0.01283732486714059,0.00013803575125957622,0.0008972323831872455,0.019186969425081097,0.0197391124301194,0.0015874111394851267,0.019255987300710885,0.057698944026502864,0.00013803575125957622,0.00020705362688936435,0.00013803575125957622,,0.0627372489474774,0.036165366830008976,0.0008972323831872455,,0.006004555179791566,0.0015183932638553384,0.011802056732693769,0.0574918903996135,0.018565808544413004
BW_15__TRB.csv,0.001577107243292544,0.012825872159306834,0.06093714372577335,0.00038002584175723947,0.011524283651288287,0.0010165691267006156,,1.9001292087861974e-05,0.092925818955689,0.02397963061488181,0.0012255833396670973,0.003733753895264878,0.010745230675685946,0.02568024625674546,0.00019951356692255075,0.008702591776240784,0.04275290719768944,0.026905829596412557,0.07793379949836589,,0.007572014897012997,0.007619518127232652,,0.12900927263053888,0.03167515391046591,0.040273238580223455,0.06741658432773429,,0.013015885080185453,0.013490917382382003,0.005567378581743558,,0.04109029414000152,3.800258417572395e-05,0.007011476780421069,0.0019286311469179905,0.008579083377669681,9.500646043930987e-06,0.0013395910921942691,0.016616629930835295,0.007610017481188721,0.0024891692635099186,0.05349813787337539,0.009415140229535608,0.0005605381165919282,3.800258417572395e-05,0.00027551873527399863,,0.04648666109295432,0.0054058675989967315,7.60051683514479e-05,1.9001292087861974e-05,0.00481682754427301,0.000693547161206962,0.01740518355248157,0.030639583491677433,0.025252717184768566
BF__TRB.csv,,0.00793860809738026,0.05027785128340831,0.0007938608097380259,0.013627943900502778,0.0011907912146070388,,,0.022095792537708388,0.016274146599629533,0.0021169621593014024,0.004233924318602805,0.015612595924847844,0.0037046837787774543,0.0011907912146070388,0.021698862132839374,0.07687218840963218,0.03215136279439005,0.11299285525271235,,0.012304842550939402,0.0015877216194760519,,0.04022228102672665,0.1559936491135221,0.08017994178354063,0.030299020905001323,,0.013363323630590103,0.01521566551997883,0.009129399311987299,0.01349563376554644,0.023021963482402753,,0.01971421010849431,0.0006615506747816883,0.01071712093146335,,0.0007938608097380259,0.038766869542206935,0.02090500132310135,0.009129399311987299,0.032019052659433715,0.017861868219105584,,,,,0.019846520243450648,0.0015877216194760519,,,0.0010584810796507012,0.0021169621593014024,0.010849431066419687,0.023551204022228104,0.012834083090764753
BW_10__TRB.csv,0.0027844146296636648,0.005697482080499908,0.024903510384120565,0.001764381547509649,0.02731115603749311,0.005394229002021687,,5.513692335967653e-05,0.02063958831097225,0.045487961771733136,0.0030509097592354346,0.0052012497702628195,0.017873552655761807,0.008105127733872449,0.0005789376952766036,0.012617165962139312,0.07507811064142621,0.019858481896710165,0.06632971880169086,,0.04131593457085095,0.012782576732218342,,0.03398272376401397,0.059731666972982905,0.05597316669729829,0.02505054217974637,,0.023065612938798014,0.019803344973350488,0.00767322183422165,0.00035839000183789744,0.052343319242786256,6.432641058628929e-05,0.014252894688476384,0.0071310420878514975,0.011165226980334498,3.675794890645102e-05,0.0018562764197757764,0.012212828524168351,0.0323469950376769,0.003914721558537034,0.02228450652453593,0.012424186730380446,0.00021135820621209336,0.00017460025730564236,0.00021135820621209336,,0.07907553758500276,0.030031244256570482,0.00029406359125160817,,0.01094467928689579,0.012516081602646572,0.01284690314280463,0.04077375482448079,0.02041904061753354
iRNormal_088_R__TRB.csv,0.002557333773304735,0.00739151955122917,0.0182148160369576,0.0008249463784853984,0.010443821151625144,0.0007919485233459825,,1.649892756970797e-05,0.14672496287741296,,0.0032337898036627617,0.0056921300115492495,0.011384260023098499,0.004652697574657647,0.0012869163504372215,0.028774129681570698,0.08269262497937634,0.02436891602045867,0.06823956442831217,1.649892756970797e-05,0.014519056261343012,0.002656327338722983,,0.02291701039432437,0.10196337238079525,0.083220590661607,0.03474674146180498,,0.012044217125886818,0.0233954792938459,0.010542814717043393,0.0124236924599901,0.03715558488698235,1.649892756970797e-05,0.01275367101138426,0.003629764065335753,0.005989110707803993,,0.0012374195677280976,0.014568553044052137,0.012968157069790464,0.002771819831710939,0.024814387064840786,0.016416432931859428,0.00014849034812737172,0.00023098498597591156,0.00023098498597591156,,0.032304900181488204,0.005989110707803993,3.299785513941594e-05,,0.004273222240554364,0.0008084474509156904,0.009981851179673321,0.06307540009899357,0.01486553374030688
LFJ__TRB.csv,0.00325023455300898,0.00529419648840638,0.02466157351561453,0.0006031363088057901,0.01407318053880177,0.003199973193941831,,,0.027811285350489212,0.01792655140061654,0.006466961533306528,0.0051099048384935,0.019350623240852433,0.006232408524326498,0.0012732877630344459,0.025432247687977482,0.09243063932448733,0.041030022785149445,0.10655408122235625,,0.008075325023455301,0.003233480766653264,,0.032803913684492696,0.09222959388821873,0.06098378233480767,0.035166197560648704,,0.011828173167135773,0.027828039136844927,0.036623776973596034,0.014324487334137515,0.011174775499262834,1.6753786355716393e-05,0.03184894786221686,0.003233480766653264,0.010789438413081356,1.6753786355716393e-05,0.0009717196086315508,0.03583634901487736,0.01202921860340437,0.008845999195818254,0.029134834472590805,0.021897198766921325,0.0002177992226243131,0.00010052271813429835,0.00030156815440289503,,0.03811486395925479,0.004975874547647768,0.00028481436804717866,1.6753786355716393e-05,0.0037360943573247554,0.0009214582495644016,0.011074252781128535,0.028498190591073582,0.022165259348612788
SS03F_W_1_HJ__TRB.csv,0.0012889673938988877,0.007590585764071228,0.022485320093569485,0.00033417673175156347,0.015419869193679285,0.007399627631641763,,9.547906621473243e-05,0.035852389363632026,0.01460829713085406,0.003007590585764071,0.001575404592543085,0.011791664677519454,0.004582995178307156,0.0006206139303957608,0.017424929584188665,0.08445123406693082,0.036616221893349885,0.17525182603714134,,0.014178641332887765,0.0019573208574020146,,0.02850050126509763,0.08411705733517927,0.11290399579892109,0.05055616556070082,,0.0075428462309638615,0.02721153387119874,0.013367069270062539,,0.022867236358428415,4.773953310736621e-05,0.009977562419439538,0.0026256743209051416,0.009261469422829044,,0.0009070511290399579,0.024108464219219937,0.007351888098534396,0.00768606483028596,0.02014608297130854,0.047214398243185185,,4.773953310736621e-05,0.00019095813242946485,,0.01938225044159068,0.003866902181696663,0.0003819162648589297,,0.004582995178307156,0.00138444646011362,0.008593115959325917,0.018188762113906527,0.0104549577505132
WDM__TRB.csv,0.0012992545260915869,0.0025133120340788072,0.014952076677316293,0.0007241746538871139,0.009946751863684771,0.0018317358892438764,,2.1299254526091586e-05,0.021299254526091587,0.017380191693290734,0.003109691160809372,0.0019382321618743345,0.024920127795527155,0.0050266240681576145,0.0009371671991480298,0.022193823216187434,0.0900958466453674,0.06820021299254526,0.09642172523961662,,0.016847710330138446,0.002641107561235357,,0.019510117145899893,0.16285410010649629,0.08462193823216188,0.03050053248136315,,0.006304579339723109,0.015612353567625133,0.011991480298189564,,0.04044728434504792,8.519701810436634e-05,0.014419595314164004,0.0030670926517571886,0.006134185303514377,2.1299254526091586e-05,0.0010862619808306708,0.03254526091586794,0.005218317358892438,0.0036634717784877527,0.01787007454739084,0.01853035143769968,0.00019169329073482429,0.00012779552715654952,0.00014909478168264112,,0.02066027689030884,0.004238551650692226,0.00029818956336528224,,0.005303514376996805,0.0009371671991480298,0.02055378061767838,0.053738019169329077,0.017018104366347177
WGF__TRB.csv,0.0018898053061045107,0.00517132769809994,0.03236108466034778,0.0007031833697133063,0.012320358623518555,0.002710185904103368,,1.4649653535693881e-05,0.026970012159212433,0.02329294912175327,0.004702538784957736,0.0021534990697470004,0.014429908732658472,0.005522919382956593,0.0006738840626419185,0.025124155813715007,0.07371705659161161,0.04227890010401254,0.10577049852770982,,0.016510159534727002,0.0025929886758178167,,0.02808338582792517,0.14383029841344253,0.09848962072046996,0.02623752948242774,,0.010943291191163329,0.017770029738796676,0.012964943379089084,0.008306353554738431,0.025885937797571087,4.3948960607081645e-05,0.01347768125283837,0.0053178242334568785,0.007749666720382063,1.4649653535693881e-05,0.0013917170858909187,0.030119687669386618,0.015411435519549963,0.003808909919280409,0.030031789748172454,0.027526698993568802,0.0001611461888926327,0.00029299307071387764,0.00010254757474985717,,0.03000249044110107,0.0039993554152444296,0.000249044110106796,5.8598614142775525e-05,0.004687889131422042,0.0006592344091062247,0.011119087033591655,0.026413325324856067,0.015938823046834943
WJW__TRB.csv,0.002178988326848249,0.005291828793774319,0.024591439688715952,0.0004669260700389105,0.012295719844357976,0.0004669260700389105,,,0.021634241245136188,0.01961089494163424,0.0062256809338521405,0.010739299610894941,0.01649805447470817,0.008093385214007782,,0.0222568093385214,0.056186770428015564,0.07050583657587549,0.09883268482490272,,0.007626459143968872,0.010272373540856031,,0.024280155642023345,0.16124513618677042,0.0932295719844358,0.021634241245136188,,0.0088715953307393,0.009182879377431907,0.05027237354085603,,0.017587548638132295,,0.00933852140077821,0.004357976653696498,0.007003891050583658,0.0001556420233463035,,0.017120622568093387,0.003735408560311284,0.004513618677042802,0.02132295719844358,0.02178988326848249,,,,,0.015408560311284047,0.0023346303501945525,,,0.01961089494163424,,0.017431906614785993,0.06428015564202334,0.01151750972762646
HL_W_XQF1225__TRB.csv,0.0017763657947101876,0.00877080611138155,0.015013707053367836,0.0011443895023613708,0.018745783266292605,0.0012724928048645093,,1.7080440333751804e-05,0.020906458968512207,0.029421058474887483,0.0076605774896876845,0.008343795103037756,0.008992851835720324,0.006379544464656299,0.0004697121091781746,0.02469831672260511,0.06114797639483146,0.03604826932438318,0.12696745322094405,,0.009274679101227229,0.023272099954736832,,0.057347578420571685,0.10524967333657861,0.08260100945402372,0.034664753657349286,,0.01415114481651337,0.02269136498338927,0.010547171906091739,0.00881350721221593,0.02554379851912582,4.270110083437951e-05,0.011025424235436789,0.0031769619020778355,0.006277061822653788,,0.0007429991545182035,0.01810526675377691,0.01840417445961757,0.006883417454501977,0.037132877285576425,0.013766834909003954,0.00010248264200251083,0.00010248264200251083,7.686198150188311e-05,,0.03496366136318994,0.005525522447968709,0.00022204572433877346,1.7080440333751804e-05,0.008582921267710281,0.0008796426771882179,0.008557300607209654,0.03697061310240578,0.016508245582571118
JGR__TRB.csv,0.0017445680494822939,0.003013344812742144,0.028479506989600563,0.0012234633074291411,0.012619797448852436,0.0031945986360649796,,,0.02938577610621474,0.02714276004259465,0.006525137639622086,0.0031039717244035615,0.016720665201531596,0.006253256904637832,0.0009062691166141786,0.027233386954256065,0.09583795908194938,0.03697577995785849,0.1101570111244534,,0.013865917484196933,0.0032852255477263973,,0.026372431293472595,0.048643994834266034,0.11260393773931168,0.0284115368058545,,0.008813467159072887,0.014387022226250086,0.01567845571742529,0.02288329519450801,0.031379568162765936,2.2656727915354465e-05,0.013684663660874096,0.0030360015406574983,0.009855676643179193,,0.0014047171307519767,0.026100550558488343,0.02639508802138795,0.004621972494732311,0.037179690509096676,0.024469266148582823,0.00015859709540748124,0.00011328363957677233,9.062691166141786e-05,,0.03996646804268528,0.004259464848086639,0.0002492240070688991,,0.010014273738586673,0.0008836123886988241,0.015791739357002062,0.02304189228991549,0.02181842898248635
