sample,Category,TRGV10;TRGJ1,TRGV10;TRGJP1,TRGV1;TRGJ1,TRGV1;TRGJP,TRGV1;TRGJP2,TRGV2;TRGJ1,TRGV2;TRGJP,TRGV2;TRGJP1,TRGV2;TRGJP2,TRGV3;TRGJ1,TRGV3;TRGJP,TRGV3;TRGJP1,TRGV3;TRGJP2,TRGV4;TRGJ1,TRGV4;TRGJP,TRGV4;TRGJP1,TRGV4;TRGJP2,TRGV5;TRGJ1,TRGV5;TRGJP,TRGV5;TRGJP1,TRGV5;TRGJP2,TRGV5P;TRGJ1,TRGV5P;TRGJP1,TRGV5P;TRGJP2,TRGV6;TRGJ1,TRGV6;TRGJP2,TRGV7;TRGJ1,TRGV7;TRGJP,TRGV7;TRGJP1,TRGV7;TRGJP2,TRGV8;TRGJ1,TRGV8;TRGJP,TRGV8;TRGJP1,TRGV8;TRGJP2,TRGV9;TRGJ1,TRGV9;TRGJP,TRGV9;TRGJP1,TRGV9;TRGJP2
BW_1__TRG.csv,before,,,,,,0.0594608034667708,0.0001065605796895,0.0087024473413135,0.0482719425993677,0.1187084857741626,0.0031612971974567,0.0003552019322985,0.0400667779632721,0.1361844208432494,,0.0073171598053493,0.1629311263453273,0.1304656697332433,0.0001065605796895,0.0004262423187582,0.0007459240578268,0.0002131211593791,,7.104038645970234e-05,,,0.0184705004795226,,0.001420807729194,0.0001420807729194,0.0400667779632721,,0.0009945654104358,0.000710403864597,0.0893332859730756,0.1286186196852911,0.0025574539125492,0.0003907221255283
BW_2__TRG.csv,before,,,,,0.0002242822966507,0.1719497607655502,7.476076555023923e-05,0.0014952153110047,0.0356608851674641,0.1347188995215311,,0.0006728468899521,0.0010466507177033,0.4119318181818182,,0.0038875598086124,0.0011214114832535,0.0224282296650717,,0.0001495215311004,0.0002242822966507,0.0001495215311004,,,,,0.0165968899521531,,,0.0001495215311004,0.1374850478468899,,0.0007476076555023,0.0006728468899521,0.0314742822966507,0.023773923444976,0.0032894736842105,7.476076555023923e-05
BW_8__TRG.csv,before,,,0.0002357378595002,,,0.1595945308816596,0.0011786892975011,0.0155586987270155,0.057048561999057,0.1171617161716171,,0.0278170674210278,0.0011786892975011,0.1041961338991041,,0.0148514851485148,0.0016501650165016,0.0685997171145686,,0.0004714757190004,,,,,,,0.0231023102310231,,0.0002357378595002,,0.1614804337576614,0.0007072135785007,0.0033003300330033,0.0014144271570014,0.23008015087223,0.0082508250825082,0.0011786892975011,0.0007072135785007
BW_5__TRG.csv,before,,,,,6.43459236857345e-05,0.1517920339746477,0.0012225725500289,0.1591274692748214,0.038285824593012,0.0312721189112669,6.43459236857345e-05,0.0002573836947429,0.0014156103210861,0.1188469210475516,0.0001930377710572,0.0064989382922591,0.0191750852583488,0.1678141689723956,6.43459236857345e-05,0.0006434592368573,0.0007721510842288,0.0003217296184286,,0.0001930377710572,,,0.0619651245093623,,0.0001286918473714,0.0002573836947429,0.0546940351328743,0.0001286918473714,0.0010938807026574,0.0106170774081461,0.1161443922527507,0.0564957209960748,0.0001930377710572,0.0002573836947429
BW_11__TRG.csv,before,,,0.0004090537223888,,,0.134851377147532,0.0025906735751295,0.015953095173166,0.0715844014180529,0.1157622034360512,0.0002727024815925,0.0004090537223888,0.0189528224706844,0.0449959094627761,,,0.0012271611671666,0.0289064630488137,,0.0008181074447777,0.0140441778020179,0.0001363512407962,,,,,0.0077720207253886,0.0002727024815925,,0.0016362148895554,0.0394055085901281,,0.0196345786746659,0.0049086446686664,0.3802836105808563,0.0939460049086446,0.0008181074447777,0.0004090537223888
BW_12__TRG.csv,before,,,,,,0.1309017941454202,0.0015344664778092,0.0159348441926345,0.0770774315391879,0.0413125590179414,,0.000590179414542,0.0070821529745042,0.0443814919735599,,,0.4264636449480642,0.0267941454202077,,,,0.0001180358829084,,,,,0.0416666666666666,0.0008262511803588,0.0009442870632672,0.0001180358829084,0.0558309726156751,0.0002360717658168,0.002360717658168,0.0121576959395656,0.0856940509915014,0.0223087818696883,0.0027148253068932,0.0029508970727101
BW_13__TRG.csv,before,,,,,,0.1644359464627151,0.0001912045889101,0.0017208413001912,0.0808795411089866,0.2326959847036329,,,0.0030592734225621,0.095793499043977,0.0038240917782026,0.0009560229445506,0.0011472275334608,0.0671128107074569,,0.0001912045889101,0.0001912045889101,0.0005736137667304,,,,,0.0084130019120458,,0.0013384321223709,0.0053537284894837,0.07151051625239,,0.002868068833652,0.0126195028680688,0.2282982791586998,0.0158699808795411,,0.0009560229445506
BW_15__TRG.csv,before,,,,,,0.153804169850453,5.457919441109049e-05,0.0010370046938107,0.0860713895862897,0.272623076083397,,5.457919441109049e-05,0.0013644798602772,0.0777207728413928,0.0044209147472983,0.0009824254993996,0.0008186879161663,0.0556707782993123,,5.457919441109049e-05,0.0002183167776443,5.457919441109049e-05,,,,,0.005457919441109,,0.0007641087217552,0.0034384892478987,0.0571444165484117,,0.0013099006658661,0.0089509878834188,0.2584324855365135,0.0082414583560746,0.0001091583888221,0.0012007422770439
BW_17__TRG.csv,after,,,,,,0.2393410113645031,0.0002288154984364,0.0121272214171306,0.0790176187933796,0.0585004957669132,7.627183281214248e-05,0.0001525436656242,0.0299748302951719,0.1039585081229502,,0.0008389901609335,0.0011440774921821,0.0259324231561284,,0.0003050873312485,0.0151018228968042,7.627183281214248e-05,,,,,0.0118984059186942,,7.627183281214248e-05,0.0045000381359164,0.0715429791777896,,0.0008389901609335,0.0017542521546792,0.0507207688200747,0.2915872168408207,0.0001525436656242,0.0001525436656242
BW_4__TRG.csv,after,,,6.969126768415918e-05,,,0.1861453759843891,0.0002090738030524,0.0039027109903129,0.0616070806327967,0.0455780890654401,,0.0082235695867307,0.0193741724161962,0.2782772318628476,0.0002090738030524,0.0054359188793644,0.0073872743745208,0.1144330615373893,0.0001393825353683,0.0007666039445257,0.0007666039445257,0.0001393825353683,,,,,0.0239041048156665,,0.0004878388737891,0.0004181476061049,0.0970102446163495,,0.0010453690152623,0.0038330197226287,0.0793086626245731,0.0535228935814342,0.0073175831068367,0.0004878388737891
