cate,top10IGL,top20IGL,top50IGL,top100IGL,top10IGK,top20IGK,top50IGK,top100IGK,top10TRA,top20TRA,top50TRA,top100TRA,top10TRB,top20TRB,top50TRB,top100TRB,top10TRG,top20TRG,top50TRG,top100TRG,top10TRD,top20TRD,top50TRD,top100TRD,top10IGH,top20IGH,top50IGH,top100IGH
cancer VS healthy,1.0,1.0,0.9626,1.0,0.1996,0.1996,0.1996,0.1672,0.002468,0.002468,0.001563,0.002468,0.0005759,0.001563,0.001563,0.002468,0.02065,0.01522,0.05923,0.2359,0.01111,0.007898,0.007898,0.0464,0.3704,0.4807,0.743,0.6058
