sample,Category,IGLV1-36,IGLV1-40,IGLV1-41,IGLV1-44,IGLV1-47,IGLV1-50,IGLV1-51,IGLV1-62,IGLV10-54,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-28,IGLV2-33,IGLV2-34,IGLV2-5,IGLV2-8,IGLV3-1,IGLV3-10,IGLV3-12,IGLV3-13,IGLV3-16,IGLV3-19,IGLV3-2,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-26,IGLV3-27,IGLV3-32,IGLV3-6,IGLV3-9,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV5-48,IGLV5-52,IGLV6-57,IGLV7-35,IGLV7-43,IGLV7-46,IGLV8-61,IGLV9-49,IGLVI-70
BW_15__IGL.csv,before,0.0081040054842816,0.0780041132112427,0.0005141514053471,0.0729605327587895,0.0427969836450886,0.0004651846048379,0.1813485456860248,,0.0012731368132406,0.0632895896582117,0.150523944765449,0.0073695034766428,0.0339829595534227,,,,0.0011752032122221,0.0672314170992067,0.043164234648908,0.0184849671922436,0.0001469004015277,,0.0025952404269905,0.0472774458916854,,0.0380716873959455,0.0002203506022916,0.0454901576730976,,0.0067819018705317,,0.000391734404074,0.0024728234257173,0.0003427676035647,0.0064636176672216,0.0206150230143962,0.0010772696112036,0.002693174028009,9.793360101850946e-05,0.0006855352071295,0.0281069434923122,0.000195867202037,0.0063167172656938,0.009132308294976,0.007222603075115,0.0027666242287728,0.0001469004015277
BW_1__IGL.csv,before,0.005344295991778,0.0914696813977389,0.0030832476875642,0.0577595066803699,0.0437821171634121,0.0006166495375128,0.1229188078108941,,0.009044193216855,0.0341212744090441,0.1206577595066803,0.0043165467625899,0.0345323741007194,,,,0.0051387461459403,0.0281603288797533,0.0355601233299075,0.0123329907502569,0.0012332990750256,,0.0057553956834532,0.0947584789311408,,0.0850976361767728,0.0012332990750256,0.0653648509763617,,0.0047276464542651,,0.0002055498458376,0.003699897225077,0.0016443987667009,0.0034943473792394,0.0275436793422404,0.0092497430626927,0.0098663926002055,0.0016443987667009,0.002672147995889,0.0217882836587872,0.0002055498458376,0.0168550873586844,0.010688591983556,0.0147995889003083,0.0082219938335046,0.0004110996916752
BW_2__IGL.csv,before,0.0050849667521404,0.13481681081316,0.0005215350515015,0.0847494458690077,0.0578469294623842,0.0003476900343343,0.1318179842670259,,0.0024338302403407,0.0457212395149724,0.114085792515972,0.0106480073014907,0.0350297709591898,,,,0.0016080664087965,0.0644530401147377,0.0370724499109044,0.0108653135729497,0.0001303837628753,,0.0036072841062193,0.0389412838454517,,0.0392889738797861,0.0003911512886261,0.0472858446694771,,0.004302664174888,,0.0004780737972097,0.0039984353948454,0.0005215350515015,0.0026511365117997,0.0262940588465383,0.0024338302403407,0.0067364944152288,0.0003476900343343,0.0044330479377634,0.060280759702725,4.3461254291798863e-05,0.005606501803642,0.0090399408926941,0.0003911512886261,0.005606501803642,8.692250858359773e-05
BW_5__IGL.csv,before,0.0077791927357289,0.0954542937821826,0.0003045235590498,0.0451248546592104,0.0434915010243065,0.0001384197995681,0.1096561652178727,,0.0228115829688278,0.034715685731687,0.070843253418969,0.0035158629090305,0.0452079065389513,5.536791982725209e-05,,,0.0010519904767177,0.1408836720004429,0.0207629699352195,0.0176623664248934,0.0001384197995681,,0.0016610375948175,0.0238635734455456,,0.0773766679585847,2.7683959913626046e-05,0.1250484469298488,,0.0045955373456619,,2.7683959913626046e-05,0.0024638724323127,0.0009966225568905,0.0185205691822158,0.0139250318365539,0.0014395659155085,0.0172194230662754,0.0002491556392226,0.001107358396545,0.0176623664248934,,0.0044294335861801,0.0035435468689441,0.0194895077791927,0.0062565749404794,0.0004983112784452
BW_8__IGL.csv,before,0.0009523242664127,0.2652818284625915,0.0005356823998571,0.0297006130587465,0.0638652461163026,0.0004166418665555,0.065472293315874,,0.0172013570620796,0.0412475447890006,0.1249330397000178,0.0059520266650794,0.0464258079876197,,,,0.0010713647997143,0.0233914647937622,0.0537468007856675,0.0385691327897149,0.0010118445330635,,0.0002380810666031,0.0496399023867626,,0.0145824653294446,5.95202666507946e-05,0.0315457413249211,,0.0254151538598892,,0.0002976013332539,0.0006547229331587,0.0005952026665079,0.0011904053330158,0.006071067198381,0.0004761621332063,0.0019046485328254,0.0001785607999523,0.0022022498660794,0.0410689839890482,,0.004344979465508,0.0061901077316826,0.03071245759181,0.0027974525325873,5.95202666507946e-05
BW_11__IGL.csv,before,0.0024443289643358,0.0891313971168466,0.0004234270646881,0.0793348345747445,0.0542179109648363,0.0006543872817907,0.1615951652327886,,0.0576245741670997,0.0346440325653906,0.1008333814500452,0.0089497084127259,0.0293127008872721,1.924668475855034e-05,,,0.000981580922686,0.0441134014665973,0.0428816136420501,0.0183035972053813,0.0001539734780684,,0.0006543872817907,0.0481359585811344,,0.0483091787439613,1.924668475855034e-05,0.0621860384548761,,0.0067363396654926,,5.774005427565102e-05,0.00252131570337,0.000211713532344,0.008256827761418,0.0212675866581981,0.001924668475855,0.0035221433108147,0.0001732201628269,0.0011163077159959,0.033469984795119,,0.0045037242335007,0.0106626633562368,0.0138768597109147,0.0065631195026656,0.000211713532344
BW_12__IGL.csv,before,0.0028452063674998,0.0833393358784124,0.0005402290571202,0.0620543110278758,0.0511416840740473,0.0003241374342721,0.1144205142980623,,0.0308650867968018,0.0533026003025282,0.1288986530288842,0.0061225959806958,0.0378160339984153,,,,0.0015126413599366,0.0892098249657854,0.0424620038896492,0.0121731614204422,0.0001800763523734,,0.0043578477274364,0.0623424331916732,,0.0246704602751566,0.0002881221637974,0.0546351653100914,3.601527047468127e-05,0.0072390693654109,,0.000108045811424,0.0079233595044298,0.0006482748685442,0.0073831304473096,0.0262551321760426,0.0010444428437657,0.0100122451919613,7.203054094936253e-05,0.0008643664913923,0.0320535907224663,7.203054094936253e-05,0.0081754663977526,0.0085716343729741,0.0234459410790175,0.0025210689332276,7.203054094936253e-05
BW_13__IGL.csv,before,0.0033142128744423,0.0666666666666666,0.0005353728489483,0.0778330146590184,0.0663097514340344,0.0005353728489483,0.1540599107711918,,0.0020905035054174,0.0776290630975143,0.1440662842574888,0.0068068833652007,0.0317399617590822,,,,0.0009432759719566,0.0811472275334608,0.0495857233906947,0.0173868706182281,0.0002804333970681,,0.0023454429572976,0.0379859783301465,,0.0289356277884002,0.0006118546845124,0.038648820905035,,0.0046144040790312,,0.0008922880815806,0.0027533460803059,0.0003059273422562,0.0077756532823454,0.0219247928616953,0.0003824091778202,0.0065009560229445,5.098789037603569e-05,0.0006118546845124,0.0255449330783938,2.5493945188017844e-05,0.005838113448056,0.0179477374123645,0.0109878903760356,0.0042574888463989,0.00012746972594
BW_17__IGL.csv,after,0.0027908831151571,0.0613994285334573,0.0013289919595986,0.0560834606950627,0.0474450129576716,0.0001328991959598,0.1212705163133763,,0.0150176091434646,0.0743571001395441,0.2103794272044654,0.0027908831151571,0.0280417303475313,,,,0.0041198750747557,0.0382749684364409,0.0526280816001063,0.0079075021596119,0.0005315967838394,6.644959797993223e-05,0.0047179214565751,0.0924978403880656,,0.0289055751212705,0.0001328991959598,0.0359492325071433,,0.0030566815070768,,0.0001328991959598,0.0021928367333377,0.0010631935676789,0.003920526280816,0.023523157684896,0.0025250847232374,0.0049172702505149,0.0001993487939397,0.0013954415575785,0.0425941923051365,,0.006844308591933,0.0069107581899129,0.0104325868828493,0.0033889294969765,0.0001328991959598
BW_16__IGL.csv,after,0.0054371584699453,0.0865027322404371,0.0005191256830601,0.0818306010928961,0.0453551912568306,0.0005464480874316,0.1120218579234972,,0.0046994535519125,0.0573497267759562,0.1055737704918032,0.004535519125683,0.0247267759562841,,,,0.0022404371584699,0.1130054644808743,0.0459289617486338,0.0199726775956284,8.19672131147541e-05,,0.0033879781420765,0.0496448087431694,,0.0425409836065573,0.0006010928961748,0.0514480874316939,,0.0042622950819672,2.73224043715847e-05,0.0001639344262295,0.0048087431693989,0.0005737704918032,0.0307103825136612,0.0251639344262295,0.0014480874316939,0.013415300546448,0.0010109289617486,0.0031147540983606,0.0232786885245901,5.46448087431694e-05,0.0077322404371584,0.0062295081967213,0.0158469945355191,0.0039890710382513,0.0002185792349726
