,IGHV1-14,IGHV1-17,IGHV1-18,IGHV1-2,IGHV1-24,IGHV1-3,IGHV1-45,IGHV1-46,IGHV1-58,IGHV1-67,IGHV1-68,IGHV1-69,IGHV1-69-2,IGHV1-69D,IGHV1-8,IGHV2-10,IGHV2-26,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-15,IGHV3-16,IGHV3-19,IGHV3-20,IGHV3-21,IGHV3-22,IGHV3-23,IGHV3-25,IGHV3-30,IGHV3-33,IGHV3-35,IGHV3-37,IGHV3-38,IGHV3-41,IGHV3-42,IGHV3-43,IGHV3-47,IGHV3-48,IGHV3-49,IGHV3-50,IGHV3-52,IGHV3-53,IGHV3-54,IGHV3-57,IGHV3-6,IGHV3-60,IGHV3-62,IGHV3-64,IGHV3-65,IGHV3-66,IGHV3-7,IGHV3-71,IGHV3-72,IGHV3-73,IGHV3-74,IGHV3-75,IGHV3-76,IGHV3-9,IGHV4-28,IGHV4-30-2,IGHV4-31,IGHV4-34,IGHV4-39,IGHV4-4,IGHV4-55,IGHV4-59,IGHV4-61,IGHV4-80,IGHV5-10-1,IGHV5-51,IGHV5-78,IGHV6-1,IGHV7-27,IGHV7-34-1,IGHV7-4-1,IGHV7-56,IGHV7-81
BW_7__IGH.csv,,0.0002192982456140351,0.03980263157894737,0.04857456140350877,0.0028508771929824563,0.019407894736842107,0.00010964912280701755,0.0456140350877193,0.0006578947368421052,,,0.007456140350877193,,0.0003289473684210526,0.019736842105263157,,0.0029605263157894738,0.018969298245614035,,0.002412280701754386,0.005701754385964913,0.015899122807017545,,0.00010964912280701755,0.0017543859649122807,0.018530701754385964,,0.08157894736842106,,0.02225877192982456,0.027521929824561402,,,0.001206140350877193,,,0.005043859649122807,,0.01655701754385965,0.001973684210526316,,0.00010964912280701755,0.013706140350877192,,,,,,0.0028508771929824563,0.0005482456140350877,0.010197368421052632,0.0356359649122807,,0.0027412280701754384,0.0035087719298245615,0.020833333333333332,,,0.022587719298245615,0.002412280701754386,,0.018201754385964913,0.032017543859649125,0.08980263157894737,0.01425438596491228,0.00010964912280701755,0.05460526315789474,0.025,,,0.10778508771929825,,0.01337719298245614,,,0.1224780701754386,,
BW_8__IGH.csv,,7.190623427051126e-05,0.03523405479255051,0.003091968073631984,0.0017976558567627814,0.033220680232976196,,0.04443805277917595,0.0007909685769756238,,,0.005608686273099878,,0.07852160782339829,0.003091968073631984,,0.0033076867764435178,0.03997986625440426,0.014093621917020205,0.009635435392248507,0.0028762493708204503,0.012871215934421514,,0.00014381246854102252,0.00014381246854102252,0.01768893363054577,,0.06658517293449343,,0.0268210253829007,0.012727403465880492,,,0.002229093262385849,7.190623427051126e-05,,0.04724239591572589,,0.008772560581002373,0.02013374559574315,,,0.03242971165600057,,,,,,0.00862874811246135,7.190623427051126e-05,0.004170561587689653,0.014453153088372762,0.00014381246854102252,0.0018695620910332926,0.0031638743079024953,0.03976414755159272,,,0.013374559574315093,0.003667217947796074,0.0006471561084346013,0.021428057812612353,0.020996620406989287,0.0587473933990077,0.0005752498741640901,0.01373409074566765,0.089451355432516,0.03588121090098512,7.190623427051126e-05,0.052922988423096284,0.07054001581937154,,0.008700654346731862,,,0.013374559574315093,,
BW_15__IGH.csv,1.9426528867821898e-05,0.00021369181754604089,0.07286890978319993,0.001165591732069314,0.005876524982516124,0.026973735332970705,0.00033025099075297226,0.030363664620405625,0.002263190613101251,9.713264433910949e-06,,0.02284559794855855,0.005157743414406714,0.0008936203279198073,0.014307638511150828,4.856632216955474e-05,0.003487061931774031,0.040484886160540835,0.005167456678840625,0.010412619473152538,0.003049965032248038,0.033918719403217036,3.8853057735643796e-05,0.00011655917320693139,0.001165591732069314,0.02057269407102339,9.713264433910949e-06,0.06694381847851426,,0.06301965964721423,0.025050508975056337,6.799285103737665e-05,,0.0006702152459398554,3.8853057735643796e-05,,0.005381148496386666,9.713264433910949e-06,0.012559250913046856,0.005993084155723055,,9.713264433910949e-06,0.020193876758100863,,,3.8853057735643796e-05,3.8853057735643796e-05,9.713264433910949e-06,0.004390395524127749,8.741937990519854e-05,0.003807599658093092,0.04207786152770223,0.0009033335923537182,0.0027391405703628877,0.006643872872795089,0.03395757246095268,,,0.03571567332349056,0.0024963089595151137,0.0041767037065817076,0.05052840158520475,0.02261247960214469,0.06725464294039941,0.000942186650089362,0.00011655917320693139,0.08952715828735722,0.030441370735876914,,9.713264433910949e-06,0.027556531199005363,,0.013132333514647604,9.713264433910949e-06,,0.059037221229310745,,4.856632216955474e-05
BW_11__IGH.csv,1.3833076268666007e-05,0.00024207883470165513,0.06587310919138753,0.04667971586861344,0.016295363844488556,0.01657894190799621,4.1499228805998023e-05,0.04686646239824043,0.007974768468885953,4.841576694033102e-05,0.00010374807201499505,0.00223404181738956,6.916538134333004e-06,0.044355759055477555,0.004343585948361126,,0.0027389491011958695,0.020687365559790012,0.025210781499643797,0.00921282879493156,0.001950463753881907,0.015873455018294243,,9.683153388066205e-05,0.003734930592539822,0.022762327000089917,,0.09865058340999164,,0.05957214295101016,0.01146762022672412,2.0749614402999012e-05,,0.0013072257073889378,6.916538134333003e-05,,0.0009060664955976235,,0.009828400688887198,0.0041845055712714675,,4.841576694033102e-05,0.022029173957850617,,,6.916538134333004e-06,4.1499228805998023e-05,6.224884320899703e-05,0.00854192459590126,,0.0006155718939556374,0.017374343793444505,0.00022132922029865612,0.005699227422690395,0.0034098533002261708,0.01948388792441607,6.916538134333004e-06,,0.025266113804718462,0.00552631396933207,0.02068044902165568,0.037639800527040204,0.03319246650666408,0.05219911329981118,0.038241539344727175,6.224884320899703e-05,0.046894128550777764,0.033510627260843404,4.1499228805998023e-05,0.018972064102475428,0.039936091187638766,2.0749614402999012e-05,0.012442852103665074,,,0.017886167615385147,6.916538134333004e-06,6.916538134333004e-06
BW_12__IGH.csv,0.0001189767995240928,0.0001869635421092887,0.038633466474037564,0.06907453046655902,0.008685306365258775,0.018594374097051076,1.699668564629897e-05,0.03836151950369678,0.0020735956488484746,1.699668564629897e-05,,0.018458400611880685,,0.013002464519418713,0.03125690490354381,3.399337129259794e-05,0.0032123735871505054,0.025902948924959632,0.011370782697374012,0.01771054644344353,0.002192572448372567,0.028010537945100705,,1.699668564629897e-05,0.004470128324976629,0.021619784142092292,1.699668564629897e-05,0.07689300586385654,,0.06035523073000765,0.02197671454066457,,,0.0006458740545593609,8.498342823149486e-05,,0.0008328375966686496,,0.016282824849154415,0.003008413359394918,,1.699668564629897e-05,0.028350471658026684,,,5.0990056938896914e-05,,1.699668564629897e-05,0.00010198011387779383,,0.001274751423472423,0.06465539219852129,8.498342823149486e-05,0.006815670944165888,0.007206594714030764,0.025732982068496644,,,0.034180334834707234,0.0038072575847709696,0.007546528426956744,0.043018611370782694,0.027398657261833943,0.05413444378346222,0.0313078949604827,0.014736126455341208,0.038310529446757884,0.014923089997450498,,,0.028860372227415654,,0.01174470978159259,,,0.022605591909577633,,
BW_13__IGH.csv,3.012388447490304e-05,0.00019580524908686974,0.06365929886658885,0.0025228753247731293,0.004977971909477727,0.03455962646383251,2.259291335617728e-05,0.02946115901645517,0.0009263094476032684,1.506194223745152e-05,2.259291335617728e-05,0.03312874195127462,0.003547087396919833,0.0011673005234024928,0.01987423278231728,1.506194223745152e-05,0.0035320254546823814,0.029272884738487027,0.0068079978913280865,0.007967767443611854,0.003539556425801107,0.024799487893963926,,3.012388447490304e-05,0.0009940881876718004,0.018797303912339497,7.53097111872576e-06,0.08119139963098242,,0.037202997326505255,0.026953345633919493,,,0.000188274277968144,0.0001129645667808864,,0.0035546183680385587,7.53097111872576e-06,0.007839740934593515,0.005188839100802049,,2.259291335617728e-05,0.02058967503859623,,,7.53097111872576e-06,7.53097111872576e-06,,0.004443272960048198,5.271679783108032e-05,0.002191512595549196,0.08317957600632601,0.0004367963248860941,0.01427872124110404,0.011673005234024928,0.050675904657905634,,,0.02928794668072448,0.0004292653537673683,0.002417441729110969,0.041254659788379715,0.03489098919305644,0.0847836728546146,0.0021990435666679217,8.284068230598336e-05,0.06862220883382912,0.028015212561659827,1.506194223745152e-05,,0.021478329630605867,,0.009142598938133073,,7.53097111872576e-06,0.037594607824678994,,0.00010543359566216063
BW_14__IGH.csv,1.0080543542907833e-05,3.02416306287235e-05,0.020342536869588007,0.042701182447757585,0.010937389744054999,0.014546224332416004,,0.03158234291993024,0.002126994687553553,,,0.005826554167800728,1.0080543542907833e-05,0.0006753964173748249,1.0080543542907833e-05,,0.002126994687553553,0.004536244594308525,0.0006753964173748249,0.009808368867249322,0.0026209413211560366,0.00856846201147166,,3.02416306287235e-05,0.0015927258797794378,0.005574540579228032,,0.010070462999364926,,0.11030130744649752,0.013397042368524511,1.0080543542907833e-05,,0.0008770072882329815,8.064434834326266e-05,,0.010493845828167054,,0.00474793600870959,0.012177296599832663,,0.00034273848045886636,0.011854719206459613,,,,,,0.009808368867249322,1.0080543542907833e-05,0.011088597897198616,0.010534168002338687,1.0080543542907833e-05,0.0037298011108758983,0.00483866090059576,0.01702603804397133,,,,0.005735829275914557,0.014647029767845082,0.1863086057600226,0.00665315873831917,0.20095563552786766,0.00688501123980605,0.011007953548855354,0.09736797008094676,0.019294160341125594,,0.01623975564762452,0.026773923649963206,,0.01237890747069082,,,2.0161087085815666e-05,,
BW_16__IGH.csv,9.277298450691158e-05,0.00017523785962416633,0.0491799898980528,0.03845955613280968,0.015493088412654236,0.018822607745513396,9.277298450691158e-05,0.03153250662296028,0.0025976435661935245,2.0616218779313686e-05,1.0308109389656843e-05,0.032666398655822534,1.0308109389656843e-05,0.0011338920328622527,0.011957406892001938,9.277298450691158e-05,0.002618259784972838,0.030656317324839453,0.025193019348321324,0.013575780066178062,0.007669233385904691,0.017090845368051045,,,0.001834843471358918,0.019255548339878983,3.092432816897053e-05,0.0765274041088124,,0.08315551844636175,0.028130830524373526,1.0308109389656843e-05,,0.0012163569079795074,3.092432816897053e-05,,0.004937584397645627,0.00018554596901382316,0.01658574800795786,0.003288286895300533,,,0.020224510622506724,,,1.0308109389656843e-05,,,0.008823741637546258,6.184865633794106e-05,0.000329859500469019,0.01631773716382678,0.00010308109389656843,0.004710805991073177,0.004123243755862737,0.012596509674160662,,,0.019028769933306534,0.0028450381915452886,0.0034944490830936697,0.055406087969405535,0.0382637020544062,0.05131376854171176,0.021492408077434518,0.00011338920328622528,0.09538093618249477,0.007277525229097731,3.092432816897053e-05,0.014183958520167817,0.0545298986712847,,0.01426642339528507,,1.0308109389656843e-05,0.020729607982599912,,
BW_10__IGH.csv,,4.0445711743412406e-05,0.08284292907844445,0.05220530243280956,0.0032255455115371393,9.10028514226779e-05,0.00011122570729438412,0.01603672470626302,0.0011729256405589598,,2.0222855871706203e-05,0.010050759368237983,,0.0182612388521507,0.016087281845942283,6.0668567615118606e-05,0.00218406843414427,0.024075309915266234,0.014439119092398228,0.0076846852312483565,0.0066836538655989,0.01809945600517705,,1.0111427935853102e-05,0.014075107686707517,0.017978118869946814,,0.09424861979008675,,0.030688183785314162,0.019151044510505772,,,0.00047523711298509577,,,0.0015571599021213776,,0.01708831321159174,0.00508604825173411,,2.0222855871706203e-05,0.03854476329147202,,,1.0111427935853102e-05,2.0222855871706203e-05,,0.0015268256183138182,4.0445711743412406e-05,0.00048534854092094885,0.021790127201763432,,0.0015369370462496713,0.003700782624522235,0.02308438997755263,,,0.023003498554065804,0.001516714190377965,0.01440878480859067,0.056826224999494426,0.03280147222390746,0.060142773362454244,0.032811583651843314,2.0222855871706203e-05,0.11473437278812514,0.019879067321887198,2.0222855871706203e-05,,0.07004186131165444,,0.009302513700984854,,,,,
iRNormal_097__IGH.csv,,0.0005586592178770949,0.04823091247672253,0.008504034761018001,0.0036623215394165115,0.03165735567970205,0.00031036623215394165,0.06101800124146493,0.004655493482309125,,0.00018621973929236498,0.0013035381750465549,,0.06635630043451272,0.01601489757914339,0.00018621973929236498,0.0067039106145251395,0.02079453755431409,0.01899441340782123,0.01080074487895717,0.0037243947858473,0.03879577901924271,,,0.004717566728739913,0.04829298572315332,0.00037243947858472997,0.09851024208566107,,0.1350713842333954,0.028864059590316574,0.00012414649286157667,,,,,0.0016139044072004966,,0.021353196772191184,0.0032898820608317815,,0.00012414649286157667,0.01558038485412787,,,,,,0.005152079453755431,,0.0004345127250155183,0.016511483550589696,,0.0019863438857852266,0.0022346368715083797,0.00782122905027933,,,0.017628801986343885,0.00031036623215394165,0.008504034761018001,0.0382991930477964,0.027932960893854747,0.03234016139044072,0.00012414649286157667,6.207324643078833e-05,0.04581005586592179,0.00018621973929236498,,0.017877094972067038,0.045251396648044694,,0.013780260707635009,6.207324643078833e-05,,0.017318435754189943,,
iRNormal_088_R__IGH.csv,0.0002538844318066416,0.0005077688636132832,0.07596222199654717,0.029450594089570428,0.007819640499644561,0.023154260180765714,5.0776886361328324e-05,0.0351376053620392,0.003706712704376968,5.0776886361328324e-05,5.0776886361328324e-05,0.001726414136285163,0.0002538844318066416,0.05478826038387326,0.02031075454453133,0.00015233065908398498,0.004468365999796892,0.02427135168071494,0.01152635320402153,0.015943942317457094,0.004265258454351579,0.019447547476388747,,5.0776886361328324e-05,0.003605158931654311,0.03381740631664466,5.0776886361328324e-05,0.11023662029044379,5.0776886361328324e-05,0.0729663857012288,0.035493043566568495,,,5.0776886361328324e-05,5.0776886361328324e-05,5.0776886361328324e-05,0.0034020513862089976,,0.01543617345384381,0.005737788158830101,,,0.018381232862800852,,,,,,0.004011374022544937,0.00030466131816796996,0.00035543820452929825,0.025845435157916118,5.0776886361328324e-05,0.0016756372499238347,0.006854879658779324,0.01122169188585356,,,0.03935208693002945,0.0002031075454453133,0.0008124301817812532,0.043820452929826344,0.05681933583832639,0.040113740225449376,0.040824616634507975,0.0009139839545039098,0.04260180765715446,,,,0.01817812531735554,,0.0055346806133847876,,,0.027774956839646592,,5.0776886361328324e-05
SS03F_W_1_HJ__IGH.csv,,0.0010066526610644257,0.1490064775910364,0.04884453781512605,0.0023634453781512603,0.013436624649859945,6.565126050420168e-05,0.05422794117647059,0.012867647058823529,,,0.04413953081232493,,0.00019695378151260505,0.005777310924369748,2.188375350140056e-05,0.013918067226890757,0.005011379551820729,0.005120798319327731,0.012036064425770309,0.0005689775910364146,0.026348039215686275,2.188375350140056e-05,6.565126050420168e-05,0.0002844887955182073,0.01245185574229692,,0.04893207282913165,,0.0352984943977591,,2.188375350140056e-05,,8.753501400560224e-05,2.188375350140056e-05,,0.024553571428571428,,0.012605042016806723,0.031096813725490197,,2.188375350140056e-05,0.017703956582633053,,,4.376750700280112e-05,,2.188375350140056e-05,0.003326330532212885,0.00017507002801120448,0.0023196778711484594,0.010263480392156863,,0.0010285364145658264,0.00048144257703081235,0.03046218487394958,,,0.038953081232493,6.565126050420168e-05,8.753501400560224e-05,,0.06322216386554622,0.03418242296918768,0.00586484593837535,2.188375350140056e-05,0.05418417366946779,0.1054359243697479,4.376750700280112e-05,0.003326330532212885,0.06048669467787115,0.00017507002801120448,0.004508053221288515,,,0.0031074929971988794,8.753501400560224e-05,
WDM__IGH.csv,,0.00026333113890717575,0.07913100724160632,0.0068466096115865705,0.010072416063199474,0.05766951942067149,0.0014483212639894668,0.03640552995391705,0.004410796576695194,,6.583278472679394e-05,0.020605661619486505,,0.030414746543778803,0.025148123765635286,6.583278472679394e-05,0.0034233048057932852,0.018762343647136272,0.022053982883475973,0.01204739960500329,0.004081632653061225,0.02521395655036208,,6.583278472679394e-05,0.0026333113890717576,0.018235681369321924,6.583278472679394e-05,0.0369321922317314,,0.023107307439104673,0.019289005924950624,,,0.0005924950625411455,0.00019749835418038183,,0.001119157340355497,,0.01237656352863726,0.0033574720210664912,,6.583278472679394e-05,0.02021066491112574,,,6.583278472679394e-05,,,0.0067149440421329825,6.583278472679394e-05,0.00013166556945358788,0.015404871626069783,6.583278472679394e-05,0.002304147465437788,0.002106649111257406,0.012903225806451613,,,0.015997366688610928,0.0009216589861751152,6.583278472679394e-05,0.027781435154707042,0.017314022383146808,0.1805793285055958,0.0017116524028966426,0.00039499670836076365,0.08426596445029624,0.0068466096115865705,,0.02165898617511521,0.03522053982883476,,0.015470704410796577,,,0.055562870309414085,,6.583278472679394e-05
WGF__IGH.csv,0.0001300305571809375,0.00052012222872375,0.11241141668292048,0.07691307457252454,0.008451986216760939,0.0010402444574475,6.501527859046876e-05,0.09895325401469346,0.0017554125219426564,6.501527859046876e-05,,0.014953514075807814,,,0.03283271568818672,0.0001300305571809375,0.003315779208113907,0.01930953774136922,0.005006176451466095,0.011442689031922502,0.0033807944867043755,0.04304011442689032,,6.501527859046876e-05,0.0014303361289903127,0.021129965541902346,0.0001300305571809375,0.044665496391652036,,0.04655093947077563,0.0001300305571809375,,,0.0005851375073142189,0.0003250763929523438,,0.008647032052532345,0.0001300305571809375,0.007476757037903907,0.004811130615694688,,,0.01358819322540797,,,,,,0.005331252844418439,0.0001300305571809375,0.007086665366361095,0.03582341850334829,0.0003900916715428126,0.004941161172875626,0.0025355958650282815,0.018724400234055003,,,0.03835901436837657,0.00052012222872375,0.00052012222872375,,0.014758468240036408,0.0682660425199922,0.037448800468110006,0.000260061114361875,0.0641050646902022,0.034848189324491255,,,0.03751381574670047,,0.044925557506013916,0.0001300305571809375,,,,
WJW__IGH.csv,,,0.1194331983805668,0.02327935222672065,0.00708502024291498,0.030364372469635626,,0.0354251012145749,,,,0.0010121457489878543,,0.0860323886639676,0.02327935222672065,,0.006072874493927126,0.02834008097165992,0.00708502024291498,0.0010121457489878543,0.004048582995951417,0.019230769230769232,,,,0.030364372469635626,,0.03441295546558704,,0.11336032388663968,0.012145748987854251,,,,,,,,0.016194331983805668,0.009109311740890687,,,0.024291497975708502,,,,,,,,,0.04149797570850203,,0.009109311740890687,0.003036437246963563,0.019230769230769232,,,0.04149797570850203,,,0.05465587044534413,0.024291497975708502,0.011133603238866396,,0.020242914979757085,0.008097165991902834,0.004048582995951417,,,0.07388663967611336,,0.015182186234817813,,,0.04251012145748988,,
JGR__IGH.csv,,0.0005066176936229498,0.07333291115192198,0.002786397314926224,0.0070293204990184285,0.04255588626432778,0.0005699449053258185,0.03951618010259008,0.005382812994743842,,,0.027357355455639287,,0.04394908492179089,0.044012412133493765,0.00012665442340573744,0.004496232030903679,0.025140903046038884,0.018048255335317585,0.012792096763979481,0.005699449053258185,0.018174909758723323,,,0.002026470774491799,0.02577417516306757,0.00012665442340573744,0.041795959723893356,,0.07656259894876828,0.021911215249192578,0.0002533088468114749,,0.0007599265404344247,,,0.0026597428915204864,,0.013172060034196695,0.002723070103223355,,6.332721170286872e-05,0.012222151858653664,,,,,,0.0010765625989487683,0.00012665442340573744,0.0013298714457602432,0.02178456082578684,,0.0014565258691659807,0.0018998163510860616,0.010069026660756127,,,0.033500094990817554,0.005636121841555316,0.004622886454309417,0.03736305490469255,0.06332721170286872,0.06003419669431955,0.00044329048192008104,0.006206066746881135,0.04439237540371097,0.005256158571338104,,,0.04863529858780318,,0.018174909758723323,,,0.06313723006776012,,
LFJ__IGH.csv,5.422405379026136e-05,0.00016267216137078408,0.07141307884177421,0.054386725951632145,0.010248346166359397,0.036492788200845894,0.0009218089144344431,0.08589090120377399,0.005693525647977443,,,0.0013013772909662726,,0.045927773560351375,0.022069189892636374,0.00010844810758052273,0.00010844810758052273,0.04440950005422405,0.013827133716516646,0.0041752521418501245,0.0029280989046741135,0.02559375338900336,,5.422405379026136e-05,0.004121028088059864,0.017785489643205726,0.00016267216137078408,0.04587354950656111,,0.012471532371760113,0.03909554278277844,5.422405379026136e-05,,0.00016267216137078408,0.00010844810758052273,,0.002060514044029932,,0.019195315041752523,0.005368181325235874,,0.00010844810758052273,0.01160394751111593,,,,,,0.00759136753063659,,0.0011929291833857499,0.023316343129812386,0.00010844810758052273,0.003904131872898818,0.004012579980479341,0.00916386509055417,,,0.009380761305715215,0.0005964645916928749,5.422405379026136e-05,0.014315150200628998,0.04272855438672595,0.06729205075371435,0.02429237609803709,0.00010844810758052273,0.04598199761414163,0.01588764776054658,,0.016212992083288146,0.05145862704695803,,0.03719770090011929,,,0.04126450493438889,,
