,IGHV1-14,IGHV1-17,IGHV1-18,IGHV1-2,IGHV1-24,IGHV1-3,IGHV1-45,IGHV1-46,IGHV1-58,IGHV1-67,IGHV1-68,IGHV1-69,IGHV1-69-2,IGHV1-69D,IGHV1-8,IGHV2-10,IGHV2-26,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-15,IGHV3-16,IGHV3-19,IGHV3-20,IGHV3-21,IGHV3-22,IGHV3-23,IGHV3-25,IGHV3-30,IGHV3-33,IGHV3-35,IGHV3-37,IGHV3-38,IGHV3-41,IGHV3-42,IGHV3-43,IGHV3-47,IGHV3-48,IGHV3-49,IGHV3-50,IGHV3-52,IGHV3-53,IGHV3-54,IGHV3-57,IGHV3-6,IGHV3-60,IGHV3-62,IGHV3-64,IGHV3-65,IGHV3-66,IGHV3-7,IGHV3-71,IGHV3-72,IGHV3-73,IGHV3-74,IGHV3-75,IGHV3-76,IGHV3-9,IGHV4-28,IGHV4-30-2,IGHV4-31,IGHV4-34,IGHV4-39,IGHV4-4,IGHV4-55,IGHV4-59,IGHV4-61,IGHV4-80,IGHV5-10-1,IGHV5-51,IGHV5-78,IGHV6-1,IGHV7-27,IGHV7-34-1,IGHV7-4-1,IGHV7-56,IGHV7-81
BW_7__IGH.csv,,0.0003014318010550113,0.04159758854559156,0.04868123587038432,0.0033157498116051245,0.020346646571213264,0.00015071590052750564,0.04566691785983421,0.000904295403165034,,,0.009193669932177845,,0.000452147701582517,0.020648078372268275,,0.0037678975131876413,0.020949510173323287,,0.003014318010550113,0.006631499623210249,0.017483044461190655,,0.00015071590052750564,0.002260738507912585,0.02110022607385079,,0.08651092690278825,,0.024717407686510928,0.02848530519969857,,,0.0013564431047475508,,,0.005727204220045215,,0.016428033157498117,0.0019593067068575734,,0.00015071590052750564,0.015071590052750565,,,,,,0.0028636021100226076,0.0006028636021100226,0.009796533534287867,0.037377543330821404,,0.0027128862094951017,0.004069329314242653,0.023360964581763375,,,0.022758100979653355,0.0031650339110776186,,0.01899020346646571,0.03692539562923888,0.09540316503391108,0.016880180859080635,0.00015071590052750564,0.06239638281838734,0.028183873398643557,,,0.08153730218538056,,0.013564431047475508,,,0.09223813112283345,,
BW_8__IGH.csv,,0.0001026694045174538,0.03449691991786448,0.003593429158110883,0.0022587268993839835,0.02997946611909651,,0.048459958932238194,0.0011293634496919917,,,0.006673511293634497,,0.07761806981519508,0.003593429158110883,,0.003080082135523614,0.03860369609856263,0.014373716632443531,0.010985626283367557,0.003080082135523614,0.015195071868583163,,0.0002053388090349076,0.0002053388090349076,0.019096509240246407,,0.07186858316221766,,0.02895277207392197,0.01457905544147844,,,0.0017453798767967145,0.0001026694045174538,,0.045585215605749484,,0.010677618069815195,0.01375770020533881,,,0.03162217659137577,,,,,,0.009856262833675565,0.0001026694045174538,0.003490759753593429,0.01642710472279261,0.0002053388090349076,0.0022587268993839835,0.0037987679671457907,0.03880903490759754,,,0.015400410677618069,0.004928131416837783,0.0008213552361396304,0.02299794661190965,0.018788501026694045,0.06848049281314168,0.0008213552361396304,0.014784394250513347,0.08973305954825463,0.036652977412731005,0.0001026694045174538,0.03880903490759754,0.05831622176591376,,0.00862422997946612,,,0.014168377823408624,,
BW_15__IGH.csv,3.148565041482344e-05,0.00033059932935564616,0.06591520914343288,0.0015113112199115254,0.005919302277986808,0.026542403299696163,0.0002991136789408227,0.02485792100250311,0.0020150816265487002,1.574282520741172e-05,,0.02622754679554793,0.0053525605705199856,0.0009445695124447033,0.016041938886352546,7.871412603705862e-05,0.003856992175815872,0.03784575179861778,0.0051479038428236335,0.01270445994238126,0.003117079391067521,0.0334377607405425,6.297130082964688e-05,0.00018891390248894067,0.0012751688418003494,0.023834637364021347,1.574282520741172e-05,0.07458950583271674,,0.06599392326946994,0.025629319437666283,9.445695124447034e-05,,0.0005509988822594103,6.297130082964688e-05,,0.006092473355268337,1.574282520741172e-05,0.015128855024322665,0.006659215062735159,,1.574282520741172e-05,0.019615560208435006,,,6.297130082964688e-05,6.297130082964688e-05,1.574282520741172e-05,0.0046283906109790465,0.00014168542686670549,0.0042820484564159884,0.03929409171769966,0.0008028840855779978,0.003022622439823051,0.005872073802364573,0.03288676185828309,,,0.03463421545630579,0.0021725098786228177,0.004234819980793753,0.04759056060200564,0.02419672234379182,0.06978794414445616,0.0012751688418003494,0.00018891390248894067,0.089702618031832,0.03293399033390532,,1.574282520741172e-05,0.028400056674170747,,0.011555233702240203,1.574282520741172e-05,,0.05015664111081375,,4.722847562223517e-05
BW_11__IGH.csv,2.7199782401740785e-05,0.00035359717122263024,0.06444988440092479,0.04486604107167143,0.016183870529035766,0.016061471508227933,8.159934720522235e-05,0.041370869033047736,0.007942336461308309,6.799945600435197e-05,0.00012239902080783354,0.0024343805249558005,1.3599891200870393e-05,0.045491636066911464,0.004787161702706378,,0.0027879776961784305,0.019243846049231607,0.022222222222222223,0.009615123079015369,0.0023119815041479667,0.01698626410988712,,0.00010879912960696314,0.004297565619475044,0.02454780361757106,,0.10081599347205222,,0.06677546579627364,0.01249830001359989,4.0799673602611176e-05,,0.0012375900992792057,0.00012239902080783354,,0.001101591187270502,,0.011111111111111112,0.004229566163470692,,9.519923840609275e-05,0.022059023527811777,,,1.3599891200870393e-05,8.159934720522235e-05,9.519923840609275e-05,0.009669522643818849,,0.0007751937984496124,0.01901264789881681,0.00031279749762001905,0.006160750713994288,0.0035087719298245615,0.016891064871481027,1.3599891200870393e-05,,0.022956616347069223,0.0048823609411124715,0.01939344485244118,0.03927648578811369,0.033088535291717666,0.05695634434924521,0.034108527131782945,0.00012239902080783354,0.050645994832041345,0.03345573235414117,5.439956480348157e-05,0.01792465660274718,0.03716850265197878,4.0799673602611176e-05,0.011192710458316333,,,0.015707874337005302,1.3599891200870393e-05,1.3599891200870393e-05
BW_12__IGH.csv,0.0002119670542635659,0.0003330910852713178,0.04139413759689922,0.0540515988372093,0.009629360465116279,0.01577640503875969,3.0281007751937984e-05,0.034914001937984496,0.0026041666666666665,3.0281007751937984e-05,,0.019894622093023256,,0.015594718992248062,0.02570857558139535,6.056201550387597e-05,0.003694282945736434,0.025193798449612403,0.011173691860465117,0.019349563953488372,0.0028766957364341084,0.02525436046511628,,3.0281007751937984e-05,0.005995639534883721,0.02392199612403101,3.0281007751937984e-05,0.07770106589147287,,0.0700702519379845,0.023831153100775194,,,0.0005753391472868218,9.084302325581395e-05,,0.0011203972868217055,,0.018138323643410854,0.0032703488372093025,,3.0281007751937984e-05,0.02794937015503876,,,9.084302325581395e-05,,3.0281007751937984e-05,0.0001816860465116279,,0.0014232073643410852,0.06147044573643411,9.084302325581395e-05,0.0068435077519379845,0.007328003875968992,0.023649467054263566,,,0.034611191860465115,0.0041787790697674415,0.007751937984496124,0.042726501937984496,0.02900920542635659,0.05859375,0.02825218023255814,0.015443313953488372,0.03609496124031008,0.01595809108527132,,,0.034944282945736434,,0.010780038759689923,,,0.02001574612403101,,
BW_13__IGH.csv,6.906196584885789e-05,0.0003625753207065039,0.05609558176073482,0.0021409209413145946,0.005490426284984202,0.03285623025259414,5.1796474386643415e-05,0.026398936445725926,0.0011395224365061552,3.4530982924428946e-05,3.4530982924428946e-05,0.03297708869282964,0.003953797544847114,0.0012603808767416565,0.01911289904867142,3.4530982924428946e-05,0.003936532053384899,0.028056423626098517,0.006422762823943783,0.009616878744453461,0.003660284189989468,0.026278078005490427,,6.906196584885789e-05,0.0013294428425905144,0.02132288195583487,1.7265491462214473e-05,0.08867556414993352,,0.04451043698958891,0.028747043284587097,,,0.0002417168804710026,0.0001726549146221447,,0.004627151711873478,1.7265491462214473e-05,0.010411091351715326,0.0054558953020597736,,5.1796474386643415e-05,0.022531466358189887,,,1.7265491462214473e-05,1.7265491462214473e-05,,0.00459262072894905,0.00010359294877328683,0.002658885685181029,0.06975258550734646,0.0005352302353286486,0.014105906524629223,0.008822666137191595,0.04730744660646765,,,0.030128282601564253,0.0007769471157996513,0.0024689652790966694,0.042455843505585386,0.03064624734543069,0.08384122654051347,0.0023999033132478115,0.0001899204060843592,0.07068492204630605,0.03320154008183843,1.7265491462214473e-05,,0.022997634627669676,,0.008511887290871734,,1.7265491462214473e-05,0.035428788480464095,,0.00015538942315993025
BW_14__IGH.csv,2.8404249275691642e-05,8.521274782707493e-05,0.024626484122024655,0.04218031017440209,0.012725103675509856,0.014457762881327047,,0.025677441345225246,0.002300744191331023,,,0.009771061750837926,2.8404249275691642e-05,0.0007669147304436743,2.8404249275691642e-05,,0.003238084417428847,0.005851275350792479,0.0010509572232005908,0.011702550701584958,0.003493722660910072,0.010225529739248992,,8.521274782707493e-05,0.0019598932000227235,0.00880531727546441,,0.016048400840765777,,0.1189569959665966,0.019456910753848776,2.8404249275691642e-05,,0.0011361699710276656,0.0001988297449298415,,0.011617337953757882,,0.008038402545020735,0.013520422655229222,,0.0005964892347895245,0.01471340112480827,,,,,,0.011872976197239107,2.8404249275691642e-05,0.010679997727660057,0.015423507356700563,2.8404249275691642e-05,0.004289041640629438,0.005482020110208487,0.01900244276543771,,,,0.007470317559506902,0.011958188945066181,0.1426745441117991,0.011617337953757882,0.16022837016417657,0.011475316707379423,0.016304039084247005,0.10958359370561836,0.02474010111912742,,0.017184570811793445,0.026188717832187694,,0.010310742487076066,,,5.6808498551383284e-05,,
BW_16__IGH.csv,0.00013430430370679877,0.000253685907001731,0.04731988300602877,0.03729182832925446,0.011624783620844029,0.016892496866232915,0.00013430430370679877,0.03150182056945025,0.0026562406733122426,2.9845400823733064e-05,1.4922700411866532e-05,0.035918939891362744,1.4922700411866532e-05,0.000955052826359458,0.012729063451322152,0.00013430430370679877,0.0027159314749597087,0.029994627827851728,0.021652838297618337,0.013743807079329075,0.006849519489046738,0.018339998806183967,,,0.001716110547364651,0.022175132812033666,4.47681012355996e-05,0.07876201277383155,,0.08973019757655346,0.029502178714260134,1.4922700411866532e-05,,0.0010445890288306571,4.47681012355996e-05,,0.004118665313675163,0.00010445890288306572,0.01844445770906703,0.0035366799976123678,,,0.0222945144153286,,,1.4922700411866532e-05,,,0.007580731809228198,8.95362024711992e-05,0.000477526413179729,0.01772816808929744,0.0001492270041186653,0.004163433414910762,0.0040888199128514295,0.011893392228257626,,,0.017578941085178774,0.0020593326568375814,0.00404405181161583,0.05631827135438429,0.0438727392108876,0.05143854831970393,0.019384587835014625,0.00016414970453053183,0.08956604787202292,0.007058437294812869,4.47681012355996e-05,0.013340894168208679,0.05370679878230765,,0.013818420581388408,,1.4922700411866532e-05,0.01896675222348236,,
BW_10__IGH.csv,,8.600116101567371e-05,0.0724559781557051,0.050697684418739654,0.0036335490529122143,0.00017200232203134743,0.00021500290253918428,0.016361720883231925,0.0018275246715830664,,4.300058050783686e-05,0.012663670959557954,,0.023177312893724066,0.017565737137451357,0.00010750145126959214,0.001956526413106577,0.02010277138741373,0.014534196211648857,0.008664616972329127,0.00574057749779622,0.018210745845068908,,2.150029025391843e-05,0.012749672120573628,0.023456816667025007,,0.09219324460880222,,0.03416396121347638,0.021521790544172345,,,0.0005375072563479607,,,0.0024940336694545375,,0.019866268194620628,0.0058480789490658125,,2.150029025391843e-05,0.03760400765410333,,,2.150029025391843e-05,4.300058050783686e-05,,0.001698522930059556,8.600116101567371e-05,0.000602008127109716,0.024252327406419985,,0.001999526993614414,0.0033540452796112746,0.023736320440325944,,,0.02476833437251403,0.0012685171249811873,0.012147663993463911,0.05329921953946378,0.03747500591257982,0.06531788179140419,0.032637440605448174,4.300058050783686e-05,0.10818946055771753,0.018124744684053236,4.300058050783686e-05,,0.06340435595880545,,0.008793618713852636,,,,,
iRNormal_097__IGH.csv,,0.0005832415267967079,0.04827943749594971,0.008619013673773573,0.00375866761713434,0.029939731708897674,0.0003240230704426155,0.06000907264597239,0.004730736828462186,,0.0001944138422655693,0.0013608968958589852,,0.0690169140042771,0.015747521223511113,0.0001944138422655693,0.006804484479294926,0.020154234981530687,0.01924697038429136,0.011146393623225974,0.003693863003045817,0.03706823925863521,,,0.004925150670727756,0.0487978744086579,0.0003888276845311386,0.10090078413583047,,0.13822824185081978,0.029680513252543582,0.0001296092281770462,,,,,0.0014905061240360314,,0.021579936491478192,0.003369839932603201,,0.0001296092281770462,0.01587713045168816,,,,,,0.005054759898904802,,0.0004536322986196617,0.0171084181193701,,0.00187933380856717,0.0023329661071868316,0.008035772146976865,,,0.018015682716609423,0.0002592184563540924,0.008619013673773573,0.03700343464454669,0.027865984058064935,0.03071738707795995,0.0001296092281770462,6.48046140885231e-05,0.045816862160585836,0.0001944138422655693,,0.017238027347547147,0.044002332966107185,,0.012183267448642343,6.48046140885231e-05,,0.016589981206661913,,
iRNormal_088_R__IGH.csv,0.00031879622545269063,0.0006375924509053813,0.06484315225707728,0.026842642183116553,0.007714868655955114,0.02218821729150727,6.375924509053813e-05,0.0327722519765366,0.004271869421066055,6.375924509053813e-05,6.375924509053813e-05,0.0015939811272634532,0.00019127773527161438,0.058467227748023466,0.021933180311145117,0.00019127773527161438,0.005292017342514665,0.024611068604947717,0.011412904871206326,0.016449885233358837,0.004335628666156593,0.01938281050752359,,6.375924509053813e-05,0.0034429992348890587,0.03583269574088243,6.375924509053813e-05,0.11636062229023209,6.375924509053813e-05,0.07670237184391737,0.03742667686814588,,,6.375924509053813e-05,6.375924509053813e-05,6.375924509053813e-05,0.0036980362152512114,,0.017151236929354757,0.005483295077786279,,,0.018298903340984444,,,,,,0.0031879622545269064,0.00038255547054322876,0.0004463147156337669,0.02697016067329763,6.375924509053813e-05,0.0015939811272634532,0.005865850548329507,0.01192297883193063,,,0.0386381025248661,0.0002550369803621525,0.0007013516959959194,0.04278245345575108,0.05795715378729916,0.039913287426676866,0.04144350930884978,0.0008926294312675338,0.04042336138740117,,,,0.016832440703902066,,0.006184646773782198,,,0.025057383320581484,,6.375924509053813e-05
SS03F_W_1_HJ__IGH.csv,,0.0010588618592528235,0.12619461337966986,0.05039096437880104,0.002660729800173762,0.011973284100781929,8.145091225021721e-05,0.053486099044309295,0.011484578627280626,,,0.04463509991311903,,0.00019005212858384015,0.006543223284100782,2.7150304083405733e-05,0.01572002606429192,0.005674413553431798,0.006081668114682885,0.014199609035621199,0.0006787576020851433,0.025982841007819286,2.7150304083405733e-05,8.145091225021721e-05,0.00035295395308427457,0.013466550825369244,,0.05275304083405734,,0.03855343179843614,,2.7150304083405733e-05,,0.00010860121633362293,2.7150304083405733e-05,,0.02736750651607298,,0.010642919200695048,0.03149435273675065,,2.7150304083405733e-05,0.020009774109470028,,,5.4300608166811465e-05,,2.7150304083405733e-05,0.003909643788010426,0.00019005212858384015,0.0026064291920069507,0.011674630755864465,,0.001221763683753258,0.0005430060816681147,0.030571242397914856,,,0.036734361424847956,8.145091225021721e-05,0.00010860121633362293,,0.05698848827106864,0.03825477845351868,0.006733275412684622,2.7150304083405733e-05,0.0573142919200695,0.10746090356211989,5.4300608166811465e-05,0.0037195916594265858,0.06114248479582971,0.00021720243266724586,0.004588401390095569,,,0.003665291051259774,0.00010860121633362293,
WDM__IGH.csv,,0.0003527336860670194,0.07742504409171076,0.005555555555555556,0.010846560846560847,0.04664902998236332,0.0014109347442680777,0.039153439153439155,0.0049382716049382715,,8.818342151675486e-05,0.022486772486772486,,0.031569664902998236,0.025573192239858905,8.818342151675486e-05,0.003615520282186949,0.015432098765432098,0.020370370370370372,0.013315696649029983,0.004497354497354497,0.029365079365079365,,8.818342151675486e-05,0.0024691358024691358,0.020987654320987655,8.818342151675486e-05,0.042328042328042326,,0.026278659611992945,0.021516754850088183,,,0.0006172839506172839,0.00026455026455026457,,0.0014991181657848325,,0.013668430335097001,0.0037918871252204584,,8.818342151675486e-05,0.02416225749559083,,,8.818342151675486e-05,,,0.007671957671957672,8.818342151675486e-05,0.0001763668430335097,0.018783068783068783,8.818342151675486e-05,0.00291005291005291,0.0027336860670194004,0.012522045855379188,,,0.017372134038800707,0.0012345679012345679,8.818342151675486e-05,0.02398589065255732,0.021340388007054675,0.16375661375661377,0.0020282186948853615,0.0005291005291005291,0.08659611992945326,0.007760141093474427,,0.020370370370370372,0.039947089947089946,,0.013932980599647267,,,0.045326278659611995,,8.818342151675486e-05
WGF__IGH.csv,0.00016485328058028355,0.0006594131223211342,0.10896801846356742,0.0791295746785361,0.009479063633366303,0.0011539729640619848,8.242664029014178e-05,0.06627101879327399,0.002060666007253544,8.242664029014178e-05,,0.018216287504121333,,,0.03717441477085394,0.00016485328058028355,0.0034619188921859545,0.020029673590504452,0.005769864820309925,0.013270689086712825,0.003626772172766238,0.04269699967029344,,8.242664029014178e-05,0.0015661061655126937,0.023574019122980547,0.00016485328058028355,0.050774810418727334,,0.0520936366633696,0.00016485328058028355,,,0.0006594131223211342,0.0003297065611605671,,0.009891196834817012,8.242664029014178e-05,0.008984503791625454,0.005769864820309925,,,0.015578635014836795,,,,,,0.006017144741180349,0.00016485328058028355,0.008489943949884603,0.03338278931750742,0.0004121332014507089,0.0056874381800197825,0.00280250576986482,0.017886580942960764,,,0.03923508077810749,0.0004945598417408506,0.0004945598417408506,,0.01722716782063963,0.07088691064952192,0.03989449390042862,0.0003297065611605671,0.0676722716782064,0.03791625453346521,,,0.040718760303330034,,0.028025057698648204,8.242664029014178e-05,,,,
WJW__IGH.csv,,,0.13201820940819423,0.025796661608497723,0.006069802731411229,0.030349013657056147,,0.03490136570561457,,,,0.0015174506828528073,,0.08952959028831563,0.02276176024279211,,0.006069802731411229,0.030349013657056147,0.006069802731411229,0.0015174506828528073,0.004552352048558422,0.01669195751138088,,,,0.03186646433990895,,0.03186646433990895,,0.11836115326251896,0.007587253414264037,,,,,,,,0.02276176024279211,0.010622154779969651,,,0.028831562974203338,,,,,,,,,0.04400606980273141,,0.013657056145675266,0.004552352048558422,0.015174506828528073,,,0.03186646433990895,,,0.048558421851289835,0.019726858877086494,0.010622154779969651,,0.019726858877086494,0.009104704097116844,0.006069802731411229,,,0.06828528072837632,,0.013657056145675266,,,0.03490136570561457,,
JGR__IGH.csv,,0.0004988953032570736,0.06977407169838215,0.0027795595467179817,0.007768512579288718,0.03770223077471314,0.0006414368184733803,0.038272396835578364,0.00548784833582781,,,0.027510512436747202,,0.04311880835293279,0.04547074335400185,0.00014254151521630675,0.004561328486921816,0.02280664243460908,0.017247523341173118,0.013113819399900221,0.005772931366260423,0.01860166773572803,,,0.0022093934858527548,0.027795595467179815,0.00014254151521630675,0.04276245456489203,,0.08110612215807854,0.02302045470743354,0.00021381227282446012,,0.0007839783336896872,,,0.0027082887891098284,,0.014111610006414367,0.0027795595467179817,,7.127075760815338e-05,0.012900007127075761,,,,,,0.001140332121730454,0.00014254151521630675,0.0014966859097712208,0.02245028864656831,,0.0014966859097712208,0.0020668519706364477,0.009906635307533319,,,0.03349725607583209,0.005345306820611503,0.004917682274962583,0.0369895231986316,0.06635307533319079,0.06150666381583636,0.0004988953032570736,0.0067707219727745705,0.04525693108117739,0.005630389851044117,,,0.04867792744636876,,0.01774641864443019,,,0.05623262775283301,,
LFJ__IGH.csv,7.472724555372888e-05,0.00022418173666118667,0.06949633836496787,0.050440890748767,0.010611268868629502,0.03228217007921088,0.0007472724555372889,0.06090270512628904,0.006426543117620685,,,0.0015692721566283067,,0.052159617396502767,0.022343446420564936,0.00014945449110745777,0.00014945449110745777,0.03818562247795546,0.01285308623524137,0.004483634733223734,0.0035121805410252577,0.027350171872664773,,7.472724555372888e-05,0.0049319982065461065,0.022492900911672397,0.00014945449110745777,0.056717979375280225,,0.013973994918547302,0.04274398445673293,7.472724555372888e-05,,0.00022418173666118667,0.00014945449110745777,,0.002615453594380511,,0.020774174263936632,0.00470781646988492,,0.00014945449110745777,0.014048722164101031,,,,,,0.008967269466447467,,0.0011209086833059334,0.02705126289044986,0.00014945449110745777,0.00403527125990136,0.004633089224331191,0.011732177551935436,,,0.009565087430877297,0.00067254520998356,7.472724555372888e-05,0.01606635779405171,0.05103870871319683,0.06979524734718279,0.02421162755940816,0.00014945449110745777,0.046629801225526825,0.016589448512927814,,0.015543267075175608,0.05208489015094903,,0.027798535345987148,,,0.03429980570916156,,
