sample,Category,TRAV1-1,TRAV1-2,TRAV10,TRAV12-1,TRAV12-2,TRAV12-3,TRAV13-1,TRAV13-2,TRAV14DV4,TRAV16,TRAV17,TRAV18,TRAV19,TRAV2,TRAV20,TRAV21,TRAV22,TRAV23DV6,TRAV24,TRAV25,TRAV26-1,TRAV26-2,TRAV27,TRAV28,TRAV29DV5,TRAV3,TRAV30,TRAV34,TRAV35,TRAV36DV7,TRAV38-1,TRAV38-2DV8,TRAV39,TRAV4,TRAV40,TRAV41,TRAV5,TRAV6,TRAV7,TRAV8-1,TRAV8-2,TRAV8-3,TRAV8-4,TRAV8-5,TRAV8-6,TRAV9-1,TRAV9-2
BW_15__TRA.csv,cancer,0.0879948518721548,0.0992921324212884,0.0171286475836372,0.0212280827196097,0.0299433547044196,0.0133390534753835,0.1105338004782674,0.0162626816343717,0.01843951347014,0.0181932295763122,0.0263205980726299,,0.0583295596285085,0.0517116730621032,0.0048621207426651,0.0308649331458397,0.0333436613675906,0.0223323879209667,0.0136647837865751,0.0098751896783214,0.0172319279262101,0.0123300839748631,0.0105981520763321,,0.0485338163675509,0.0193690365532966,0.0024787282217508,0.0008580213075291,0.0096289057844936,0.0041232690611816,0.0043059958211184,0.0087073273430734,0.000127114267782,0.0114243948169157,0.0003018963859824,0.0035750887813714,0.0432109064041757,0.0072693471887885,7.944641736380897e-06,0.0060538170031222,0.0113528930412883,0.0220940486688752,0.0142447426333309,,0.0087708844769645,3.972320868190449e-05,0.0497016787027988
BW_13__TRA.csv,cancer,0.092390502875682,0.1106584574546527,0.0144337118419112,0.0185628963279752,0.0318537088924937,0.0134014157203952,0.0947500368677186,0.0167379442560094,0.0211805043503908,0.0162402300545642,0.0240561864031853,,0.0393009880548591,0.0475777908862999,0.0070786019761097,0.0364068721427518,0.0231160595782333,0.0273742810794868,0.0164430025070048,0.0096224745612741,0.0177702403775254,0.0105626013862262,0.0125350243326942,,0.031743105736617,0.0265263235510986,0.003613036425306,0.0010875976994543,0.0102123580592832,0.0055485916531485,0.004811237280637,0.0112815218994248,7.37354372511429e-05,0.0100095856068426,0.0004055449048812,0.004129184486064,0.0419001622179619,0.0105994691048517,,0.0075394484589293,0.0145811827164135,0.0283512756230644,0.0182863884382834,,0.0102492257779088,3.686771862557145e-05,0.0569606252765078
BW_12__TRA.csv,cancer,0.0103911927244245,0.0273965449719333,0.0140550889865541,0.022540359427353,0.0509029198033157,0.0944780470823724,0.0677864322701362,0.0175275227361733,0.0312954179539619,0.0155954919281145,0.0380575257821678,,0.0157521430747138,0.0328967407858665,0.0127757712893259,0.0821983377572777,0.0150472129150167,0.0309995213437187,0.0076323919759801,0.0133675645098124,0.0460293285757799,0.007501849353814,0.0196858274226534,,0.0183978068839476,0.0134981071319785,0.0053087333014229,0.0012009921239284,0.0106870893346677,0.0084765675993211,0.0057003611679213,0.0195639876419651,0.0001914625125103,0.0209303337539706,0.0009399068795961,0.0059527435707758,0.0131848048387798,0.0161002567338235,3.481136591096993e-05,0.0205213002045167,0.0200165353988077,0.0251686175536312,0.0336190766285192,,0.0129498281188808,0.0001740568295548,0.073469387755102
BW_11__TRA.csv,cancer,0.0216222064232944,0.0260424716392074,0.0124725665358103,0.0275725634447157,0.0525176965163364,0.053460480356094,0.0589626286668109,0.0194893511792525,0.0286699020123025,0.0215603845321628,0.0527495286080801,,0.1198417359587029,0.0260270161664245,0.0097833142715835,0.0798120614509597,0.0116070600599672,0.002457420172483,0.0215758400049457,0.010046057308893,0.0306327470557324,0.0095514821798398,0.0149608976538592,,0.0182683688294024,0.019937559889957,0.0030447281382337,0.0018237457883836,0.0077277363914562,0.007758647337022,0.001931934097864,0.0089641742140892,0.0001545547278291,0.0353312107817378,0.0004327532379215,0.0045284535253933,0.0174028623535593,0.0091341844147012,,0.0132144292293901,0.0117152483694476,0.0310964112392198,0.0188093103768044,,0.0184074680844487,7.727736391456215e-05,0.0588235294117647
BW_8__TRA.csv,cancer,0.1395302773061686,0.0919071873231465,0.0058007923033389,0.1336445953593661,0.0381720430107526,0.0201754385964912,0.0406621392190152,0.0077815506508206,0.0336162988115449,0.0206281833616298,0.0104980192416525,,0.1160158460667798,0.0192416525183927,0.0020939445387662,0.047283531409168,0.0023486134691567,0.0043010752688172,0.0103848330503678,0.0016694963214487,0.0171477079796264,0.0007074136955291,0.0153084323712507,,0.0148839841539332,0.0403791737408036,0.0260611205432937,0.0001414827391058,0.0061969439728353,0.0018109790605546,0.003254102999434,0.0049235993208828,2.829654782116582e-05,0.0146010186757215,5.659309564233164e-05,0.0030277306168647,0.0179400113186191,0.01092246745897,,0.0057159026598754,0.0183927560837577,0.0086587436332767,0.0077249575551782,,0.0052631578947368,,0.0310979060554612
BW_2__TRA.csv,cancer,0.0110152784622966,0.0246673238048299,0.0111631345490389,0.0167077378018728,0.0562345983242976,0.0734351897486446,0.0638491867915229,0.0192705766387382,0.0260719566288812,0.012074913750616,0.1369147363233119,,0.0469196648595367,0.021217348447511,0.009807787087235,0.0379497289305076,0.0263430261212419,0.0309758501724987,0.0100295712173484,0.0243716116313454,0.0553721044849679,0.0061360275998028,0.015352390340069,,0.0169788072942336,0.0106456382454411,0.0048053228191227,0.0017249876786594,0.0136274026614095,0.0084277969443075,0.0127156234598324,0.0189502217841301,0.0003942828979793,0.01123706259241,0.0008132084770823,0.0241251848201084,0.0121488417939871,0.0128634795465746,4.928536224741252e-05,0.0144898965007392,0.0088713652045342,0.0238787580088713,0.0184080827994085,,0.0119763430261212,9.857072449482504e-05,0.0368900936421882
BW_5__TRA.csv,cancer,0.0110622961170156,0.0346864148163737,0.012614437546038,0.0184152372934862,0.0753051667894349,0.0208618331053351,0.0643217931179627,0.0204803746185415,0.0194938440492476,0.009707460801852,0.0976007576554772,,0.0722798063769336,0.0188887719667473,0.0100889192886456,0.0306876775755024,0.0098784594338629,0.0245317268231084,0.0222035146795748,0.0156003367357676,0.0756208565716089,0.0066557929075028,0.0209933705145743,,0.0173892455014206,0.0138377354519625,0.0030253604125013,0.001933599915816,0.0116279069767441,0.0064453330527201,0.0055640324108176,0.0097863832473955,0.0002762285594022,0.0157844891087025,0.0001973061138587,0.005327265074187,0.0275439334946858,0.0254524886877828,,0.0253735662422392,0.0167184047143007,0.0352388719351783,0.0205198358413132,,0.0173892455014206,0.0001052299273913,0.0484846890455645
BW_1__TRA.csv,cancer,0.0046255133578898,0.0131991193530632,0.0347495660273508,0.0120136330920022,0.0469748930945425,0.0230640585968923,0.0518861933189381,0.0151784580210847,0.0191477200558872,0.0080443710571997,0.0784326178076972,,0.3557093865108599,0.0151890427198441,0.0208201024598839,0.0196452008975824,0.0089652398492738,0.0018523222829078,0.0036834751682967,0.0127439773064058,0.0216774630594013,0.0063719886532029,0.0078009229857318,,0.0167661628350057,0.0095685676785638,0.0034188576993098,0.0040645243236377,0.0167873322325246,0.0041703713112324,0.0050277319107498,0.0097802616537533,0.0002540327702273,0.0114526440577501,0.0003492950590626,0.0107328845421059,0.0212752445065413,0.0064143274482408,,0.0273191074982006,0.0076315678055802,0.01265929971633,0.0148820864558194,,0.0062238028705703,2.116939751894661e-05,0.0294254625513357
GH03_W_ZXM1225__TRA.csv,healthy,0.0094570874026646,0.0636323566938084,0.013207445039862,0.0179243896969556,0.0500305441498287,0.0337918822155721,0.0645989437137046,0.0300260591860564,0.021450499145537,0.0120862040967824,0.0951662916309029,,0.0319746986181671,0.013161048862907,0.0096272067181664,0.0548634792493098,0.0102844858916958,0.030056989970693,0.0292759876586169,0.0117846289465748,0.0435582774646035,0.0317040542525962,0.0316267272910045,,0.0266932671414542,0.0069439611509344,0.0043071117606575,0.0022038184053633,0.0212649144377169,0.0066269206084085,0.0135631490631838,0.0309307846366792,0.0002474462770934,0.0302348419823539,0.0005876849080969,0.0073924575281663,0.0105241994726301,0.0161458695803465,,0.0119624809582357,0.0127280178779935,0.0196797117250871,0.0117150346811422,,0.0125733639548101,8.5059657750868e-05,0.0443006162958838
WJW__TRA.csv,healthy,0.0146786155747836,0.0721569839307787,0.0095797280593325,0.0186959208899876,0.0701483312731767,0.0190049443757725,0.0511433868974042,0.0270395550061804,0.0533065512978986,0.0105067985166872,0.0644313967861557,,0.0261124845488257,0.0253399258343634,0.0128244746600741,0.115265760197775,0.0078800988875154,0.0750927070457354,0.0021631644004944,0.0275030902348578,0.0193139678615574,0.0165327564894932,0.0142150803461063,,0.013442521631644,0.0089616810877626,0.0050988875154511,0.0006180469715698,0.0052533992583436,0.0115883807169344,0.0089616810877626,0.0095797280593325,0.0010815822002472,0.0125154511742892,,,0.0174598269468479,0.017150803461063,,0.0233312731767614,0.024876390605686,0.0217861557478368,0.0321384425216316,,0.0098887515451174,,0.0233312731767614
GH03_W_LXZ1225__TRA.csv,healthy,0.0089648323195062,0.0347597850568393,0.0242609112029368,0.0329153882987213,0.0549772110592867,0.0308315746537322,0.0732881692588717,0.0352120169542625,0.036648518275489,0.0129285118910387,0.0794066008122439,,0.0303616081720964,0.0200312128682143,0.0103924663486264,0.0477592352847287,0.0100200400801603,0.003741997268874,0.0159256566229804,0.0122457303988508,0.0544717754092255,0.0001684785500203,0.025661943355738,,0.0367903949491904,0.0107382907407735,0.0055509248585666,0.0019951407239257,0.0135226204621632,0.0108624328302622,0.0124674127015092,0.0178764608863745,0.000186213134233,0.0218844769184386,0.0005852412790182,0.006668203663965,0.0140546579885434,0.0124585454094028,8.867292106336567e-06,0.0199602745313636,0.0144270842570095,0.0271250465532835,0.0303704754642027,,0.0141344636175004,7.093833685069254e-05,0.0732881692588717
HL_W_LS0121__TRA.csv,healthy,0.0085649938577733,0.0718526775558487,0.0144114836889758,0.0201669775694981,0.0658241958232858,0.0238864370535511,0.0788707402520587,0.0245461576959825,0.0382069247918467,0.009816188179626,0.0591814914236316,,0.0357386596296464,0.0186314209017698,0.0111470039583238,0.0473633923290413,0.01405887438009,0.0285841030074161,0.017766959370308,0.0130237954411028,0.0400609672869557,0.008906228672824,0.0202124755448382,,0.0384457891623822,0.0103507893898721,0.0055166295099868,0.0017744210382637,0.0108626416124482,0.0062104736339232,0.0156058055416533,0.0091337185495245,0.0001819919013603,0.018267437099049,0.0005346012102461,0.0092019655125346,0.0138882569725647,0.0483757222803585,,0.0171868601847217,0.0109650120569634,0.0233177123617999,0.029448564538878,,0.0130351699349378,5.687246917512171e-05,0.0468174166249601
iRNormal_XH__TRA.csv,healthy,0.011568839511028,0.0318306951135581,0.0148379379280962,0.0300937305410808,0.0842427817651492,0.0274473175367876,0.0651689443843607,0.0194097597745223,0.0318061154262117,0.0216465113230426,0.0463490971061514,,0.038237800281847,0.0170501097892701,0.0203437878936846,0.0330514862517615,0.0135106348113918,0.034042866974732,0.0172139743715793,0.0160095696916068,0.0566889522498607,0.0093976337954314,0.0232441910005571,8.193229115458984e-06,0.0521089371743191,0.0071936551633729,0.0044735030970406,0.0013764624913971,0.0105446858715957,0.0067348343329072,0.0141169337659358,0.0122980369023039,0.0001638645823091,0.0184675384262445,0.0006308786418903,0.0081850358863435,0.0190820306099039,0.0122980369023039,4.915937469275391e-05,0.0159849900042604,0.0162225936486087,0.0225313800675122,0.0130763936682725,,0.0149854160521744,6.554583292367187e-05,0.0862091567528594
LFJ__TRA.csv,healthy,0.0084242867230763,0.1010294973921877,0.0152504367001573,0.0206023365006999,0.0415267780819881,0.0168609621030984,0.0668244155651085,0.0252976374831204,0.0354191702077577,0.0149778862473519,0.076029187675764,4.955462778280207e-05,0.0411303410597257,0.0288903479973736,0.0073340849118547,0.0310459743059254,0.0121284951498408,0.0290018459098849,0.0113603984192073,0.0186697060171706,0.0520447478288878,0.0344776322798845,0.0196979645436638,,0.0343165797395904,0.009762261673212,0.0037785403684386,0.0018459098849093,0.013565579355542,0.0077800765618999,0.0046333576976919,0.0093410473370581,0.0003468823944796,0.03598904842726,0.000991092555656,0.0029237230391853,0.0133673608444108,0.0161052540294106,,0.0187316493018991,0.013317806216628,0.0272922112513782,0.0200820129089805,,0.0176414474906775,6.194328472850259e-05,0.0400525279054497
BF__TRA.csv,healthy,0.0075206210577389,0.0920669577874818,0.0124939349830179,0.012372634643377,0.0450024260067928,0.0266860747210092,0.0652595827268316,0.044517224648229,0.027049975739932,0.0186802523047064,0.0735080058224163,,0.0241387675885492,0.0143134400776322,0.0155264434740417,0.0275351770984958,0.0266860747210092,0.0211062590975254,0.0112809315866084,0.0359049005337214,0.0346918971373119,,0.0285055798156234,,0.0405143134400776,0.0118874332848131,0.0035177098495875,0.0010917030567685,0.0225618631732168,0.012251334303736,0.014798641436196,0.0126152353226589,,0.014798641436196,0.002304706453178,0.0030325084910237,0.0433042212518195,0.0162542455118874,,0.024623968947113,0.0132217370208636,0.0226831635128578,0.0251091703056768,,0.0217127607957302,,0.0288694808345463
WDM__TRA.csv,healthy,0.0144517988886149,0.0322605116923018,0.0126500654313729,0.0266846207825212,0.0526106169514669,0.017277675574184,0.075976255049595,0.0293587725453752,0.0234983974055038,0.0140724865818271,0.0473950727331348,,0.059476169704326,0.0228725320993039,0.0070741745215923,0.0390312363684639,0.015286285963548,0.0331329299979137,0.0383295086009065,0.0183397500331898,0.0296242911601266,0.0159121512697479,0.0255656494774972,,0.0293777381607146,0.0078327991351679,0.0065621029074288,0.0018586303032601,0.010658675820737,0.0084965956720465,0.0090845297475676,0.0106207445900582,0.0002844842300908,0.0200466554137348,0.000587934075521,0.0053483035257078,0.0208432112579892,0.0154949077322813,3.7931230678779375e-05,0.0156466326549964,0.0132948963529121,0.0846625068750355,0.0280122138562785,,0.0210707986420619,7.586246135755875e-05,0.0392208925218578
HL_W_XQF1225__TRA.csv,healthy,0.0067285789381461,0.0350213188481981,0.0155364756731499,0.017510659424099,0.0877402020909993,0.0270778576017756,0.0645523041878395,0.0388411891828748,0.0419017580748788,0.0107119911220139,0.0503592079901874,,0.0561532620758133,0.0145084983353776,0.0093218854038899,0.0538636761871386,0.011249342912213,0.0249518135622919,0.014450090532095,0.0148005373517901,0.04731032065884,0.0401962502190292,0.0226972723555867,,0.0314000350446819,0.0093802932071724,0.0078032825185444,0.0199404240406518,0.0116348344138776,0.0069271654693066,0.0119735996729163,0.0120086443548858,0.0003387652590386,0.0148355820337597,0.0004906255475731,0.0099760528006541,0.0167980842240523,0.0107703989252964,,0.0194731616143916,0.0132819344664447,0.0246013667425968,0.0240056071491151,,0.0118217393843817,4.672624262601483e-05,0.0370071841598037
