cate,MAIT_Sum,MAIT_Sum_log,iNKT_Sum,iNKT_Sum_log,MAIT_Frequency,iNKT_Frequency
cancer VS healthy,0.1672,0.1672,0.5312,0.5312,0.002468,0.2359
