sample,Category,TRBJ1-1,TRBJ1-2,TRBJ1-3,TRBJ1-4,TRBJ1-5,TRBJ1-6,TRBJ2-1,TRBJ2-2,TRBJ2-3,TRBJ2-4,TRBJ2-5,TRBJ2-6,TRBJ2-7
BW_11__TRB.csv,cancer,0.0999161234309931,0.071942551907824,0.0150389216710566,0.029548096590491,0.0711479317803905,0.0194534779345762,0.1920331974631016,0.0352723045455214,0.1466368438865753,0.0140088585429021,0.1259620053857586,0.0314169254087143,0.1476227614520947
BW_1__TRB.csv,cancer,0.0663756619165422,0.0583611048639365,0.0158451064177792,0.0164993559730939,0.0574308437774733,0.0063891558136206,0.4164707325550489,0.0273046962850892,0.0809940504181063,0.0082087873893398,0.0472286397742839,0.0335814029563901,0.1653104618592954
BW_2__TRB.csv,cancer,0.1228738299063925,0.0758780702456196,0.031714537162973,0.0255540443235458,0.0782622609808784,0.0311064885190815,0.2436674933994719,0.0315705256420513,0.0987438995119609,0.0124169933594687,0.0747099767981438,0.0126090087206976,0.1608928714297143
BW_8__TRB.csv,cancer,0.0548514501296864,0.0346026880452723,0.0042737561895779,0.0065727422777646,0.2100919594435274,0.0085475123791558,0.1819735911341664,0.03304055647253,0.0677611412402735,0.0084001414760669,0.1558005187455788,0.0097559537844847,0.2243279886819146
BW_5__TRB.csv,cancer,0.1155565211993295,0.0789517247087549,0.0135845386636869,0.0150950814244625,0.0683675792000331,0.0156123905891116,0.2704595774618743,0.027696732675316,0.1236886212676143,0.0150536966912905,0.0678606162186769,0.0635566039687959,0.124516315931053
BW_15__TRB.csv,cancer,0.0618872083301664,0.0524815687466747,0.0070304780725089,0.0162936079653416,0.1630025841757239,0.0404537508550581,0.1999410959945276,0.0268108231359732,0.0843372349319753,0.0087690962985483,0.1003173215778673,0.0136524283651288,0.2250228015505054
BW_12__TRB.csv,cancer,0.0969084925033053,0.0676882612731722,0.0131649272834678,0.0260344876086528,0.1266420996371206,0.0242833834988326,0.1437382204844018,0.149399420518158,0.0909026976848856,0.0118287434245689,0.0764930096486539,0.0107457312441981,0.162170525190582
BW_13__TRB.csv,cancer,0.0747087624514604,0.0521526253587708,0.0073949012324835,0.020698970116495,0.13957453992909,0.033513422252237,0.2000675333445888,0.0434070572345095,0.0940570656761776,0.0133716022286003,0.0942934323822387,0.0213405368900894,0.2054195509032584
WDM__TRB.csv,healthy,0.094888178913738,0.083024494142705,0.0157188498402555,0.0217465388711395,0.0834504792332268,0.0187007454739084,0.2035569755058573,0.0423855165069222,0.1246219382321618,0.0095846645367412,0.0707774227902023,0.0130564430244941,0.2184877529286475
LFJ__TRB.csv,healthy,0.1275465755260688,0.0880914086583567,0.0190323013000938,0.0350991824152258,0.1045101192869588,0.0310950274762096,0.1669347272483581,0.0304248760219809,0.112417906446857,0.0098512263771612,0.0834506098378233,0.0156145288835276,0.1759315105213778
BF__TRB.csv,healthy,0.1462026991267531,0.0963217782482138,0.0154802857898915,0.0271235776660492,0.0956602275734321,0.0285789891505689,0.2102408044456205,0.0263297168563111,0.0690658904472082,0.0127017729558084,0.0443238952103731,0.0160095263297168,0.2119608362000529
iRNormal_XH__TRB.csv,healthy,0.1199895516717325,0.1597881838905775,0.0148651215805471,0.0272606382978723,0.0691370630699088,0.0171566299392097,0.1611417173252279,0.0315943199088145,0.1265672492401215,0.0118849734042553,0.0691133168693009,0.0111963335866261,0.1803049012158054
GH03_W_ZXM1225__TRB.csv,healthy,0.1076172359606318,0.1716731453146968,0.01868331817054,0.0198990985030187,0.0681581341493672,0.0228268960383756,0.1637002729302787,0.0429162186750475,0.1107600694731618,0.0139194442147051,0.090306839798197,0.009933008022496,0.159606318749483
GH03_W_LXZ1225__TRB.csv,healthy,0.1132164440509642,0.0925170329881827,0.0329111975056776,0.0191981985449786,0.0647542245659956,0.0221717541090881,0.177210439200893,0.0317852881173255,0.1442126332807267,0.0108356749682435,0.0864544439739789,0.0105277339389506,0.1942049347549944
HL_W_LS0121__TRB.csv,healthy,0.1461241654383074,0.0762594294632792,0.0130928639556056,0.0160626029654036,0.10850385849302,0.0288628284054452,0.2000346830833261,0.0293072054105609,0.1356650481227781,0.0124642330703199,0.0575305644671811,0.0112069712997485,0.1648855458250238
WJW__TRB.csv,healthy,0.0929182879377431,0.0594552529182879,0.0110505836575875,0.0183657587548638,0.0961867704280155,0.0261478599221789,0.2807782101167315,0.0210116731517509,0.1466147859922179,0.0073151750972762,0.0751750972762645,0.0065369649805447,0.1584435797665369
HL_W_XQF1225__TRB.csv,healthy,0.1220482864048235,0.0810552296038191,0.0163801422800679,0.0234429043580743,0.0831646639850375,0.0149112244113653,0.2114302306713467,0.0363642574705575,0.1431767910976745,0.0099322760540766,0.0641541338935717,0.0127505487091457,0.1811893110604391
