,IGLV1-36;IGLJ1,IGLV1-36;IGLJ2,IGLV1-36;IGLJ3,IGLV1-36;IGLJ5,IGLV1-36;IGLJ6,IGLV1-36;IGLJ7,IGLV1-40;IGLJ1,IGLV1-40;IGLJ2,IGLV1-40;IGLJ3,IGLV1-40;IGLJ4,IGLV1-40;IGLJ5,IGLV1-40;IGLJ6,IGLV1-40;IGLJ7,IGLV1-41;IGLJ1,IGLV1-41;IGLJ2,IGLV1-41;IGLJ3,IGLV1-41;IGLJ6,IGLV1-41;IGLJ7,IGLV1-44;IGLJ1,IGLV1-44;IGLJ2,IGLV1-44;IGLJ3,IGLV1-44;IGLJ4,IGLV1-44;IGLJ5,IGLV1-44;IGLJ6,IGLV1-44;IGLJ7,IGLV1-47;IGLJ1,IGLV1-47;IGLJ2,IGLV1-47;IGLJ3,IGLV1-47;IGLJ4,IGLV1-47;IGLJ5,IGLV1-47;IGLJ6,IGLV1-47;IGLJ7,IGLV1-50;IGLJ1,IGLV1-50;IGLJ2,IGLV1-50;IGLJ3,IGLV1-50;IGLJ6,IGLV1-50;IGLJ7,IGLV1-51;IGLJ1,IGLV1-51;IGLJ2,IGLV1-51;IGLJ3,IGLV1-51;IGLJ4,IGLV1-51;IGLJ5,IGLV1-51;IGLJ6,IGLV1-51;IGLJ7,IGLV1-62;IGLJ2,IGLV10-54;IGLJ1,IGLV10-54;IGLJ2,IGLV10-54;IGLJ3,IGLV10-54;IGLJ5,IGLV10-54;IGLJ6,IGLV10-54;IGLJ7,IGLV2-11;IGLJ1,IGLV2-11;IGLJ2,IGLV2-11;IGLJ3,IGLV2-11;IGLJ4,IGLV2-11;IGLJ5,IGLV2-11;IGLJ6,IGLV2-11;IGLJ7,IGLV2-14;IGLJ1,IGLV2-14;IGLJ2,IGLV2-14;IGLJ3,IGLV2-14;IGLJ4,IGLV2-14;IGLJ5,IGLV2-14;IGLJ6,IGLV2-14;IGLJ7,IGLV2-18;IGLJ1,IGLV2-18;IGLJ2,IGLV2-18;IGLJ3,IGLV2-18;IGLJ5,IGLV2-18;IGLJ6,IGLV2-18;IGLJ7,IGLV2-23;IGLJ1,IGLV2-23;IGLJ2,IGLV2-23;IGLJ3,IGLV2-23;IGLJ4,IGLV2-23;IGLJ5,IGLV2-23;IGLJ6,IGLV2-23;IGLJ7,IGLV2-28;IGLJ1,IGLV2-28;IGLJ2,IGLV2-28;IGLJ3,IGLV2-33;IGLJ2,IGLV2-34;IGLJ2,IGLV2-34;IGLJ3,IGLV2-5;IGLJ1,IGLV2-5;IGLJ2,IGLV2-5;IGLJ3,IGLV2-5;IGLJ6,IGLV2-5;IGLJ7,IGLV2-8;IGLJ1,IGLV2-8;IGLJ2,IGLV2-8;IGLJ3,IGLV2-8;IGLJ4,IGLV2-8;IGLJ5,IGLV2-8;IGLJ6,IGLV2-8;IGLJ7,IGLV3-10;IGLJ1,IGLV3-10;IGLJ2,IGLV3-10;IGLJ3,IGLV3-10;IGLJ4,IGLV3-10;IGLJ5,IGLV3-10;IGLJ6,IGLV3-10;IGLJ7,IGLV3-12;IGLJ1,IGLV3-12;IGLJ2,IGLV3-12;IGLJ3,IGLV3-12;IGLJ6,IGLV3-13;IGLJ2,IGLV3-13;IGLJ3,IGLV3-13;IGLJ6,IGLV3-16;IGLJ1,IGLV3-16;IGLJ2,IGLV3-16;IGLJ3,IGLV3-16;IGLJ5,IGLV3-16;IGLJ6,IGLV3-16;IGLJ7,IGLV3-19;IGLJ1,IGLV3-19;IGLJ2,IGLV3-19;IGLJ3,IGLV3-19;IGLJ4,IGLV3-19;IGLJ5,IGLV3-19;IGLJ6,IGLV3-19;IGLJ7,IGLV3-1;IGLJ1,IGLV3-1;IGLJ2,IGLV3-1;IGLJ3,IGLV3-1;IGLJ4,IGLV3-1;IGLJ5,IGLV3-1;IGLJ6,IGLV3-1;IGLJ7,IGLV3-21;IGLJ1,IGLV3-21;IGLJ2,IGLV3-21;IGLJ3,IGLV3-21;IGLJ4,IGLV3-21;IGLJ5,IGLV3-21;IGLJ6,IGLV3-21;IGLJ7,IGLV3-22;IGLJ1,IGLV3-22;IGLJ2,IGLV3-22;IGLJ3,IGLV3-25;IGLJ1,IGLV3-25;IGLJ2,IGLV3-25;IGLJ3,IGLV3-25;IGLJ4,IGLV3-25;IGLJ5,IGLV3-25;IGLJ6,IGLV3-25;IGLJ7,IGLV3-26;IGLJ1,IGLV3-26;IGLJ2,IGLV3-26;IGLJ3,IGLV3-27;IGLJ1,IGLV3-27;IGLJ2,IGLV3-27;IGLJ3,IGLV3-27;IGLJ5,IGLV3-27;IGLJ6,IGLV3-27;IGLJ7,IGLV3-2;IGLJ3,IGLV3-32;IGLJ2,IGLV3-32;IGLJ3,IGLV3-6;IGLJ1,IGLV3-6;IGLJ2,IGLV3-6;IGLJ3,IGLV3-6;IGLJ6,IGLV3-6;IGLJ7,IGLV3-9;IGLJ1,IGLV3-9;IGLJ2,IGLV3-9;IGLJ3,IGLV3-9;IGLJ5,IGLV3-9;IGLJ6,IGLV3-9;IGLJ7,IGLV4-3;IGLJ1,IGLV4-3;IGLJ2,IGLV4-3;IGLJ3,IGLV4-3;IGLJ5,IGLV4-3;IGLJ6,IGLV4-3;IGLJ7,IGLV4-60;IGLJ1,IGLV4-60;IGLJ2,IGLV4-60;IGLJ3,IGLV4-60;IGLJ4,IGLV4-60;IGLJ5,IGLV4-60;IGLJ6,IGLV4-60;IGLJ7,IGLV4-69;IGLJ1,IGLV4-69;IGLJ2,IGLV4-69;IGLJ3,IGLV4-69;IGLJ5,IGLV4-69;IGLJ6,IGLV4-69;IGLJ7,IGLV5-37;IGLJ1,IGLV5-37;IGLJ2,IGLV5-37;IGLJ3,IGLV5-37;IGLJ4,IGLV5-37;IGLJ6,IGLV5-37;IGLJ7,IGLV5-45;IGLJ1,IGLV5-45;IGLJ2,IGLV5-45;IGLJ3,IGLV5-45;IGLJ5,IGLV5-45;IGLJ6,IGLV5-45;IGLJ7,IGLV5-48;IGLJ1,IGLV5-48;IGLJ2,IGLV5-48;IGLJ3,IGLV5-48;IGLJ6,IGLV5-48;IGLJ7,IGLV5-52;IGLJ1,IGLV5-52;IGLJ2,IGLV5-52;IGLJ3,IGLV5-52;IGLJ6,IGLV6-57;IGLJ1,IGLV6-57;IGLJ2,IGLV6-57;IGLJ3,IGLV6-57;IGLJ4,IGLV6-57;IGLJ5,IGLV6-57;IGLJ6,IGLV6-57;IGLJ7,IGLV7-35;IGLJ1,IGLV7-35;IGLJ2,IGLV7-35;IGLJ3,IGLV7-35;IGLJ6,IGLV7-43;IGLJ1,IGLV7-43;IGLJ2,IGLV7-43;IGLJ3,IGLV7-43;IGLJ5,IGLV7-43;IGLJ6,IGLV7-43;IGLJ7,IGLV7-46;IGLJ1,IGLV7-46;IGLJ2,IGLV7-46;IGLJ3,IGLV7-46;IGLJ5,IGLV7-46;IGLJ6,IGLV7-46;IGLJ7,IGLV8-61;IGLJ1,IGLV8-61;IGLJ2,IGLV8-61;IGLJ3,IGLV8-61;IGLJ4,IGLV8-61;IGLJ5,IGLV8-61;IGLJ6,IGLV8-61;IGLJ7,IGLV9-49;IGLJ1,IGLV9-49;IGLJ2,IGLV9-49;IGLJ3,IGLV9-49;IGLJ4,IGLV9-49;IGLJ5,IGLV9-49;IGLJ6,IGLV9-49;IGLJ7,IGLVI-70;IGLJ1,IGLVI-70;IGLJ2,IGLVI-70;IGLJ3,IGLVI-70;IGLJ5,IGLVI-70;IGLJ6
BW_15__IGL.csv,8.852560603154462e-05,0.002670522448618263,0.004706611387343789,,2.9508535343848207e-05,1.4754267671924103e-05,0.01251161898579164,0.023031411835873525,0.03777092524012571,2.9508535343848207e-05,0.00016229694439116516,0.000427873762485799,5.901707068769641e-05,,7.377133835962052e-05,0.00017705121206308924,8.852560603154462e-05,,0.011700134263835815,0.022042875901854612,0.03785945084615725,,8.852560603154462e-05,0.0009442731310031426,0.0003541024241261785,0.007347625300618204,0.010342741638018797,0.023960930699204745,,,0.00013278840904731694,0.00013278840904731694,7.377133835962052e-05,8.852560603154462e-05,0.00011803414137539283,,,0.01664281393393039,0.08380424037652891,0.08706493353202414,1.4754267671924103e-05,0.00016229694439116516,0.0010770615400504597,0.00011803414137539283,,1.4754267671924103e-05,0.00011803414137539283,0.000708204848252357,,2.9508535343848207e-05,,0.016657568201602312,0.015418209717160689,0.029921654838662083,,7.377133835962052e-05,0.0003541024241261785,5.901707068769641e-05,0.042093925667999466,0.07356477861221358,0.04047095622408782,,0.00022131401507886157,0.0005016451008454196,8.852560603154462e-05,0.001696740782271272,0.0034967614382460125,0.0014754267671924105,,8.852560603154462e-05,2.9508535343848207e-05,0.008926331941514083,0.011626362925476193,0.01128701476902194,8.852560603154462e-05,0.00010327987370346873,0.00020655974740693746,4.426280301577231e-05,,,,,,,0.00013278840904731694,0.00023606828275078565,0.0003393481564542544,2.9508535343848207e-05,,0.024462575800050165,0.03303480531743807,0.011567345854788498,4.426280301577231e-05,2.9508535343848207e-05,0.00022131401507886157,2.9508535343848207e-05,0.00280331085766558,0.00445578883692108,0.01093291234489576,,1.4754267671924103e-05,8.852560603154462e-05,2.9508535343848207e-05,,1.4754267671924103e-05,7.377133835962052e-05,,,,,0.00022131401507886157,0.0010475530047066113,0.0006049249745488883,,,,0.006108266816176579,0.02580521415819526,0.015477226787848386,1.4754267671924103e-05,0.00013278840904731694,0.00016229694439116516,4.426280301577231e-05,0.004957433937766499,0.02617407084999336,0.009000103279873703,,,2.9508535343848207e-05,1.4754267671924103e-05,0.0025819968425867183,0.018251029110170118,0.019933015624769464,,1.4754267671924103e-05,1.4754267671924103e-05,2.9508535343848207e-05,1.4754267671924103e-05,,0.00011803414137539283,0.0019328090650220576,0.02998067190934978,0.01290998421293359,,0.0003245938887823303,7.377133835962052e-05,5.901707068769641e-05,,,,0.0003393481564542544,0.0006639420452365847,0.00542957050326807,,2.9508535343848207e-05,,,,,1.4754267671924103e-05,0.00010327987370346873,0.00011803414137539283,,,0.00014754267671924105,0.0015934609085678033,0.0009590273986750668,,,,0.00011803414137539283,8.852560603154462e-05,,,,,0.0007377133835962052,0.0015344438378801068,0.003850863862372191,,,2.9508535343848207e-05,1.4754267671924103e-05,0.003142659014119834,0.005119730882157664,0.011316523304365788,1.4754267671924103e-05,0.00013278840904731694,1.4754267671924103e-05,0.00010327987370346873,0.00010327987370346873,0.0008705017926435221,,,,7.377133835962052e-05,0.00028033108576655796,0.001696740782271272,,,,,2.9508535343848207e-05,2.9508535343848207e-05,,,,7.377133835962052e-05,0.0003688566917981026,,0.0003541024241261785,0.004485297372264927,0.02382814229015743,,,0.00013278840904731694,4.426280301577231e-05,,0.00023606828275078565,1.4754267671924103e-05,,5.901707068769641e-05,0.0003836109594700267,0.004736119922687638,2.9508535343848207e-05,1.4754267671924103e-05,,0.0005901707068769642,0.002847573660681352,0.004219720554170294,,,,0.000427873762485799,0.0005016451008454196,0.005414816235596146,,,8.852560603154462e-05,,0.0003541024241261785,0.00044262803015772314,0.0016672322469274236,,,2.9508535343848207e-05,,2.9508535343848207e-05,2.9508535343848207e-05,2.9508535343848207e-05,,1.4754267671924103e-05
BW_17__IGL.csv,0.0003773991805046366,0.0001347854216087988,0.0011861117101574293,,,,0.016066422255768816,0.009893249946085831,0.029949320681475093,,,,5.391416864351952e-05,,0.00010782833728703904,0.0005391416864351952,,,0.002453094673280138,0.012723743799870606,0.03981561354323916,,8.087125296527928e-05,2.695708432175976e-05,0.00021565667457407807,0.0021565667457407807,0.006092301056717706,0.03625727841276687,,,2.695708432175976e-05,0.0001886995902523183,,2.695708432175976e-05,2.695708432175976e-05,,,0.004340090575803321,0.04251132197541514,0.08216519301272375,,,0.00016174250593055855,0.00016174250593055855,,2.695708432175976e-05,0.0006200129394004745,0.018249946085831355,,,,0.014745525124002588,0.029329307742074616,0.02687621306879448,,2.695708432175976e-05,5.391416864351952e-05,,0.05237761483717921,0.06577528574509381,0.10494392926461074,,,0.00016174250593055855,0.00010782833728703904,5.391416864351952e-05,0.0001886995902523183,0.002480051757601898,,5.391416864351952e-05,,0.010621091222773344,0.006038386888074186,0.005229674358421393,,,2.695708432175976e-05,,,,,,,,0.0002965279275393573,0.0005930558550787146,0.001024369204226871,,,0.01124110416217382,0.010081949536338149,0.01568902307526418,,,,,5.391416864351952e-05,0.0030731076126806127,0.004097476816907484,,,2.695708432175976e-05,,,,0.0001347854216087988,8.087125296527928e-05,,2.695708432175976e-05,,0.00010782833728703904,0.0006739271080439939,0.0019409100711667026,,5.391416864351952e-05,2.695708432175976e-05,0.008841923657537202,0.02687621306879448,0.0716788872115592,,,,2.695708432175976e-05,0.003585292214794048,0.030353676946301488,0.010863704981669184,,,,5.391416864351952e-05,0.005121846021134354,0.003908777226655165,0.018762130687944793,,,,2.695708432175976e-05,,,5.391416864351952e-05,0.000997412119905111,0.0156081518222989,0.01124110416217382,,,,8.087125296527928e-05,,,,,0.00021565667457407807,0.0011052404571921502,,,,,,,2.695708432175976e-05,,5.391416864351952e-05,,,0.0001347854216087988,0.0007278412766875135,0.00043131334914815614,,,,0.00010782833728703904,0.0002695708432175976,0.0001347854216087988,,,,0.00016174250593055855,0.00043131334914815614,0.002668751347854216,,,0.0001347854216087988,,0.0002965279275393573,0.0019678671554884623,0.020945654518007333,,,8.087125296527928e-05,0.00010782833728703904,0.00021565667457407807,0.000889583782618072,,,,2.695708432175976e-05,5.391416864351952e-05,0.0037470347207246065,,0.00024261375889583783,,,,2.695708432175976e-05,,5.391416864351952e-05,,,0.0008356696139745526,,0.004906189346560276,0.012022859607504852,0.03725469053267198,,,0.00010782833728703904,0.00016174250593055855,,,,,8.087125296527928e-05,0.0006469700237222342,0.003962691395298684,,,,,0.001563510890662066,0.004636618503342679,,2.695708432175976e-05,,5.391416864351952e-05,0.0007278412766875135,0.012966357558766444,,,,,,0.00016174250593055855,0.0015365538063403063,,,,,,,5.391416864351952e-05,,
BW_16__IGL.csv,0.001036494641991407,0.0016884832071150343,0.002190012872594747,1.6717655515990436e-05,,,0.014377183743751775,0.027968637678252,0.03935336108464149,1.6717655515990436e-05,0.00018389421067589482,0.0005684002875436749,0.0001337412441279235,1.6717655515990436e-05,5.0152966547971315e-05,0.000267482488255847,,,0.012187170871157029,0.030359262417038634,0.039570690606349365,,5.0152966547971315e-05,0.00041794138789976094,0.0001337412441279235,0.005416520387180902,0.01675109082702242,0.022669140879683032,,6.687062206396174e-05,0.00023404717722386612,3.343531103198087e-05,5.0152966547971315e-05,0.00021732952170787568,6.687062206396174e-05,,,0.0075229449821956965,0.03420432318571644,0.06588428038851832,,0.00010030593309594263,0.0004848120099637227,8.358827757995219e-05,,0.00030091779928782786,0.0008526004313155123,0.0023739070832706423,,0.0001337412441279235,,0.026597789925940786,0.01648360833876657,0.015631007907451058,1.6717655515990436e-05,5.0152966547971315e-05,0.000267482488255847,0.00011702358861193306,0.022736011501746995,0.03413745256365247,0.04291422170954745,,0.00010030593309594263,0.0007188591871875889,5.0152966547971315e-05,0.0005851179430596653,0.0013875654078272064,0.0023404717722386613,,6.687062206396174e-05,,0.010214487520270158,0.003928649046257753,0.00914455756724677,,,0.0001337412441279235,1.6717655515990436e-05,,,,,,,0.00031763545480381834,0.00038450607686778005,0.0007355768427035793,,,0.015463831352291155,0.07756992159419562,0.0276175669124162,1.6717655515990436e-05,1.6717655515990436e-05,0.00010030593309594263,0.00036778842135178964,0.0011702358861193306,0.008559439624187103,0.011150676229165622,6.687062206396174e-05,8.358827757995219e-05,1.6717655515990436e-05,,,,5.0152966547971315e-05,,,,,0.00038450607686778005,0.0005015296654797131,0.001103365264055369,1.6717655515990436e-05,0.00011702358861193306,,0.00648645034020429,0.02034538676296036,0.025093200929501645,,,0.00015045889964391393,5.0152966547971315e-05,0.009529063644114549,0.022067305281107376,0.011618770583613354,,3.343531103198087e-05,0.0001337412441279235,0.00016717655515990438,0.003861778424193791,0.024742130163665846,0.017787585469013826,,,0.00015045889964391393,0.00010030593309594263,1.6717655515990436e-05,6.687062206396174e-05,0.00035107076583579917,0.0045304846448334084,0.020128057241252488,0.024608388919537923,,8.358827757995219e-05,0.00018389421067589482,5.0152966547971315e-05,,,,0.0013039771302472542,0.000802447464767541,0.0019392480398548908,,,,,,1.6717655515990436e-05,,3.343531103198087e-05,6.687062206396174e-05,,,0.0005684002875436749,0.0015380243074711202,0.001604894929535082,,,3.343531103198087e-05,0.0001337412441279235,8.358827757995219e-05,0.0001337412441279235,,,,0.00011702358861193306,0.0015547419629871107,0.040440008693180866,,,0.00011702358861193306,1.6717655515990436e-05,0.000534964976511694,0.004430178711737466,0.018573315278265376,8.358827757995219e-05,0.00011702358861193306,3.343531103198087e-05,0.00010030593309594263,8.358827757995219e-05,0.0009863416754434357,,,,0.0006519885651236271,0.003360248758714078,0.010130899242690205,,1.6717655515990436e-05,3.343531103198087e-05,1.6717655515990436e-05,0.00010030593309594263,0.0005015296654797131,1.6717655515990436e-05,1.6717655515990436e-05,3.343531103198087e-05,3.343531103198087e-05,0.0034271193807780395,1.6717655515990436e-05,0.0001337412441279235,0.004781249477573265,0.016600631927378505,,5.0152966547971315e-05,0.0001337412441279235,5.0152966547971315e-05,,1.6717655515990436e-05,1.6717655515990436e-05,,0.0008191651202835315,0.0008860357423474932,0.004881555410669208,,0.00010030593309594263,3.343531103198087e-05,0.00025076483273985656,0.0009194710533794741,0.00461407292241336,1.6717655515990436e-05,,,0.00043465904341575135,0.001604894929535082,0.012755571158700704,,5.0152966547971315e-05,6.687062206396174e-05,,0.00021732952170787568,0.0005684002875436749,0.002173295217078757,,,5.0152966547971315e-05,,,,0.0001337412441279235,,1.6717655515990436e-05
LFJ__IGL.csv,3.463923239461013e-05,0.00027711385915688106,0.0006581454154975926,,,,0.020714260971976862,0.017181059267726628,0.021129931760712182,,,,0.00013855692957844053,3.463923239461013e-05,0.0002078353943676608,0.0003117530915514912,3.463923239461013e-05,,0.011742699781772836,0.008625168866257924,0.01825487547195954,,,0.0001039176971838304,0.0014202085281790156,0.006512175690186706,0.0073435172676573485,0.023208285704388792,,3.463923239461013e-05,6.927846478922026e-05,0.0003810315563407115,,3.463923239461013e-05,,,,0.020575704042398422,0.042259863521424364,0.06134608057085455,,3.463923239461013e-05,0.00024247462676227095,0.002009075478887388,,0.0021129931760712184,0.001524126225362846,0.03775676331012505,,6.927846478922026e-05,0.0001039176971838304,0.05864422044407496,0.013751775260660223,0.046416571408777585,0.00013855692957844053,3.463923239461013e-05,3.463923239461013e-05,,0.05015760850739548,0.031348505317122174,0.03626727631715681,,0.0001039176971838304,0.00024247462676227095,0.00027711385915688106,0.006789289549343587,0.005715473345110672,0.0011084554366275242,,,,0.01541445841560151,0.010634244345145311,0.01267795905642731,,,0.0001039176971838304,0.00013855692957844053,,,,,,,0.0006235061831029824,0.0004156707887353216,0.0002078353943676608,3.463923239461013e-05,,0.03605944092278915,0.029512626000207834,0.017700647753645778,,3.463923239461013e-05,0.00017319616197305067,3.463923239461013e-05,0.0011777339014167447,0.003117530915514912,0.010911358204302193,,,6.927846478922026e-05,,6.927846478922026e-05,3.463923239461013e-05,3.463923239461013e-05,,,,,0.0008659808098652533,0.0009006200422598636,0.0008313415774706432,,,3.463923239461013e-05,0.0073781565000519585,0.018982299352246355,0.010876718971907583,,,,3.463923239461013e-05,0.014687034535314697,0.021857355640998995,0.011430946690221344,,,,3.463923239461013e-05,0.008659808098652534,0.02022931171845232,0.011569503619799784,,,,0.00017319616197305067,3.463923239461013e-05,,,0.009006200422598636,0.034500675465031695,0.01558765457757456,,0.0001039176971838304,3.463923239461013e-05,0.0008313415774706432,,,,,0.0021129931760712184,0.001524126225362846,,,,,,,0.0001039176971838304,3.463923239461013e-05,6.927846478922026e-05,,,0.00013855692957844053,0.0005888669507083723,0.001558765457757456,,,,0.0004849492535245419,3.463923239461013e-05,0.0001039176971838304,,,,0.0001039176971838304,0.0004156707887353216,0.0010738162042329142,,,3.463923239461013e-05,,0.0013162908309951851,0.004780214070456199,0.020887457133949912,,6.927846478922026e-05,3.463923239461013e-05,0.0012123731338113547,0.000762063112681423,0.0024940247324119298,,,,0.0007274238802868129,0.0013162908309951851,0.003498562471855624,,6.927846478922026e-05,,,,,,,0.0004849492535245419,0.00013855692957844053,0.0006235061831029824,0.0002078353943676608,0.005680834112716062,0.008174858845127992,0.016592192317018254,,,3.463923239461013e-05,0.0006235061831029824,,,,,0.0006581454154975926,0.000762063112681423,0.0015934046901520662,,,,0.0008313415774706432,0.0002078353943676608,0.0009006200422598636,,,,0.0021129931760712184,0.002078353943676608,0.01787384391561883,,3.463923239461013e-05,0.0001039176971838304,0.0002078353943676608,0.0034292840070664033,0.004225986352142437,0.0014548477605736258,,,3.463923239461013e-05,,,3.463923239461013e-05,,,
iRNormal_JH__IGL.csv,0.00010214504596527068,0.00017024174327545113,0.000749063670411985,,,,0.03329928498467824,0.05604358188627852,0.04055158324821246,3.404834865509023e-05,,0.00017024174327545113,0.00020429009193054137,,0.0001361933946203609,0.0003745318352059925,3.404834865509023e-05,,0.005175348995573714,0.007797071842015662,0.00745658835546476,,,3.404834865509023e-05,3.404834865509023e-05,0.004800817160367722,0.0064351378958120535,0.003302689819543752,,,0.0001361933946203609,0.0003745318352059925,6.809669731018046e-05,0.00010214504596527068,0.00010214504596527068,,,0.015355805243445693,0.22638747020769492,0.0787538304392237,0.0001361933946203609,3.404834865509023e-05,0.00034048348655090226,0.0008171603677221655,,0.00030643513789581204,0.001327885597548519,0.018624446714334355,,6.809669731018046e-05,,0.007388491658154579,0.006469186244467144,0.012972420837589376,3.404834865509023e-05,,3.404834865509023e-05,,0.03714674838270344,0.05199182839632278,0.016990125978890023,0.0001361933946203609,3.404834865509023e-05,0.0003745318352059925,0.00017024174327545113,0.0009193054136874361,0.0020429009193054137,0.0005447735784814437,,,,0.004187946884576098,0.01947565543071161,0.0032005447735784813,,6.809669731018046e-05,0.00023833844058563158,0.00020429009193054137,,,,,,,0.0002723867892407218,0.0012257405515832482,0.0009533537623425263,,,0.02063329928498468,0.01750085120871638,0.010793326523663603,3.404834865509023e-05,,,3.404834865509023e-05,0.0017364657814096017,0.004902962206332993,0.005754170922710249,,,3.404834865509023e-05,,,0.00017024174327545113,3.404834865509023e-05,,,,,0.00020429009193054137,0.0002723867892407218,0.0001361933946203609,,,,0.008784473953013279,0.023663602315287708,0.06649642492339121,,,3.404834865509023e-05,0.00010214504596527068,0.002519577800476677,0.013891726251276814,0.0009874021109976166,,,,3.404834865509023e-05,0.007013959822948587,0.007150153217568948,0.009227102485529453,,0.00017024174327545113,6.809669731018046e-05,0.0001361933946203609,,,3.404834865509023e-05,0.0033367381681988426,0.01893088185223017,0.003847463398025196,,,,3.404834865509023e-05,,,,,0.0010214504596527069,0.0013959822948586993,,3.404834865509023e-05,,,,,3.404834865509023e-05,3.404834865509023e-05,3.404834865509023e-05,,,0.0007831120190670753,0.0036772216547497445,0.00047667688117126317,,,,3.404834865509023e-05,3.404834865509023e-05,0.00023833844058563158,,,,0.0012938372488934286,0.004221995233231188,0.004800817160367722,,,,0.00023833844058563158,0.0023152877085461355,0.008375893769152196,0.006605379639087504,,0.0002723867892407218,,6.809669731018046e-05,0.0019067075246850527,0.0038134150493701053,3.404834865509023e-05,,,0.00030643513789581204,0.0002723867892407218,0.0006469186244467143,,0.00010214504596527068,,,3.404834865509023e-05,0.0002723867892407218,,,,3.404834865509023e-05,6.809669731018046e-05,3.404834865509023e-05,0.02373169901259789,0.01804562478719782,0.005754170922710249,,,0.00030643513789581204,3.404834865509023e-05,,,,,6.809669731018046e-05,0.00010214504596527068,0.0005788219271365339,,,,3.404834865509023e-05,0.0008171603677221655,0.0005788219271365339,,,,,,,,,3.404834865509023e-05,,0.0005107252298263534,0.00010214504596527068,6.809669731018046e-05,,,,,,,3.404834865509023e-05,,6.809669731018046e-05
iRNormal_KW_R__IGL.csv,,0.0006606474344857961,0.0015415106804668576,,,,0.004844747852895838,0.020700286280554942,0.04404316229905307,,,,0.0008808632459810614,,0.0006606474344857961,0.0017617264919621229,,,0.0028628055494384495,0.03171107685531821,0.03831755120017617,,,0.0006606474344857961,0.0004404316229905307,0.004404316229905308,0.007707553402334287,0.023563091829993395,,,0.0004404316229905307,0.0008808632459810614,,,,,,0.004624532041400573,0.0616604272186743,0.16229905307201056,,,0.0004404316229905307,0.0004404316229905307,,,0.004404316229905308,0.012332085443734861,,0.00022021581149526536,,0.007927769213829552,0.012332085443734861,0.012332085443734861,,,,,0.009689495705791676,0.060118916538207445,0.05879762166923585,,0.00022021581149526536,0.00022021581149526536,,,0.0004404316229905307,0.001101079057476327,,,,0.0017617264919621229,0.014093811935696983,0.014314027747192249,,,0.0004404316229905307,,,,,,,0.00022021581149526536,0.0004404316229905307,0.0030830213609337152,0.0006606474344857961,,,0.006826690156353226,0.01959920722307862,0.012552301255230125,0.00022021581149526536,,,,,0.008808632459810615,0.008588416648315349,,,,,,,0.001101079057476327,,,,,0.00022021581149526536,0.0015415106804668576,0.0015415106804668576,,,,0.001981942303457388,0.028187623871393966,0.0394186302576525,,,,,0.0006606474344857961,0.017837480731116493,0.004404316229905308,,,,,0.001101079057476327,0.02708654481391764,0.038757982823166705,,,,,,,,0.0017617264919621229,0.021581149526536007,0.02180136533803127,,,,,,,,,0.003743668795419511,0.0028628055494384495,,0.00022021581149526536,,,,,,0.0013212948689715921,,,,0.00022021581149526536,0.0030830213609337152,0.0017617264919621229,,,,0.00022021581149526536,,0.0015415106804668576,,,,0.00022021581149526536,0.0017617264919621229,0.002422373926447919,,,,,,0.0004404316229905307,0.010790574763268003,,,,,0.006386258533362696,0.006386258533362696,,,0.0004404316229905307,,0.001101079057476327,0.004624532041400573,0.00022021581149526536,0.00022021581149526536,0.00022021581149526536,,,0.00022021581149526536,,,,0.00022021581149526536,0.001981942303457388,0.0004404316229905307,0.0006606474344857961,0.004404316229905308,0.015415106804668574,,,,0.0008808632459810614,,,,,,0.00022021581149526536,0.003963884606914776,,,0.00022021581149526536,,,0.007707553402334287,,,,,0.0013212948689715921,0.013653380312706452,,,,,,0.0004404316229905307,0.0017617264919621229,,,,,,,,,
